algorithm,task,matrix_size,tile_size,frequency,mem_boundness,arithm_intensity,bmr,ilp,l3_cache_ratio,weight
qr,geqrt,16384,512,2601000,0.600595,0.000757,inf,0.717338,0.117921,32
qr,ormqr,16384,512,2601000,0.457293,0.000913,inf,2.011825,1.141419,496
qr,tsqrt,16384,512,2601000,0.674082,0.000702,inf,0.546247,2.261946,496
qr,tsmqr,16384,512,2601000,0.274192,0.001628,inf,2.809115,66.798959,10416
qr,geqrt,16384,512,1000000,0.512536,0.000773,inf,0.899438,0.120441,32
qr,ormqr,16384,512,1000000,0.395806,0.000963,inf,2.242221,1.203123,496
qr,tsqrt,16384,512,1000000,0.550566,0.000697,inf,0.792135,2.245552,496
qr,tsmqr,16384,512,1000000,0.234594,0.001705,inf,2.953764,69.948420,10416
qr,geqrt,16384,1024,2601000,0.704544,0.000743,inf,0.508112,0.369085,16
qr,ormqr,16384,1024,2601000,0.422783,0.003137,inf,2.214653,7.098695,120
qr,tsqrt,16384,1024,2601000,0.723061,0.001664,inf,0.459750,9.018043,120
qr,tsmqr,16384,1024,2601000,0.245192,0.002361,inf,2.954703,89.235219,1240
qr,geqrt,16384,1024,1000000,0.596122,0.000770,inf,0.740254,0.382625,16
qr,ormqr,16384,1024,1000000,0.326118,0.003220,inf,2.587694,7.287621,120
qr,tsqrt,16384,1024,1000000,0.604930,0.001461,inf,0.716783,7.919988,120
qr,tsmqr,16384,1024,1000000,0.192232,0.002452,inf,3.168345,92.660566,1240
qr,geqrt,16384,2048,2601000,0.818291,0.065984,inf,0.336170,114.638764,8
qr,ormqr,16384,2048,2601000,0.425729,0.006239,inf,2.244573,25.530936,28
qr,tsqrt,16384,2048,2601000,0.848228,0.128291,inf,0.283772,1201.849897,28
qr,tsmqr,16384,2048,2601000,0.224889,0.004186,inf,3.051280,140.728128,140
qr,geqrt,16384,2048,1000000,0.671357,0.066671,inf,0.605851,115.832429,8
qr,ormqr,16384,2048,1000000,0.287615,0.006337,inf,2.779233,25.933920,28
qr,tsqrt,16384,2048,1000000,0.690302,0.129154,inf,0.586077,1209.940543,28
qr,tsmqr,16384,2048,1000000,0.180616,0.004174,inf,3.232317,140.336673,140
qr,geqrt,24576,512,2601000,0.601609,0.000763,inf,0.716795,0.178489,48
qr,ormqr,24576,512,2601000,0.457598,0.000904,inf,2.009926,2.569484,1128
qr,tsqrt,24576,512,2601000,0.673420,0.000705,inf,0.546448,5.168015,1128
qr,tsmqr,24576,512,2601000,0.282648,0.001575,inf,2.770538,221.543455,35720
qr,geqrt,24576,512,1000000,0.515336,0.000776,inf,0.894643,0.181388,48
qr,ormqr,24576,512,1000000,0.397232,0.000952,inf,2.241208,2.705608,1128
qr,tsqrt,24576,512,1000000,0.550300,0.000698,inf,0.792544,5.117370,1128
qr,tsmqr,24576,512,1000000,0.236276,0.001677,inf,2.946616,235.952726,35720
qr,geqrt,24576,1024,2601000,0.704567,0.000777,inf,0.508241,0.579400,24
qr,ormqr,24576,1024,2601000,0.422694,0.003119,inf,2.213688,16.234250,276
qr,tsqrt,24576,1024,2601000,0.721195,0.001035,inf,0.462005,12.898267,276
qr,tsmqr,24576,1024,2601000,0.245748,0.002361,inf,2.952635,311.150263,4324
qr,geqrt,24576,1024,1000000,0.596674,0.000723,inf,0.740043,0.538657,24
qr,ormqr,24576,1024,1000000,0.327215,0.003226,inf,2.584120,16.791693,276
qr,tsqrt,24576,1024,1000000,0.604748,0.000996,inf,0.716642,12.416487,276
qr,tsmqr,24576,1024,1000000,0.191686,0.002421,inf,3.170872,319.061607,4324
qr,geqrt,24576,2048,2601000,0.819924,0.066327,inf,0.333231,172.850648,12
qr,ormqr,24576,2048,2601000,0.445584,0.006564,inf,2.163662,63.321187,66
qr,tsqrt,24576,2048,2601000,0.849923,0.128883,inf,0.280146,2845.998925,66
qr,tsmqr,24576,2048,2601000,0.223771,0.004226,inf,3.055059,513.457882,506
qr,geqrt,24576,2048,1000000,0.672215,0.067199,inf,0.605947,175.122764,12
qr,ormqr,24576,2048,1000000,0.286321,0.006335,inf,2.784412,61.113642,66
qr,tsqrt,24576,2048,1000000,0.690086,0.127978,inf,0.587201,2826.021508,66
qr,tsmqr,24576,2048,1000000,0.179848,0.004181,inf,3.235771,508.087311,506
qr,geqrt,32768,512,2601000,0.601369,0.000812,inf,0.717080,0.253212,64
qr,ormqr,32768,512,2601000,0.449033,0.000858,inf,2.045648,4.356993,2016
qr,tsqrt,32768,512,2601000,0.673444,0.000699,inf,0.546188,9.151811,2016
qr,tsmqr,32768,512,2601000,0.282399,0.001531,inf,2.771726,514.752500,85344
qr,geqrt,32768,512,1000000,0.513847,0.000890,inf,0.896632,0.277316,64
qr,ormqr,32768,512,1000000,0.396429,0.000884,inf,2.243556,4.491932,2016
qr,tsqrt,32768,512,1000000,0.550849,0.000697,inf,0.791377,9.132510,2016
qr,tsmqr,32768,512,1000000,0.235457,0.001564,inf,2.951456,525.764596,85344
qr,geqrt,32768,1024,2601000,0.704834,0.000806,inf,0.507582,0.801378,32
qr,ormqr,32768,1024,2601000,0.425296,0.003150,inf,2.204516,29.462588,496
qr,tsqrt,32768,1024,2601000,0.720377,0.000844,inf,0.462689,18.914957,496
qr,tsmqr,32768,1024,2601000,0.245233,0.002332,inf,2.954437,740.209292,10416
qr,geqrt,32768,1024,1000000,0.596163,0.000772,inf,0.740064,0.766745,32
qr,ormqr,32768,1024,1000000,0.325920,0.003059,inf,2.588782,28.615208,496
qr,tsqrt,32768,1024,1000000,0.604637,0.001148,inf,0.716983,25.716568,496
qr,tsmqr,32768,1024,1000000,0.200503,0.002361,inf,3.131104,749.539211,10416
qr,geqrt,32768,2048,2601000,0.820212,0.064527,inf,0.333475,224.212815,16
qr,ormqr,32768,2048,2601000,0.443914,0.006598,inf,2.173201,115.729072,120
qr,tsqrt,32768,2048,2601000,0.850371,0.127299,inf,0.279491,5110.956097,120
qr,tsmqr,32768,2048,2601000,0.224218,0.004202,inf,3.053414,1251.185925,1240
qr,geqrt,32768,2048,1000000,0.672022,0.065538,inf,0.607342,227.726428,16
qr,ormqr,32768,2048,1000000,0.286319,0.006298,inf,2.783951,110.464274,120
qr,tsqrt,32768,2048,1000000,0.690367,0.127820,inf,0.588178,5131.867226,120
