algorithm,task,matrix_size,tile_size,frequency,mem_boundness,arithm_intensity,bmr,ilp,l3_cache_ratio,weight
qr,geqrt,16384,512,2601000,0.601697,0.000757,inf,0.718200,0.118043,32
qr,ormqr,16384,512,2601000,0.458936,0.000966,inf,2.002490,1.206946,496
qr,tsqrt,16384,512,2601000,0.673756,0.000709,inf,0.546184,2.285420,496
qr,tsmqr,16384,512,2601000,0.273374,0.001635,inf,2.813365,67.070971,10416
qr,geqrt,16384,512,1000000,0.512879,0.000790,inf,0.899680,0.123092,32
qr,ormqr,16384,512,1000000,0.397073,0.000966,inf,2.241713,1.207105,496
qr,tsqrt,16384,512,1000000,0.550856,0.000701,inf,0.792193,2.260463,496
qr,tsmqr,16384,512,1000000,0.224179,0.001662,inf,3.002319,68.192160,10416
qr,geqrt,16384,1024,2601000,0.703869,0.000769,inf,0.508709,0.382297,16
qr,ormqr,16384,1024,2601000,0.418399,0.003210,inf,2.228641,7.264723,120
qr,tsqrt,16384,1024,2601000,0.722880,0.001525,inf,0.460631,8.265516,120
qr,tsmqr,16384,1024,2601000,0.241484,0.002484,inf,2.971274,93.863955,1240
qr,geqrt,16384,1024,1000000,0.596194,0.000851,inf,0.739939,0.423083,16
qr,ormqr,16384,1024,1000000,0.324695,0.003127,inf,2.593603,7.076251,120
qr,tsqrt,16384,1024,1000000,0.606303,0.001958,inf,0.713189,10.615531,120
qr,tsmqr,16384,1024,1000000,0.200725,0.002423,inf,3.130133,91.550182,1240
qr,geqrt,16384,2048,2601000,0.819944,0.066555,inf,0.333261,115.631496,8
qr,ormqr,16384,2048,2601000,0.433660,0.006354,inf,2.210764,26.001170,28
qr,tsqrt,16384,2048,2601000,0.850005,0.128842,inf,0.280070,1207.010916,28
qr,tsmqr,16384,2048,2601000,0.223819,0.004219,inf,3.055610,141.845253,140
qr,geqrt,16384,2048,1000000,0.671835,0.068236,inf,0.606772,118.551727,8
qr,ormqr,16384,2048,1000000,0.287675,0.006271,inf,2.779571,25.665481,28
qr,tsqrt,16384,2048,1000000,0.688864,0.129284,inf,0.588944,1211.156053,28
qr,tsmqr,16384,2048,1000000,0.169790,0.004111,inf,3.279669,138.209832,140
qr,geqrt,24576,512,2601000,0.601639,0.000774,inf,0.717877,0.180992,48
qr,ormqr,24576,512,2601000,0.458109,0.000937,inf,2.008546,2.663418,1128
qr,tsqrt,24576,512,2601000,0.674106,0.000699,inf,0.546492,5.119659,1128
qr,tsmqr,24576,512,2601000,0.282492,0.001593,inf,2.770977,224.102162,35720
qr,geqrt,24576,512,1000000,0.513340,0.000843,inf,0.898169,0.197188,48
qr,ormqr,24576,512,1000000,0.397193,0.000946,inf,2.241981,2.688001,1128
qr,tsqrt,24576,512,1000000,0.551282,0.000702,inf,0.792367,5.147305,1128
qr,tsmqr,24576,512,1000000,0.224694,0.001594,inf,3.000717,224.311232,35720
qr,geqrt,24576,1024,2601000,0.704731,0.000859,inf,0.508053,0.640425,24
qr,ormqr,24576,1024,2601000,0.411559,0.003072,inf,2.260345,15.992227,276
qr,tsqrt,24576,1024,2601000,0.721041,0.001028,inf,0.461952,12.820824,276
qr,tsmqr,24576,1024,2601000,0.245572,0.002375,inf,2.952890,312.917985,4324
qr,geqrt,24576,1024,1000000,0.596381,0.000911,inf,0.739580,0.679313,24
qr,ormqr,24576,1024,1000000,0.325962,0.003163,inf,2.588965,16.464982,276
qr,tsqrt,24576,1024,1000000,0.605272,0.001374,inf,0.715523,17.129300,276
qr,tsmqr,24576,1024,1000000,0.191787,0.002402,inf,3.170555,316.568111,4324
qr,geqrt,24576,2048,2601000,0.820658,0.066796,inf,0.332021,174.074162,12
qr,ormqr,24576,2048,2601000,0.445184,0.006556,inf,2.164434,63.241875,66
qr,tsqrt,24576,2048,2601000,0.850270,0.128339,inf,0.279542,2834.003335,66
qr,tsmqr,24576,2048,2601000,0.224725,0.004137,inf,3.051347,502.653045,506
qr,geqrt,24576,2048,1000000,0.672710,0.066762,inf,0.604570,173.983620,12
qr,ormqr,24576,2048,1000000,0.286146,0.006327,inf,2.784553,61.029755,66
qr,tsqrt,24576,2048,1000000,0.690787,0.127783,inf,0.586182,2821.728177,66
