algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_VEC_DP,
invert,getrf,8192,512,23068672,1200000,16,3662098,
invert,gemm,8192,512,23068672,1200000,1240,195196287,
invert,trsm,8192,512,23068672,1200000,120,8035600,
invert,getri,8192,512,23068672,1200000,16,3119422,
invert,getrf,8192,512,23068672,2801000,16,3231262,
invert,gemm,8192,512,23068672,2801000,1240,191826988,
invert,trsm,8192,512,23068672,2801000,120,8221930,
invert,getri,8192,512,23068672,2801000,16,3001339,
invert,getrf,8192,1024,23068672,1200000,8,8382379,
invert,gemm,8192,1024,23068672,1200000,140,123552204,
invert,trsm,8192,1024,23068672,1200000,28,11882767,
invert,getri,8192,1024,23068672,1200000,8,7029455,
invert,getrf,8192,1024,23068672,2801000,8,8750373,
invert,gemm,8192,1024,23068672,2801000,140,117951434,
invert,trsm,8192,1024,23068672,2801000,28,11170004,
invert,getri,8192,1024,23068672,2801000,8,7179985,
invert,getrf,8192,2048,23068672,1200000,4,34353405,
invert,gemm,8192,2048,23068672,1200000,14,107030486,
invert,trsm,8192,2048,23068672,1200000,6,17124950,
invert,getri,8192,2048,23068672,1200000,4,44422653,
invert,getrf,8192,2048,23068672,2801000,4,33605620,
invert,gemm,8192,2048,23068672,2801000,14,104612984,
invert,trsm,8192,2048,23068672,2801000,6,16079415,
invert,getri,8192,2048,23068672,2801000,4,42713324,
invert,getrf,12288,512,23068672,1200000,24,5857298,
invert,gemm,12288,512,23068672,1200000,4324,747923898,
invert,trsm,12288,512,23068672,1200000,276,21797528,
invert,getri,12288,512,23068672,1200000,24,4839999,
invert,getrf,12288,512,23068672,2801000,24,5326494,
invert,gemm,12288,512,23068672,2801000,4324,735760849,
invert,trsm,12288,512,23068672,2801000,276,21545211,
invert,getri,12288,512,23068672,2801000,24,4556788,
invert,getrf,12288,1024,23068672,1200000,12,14051655,
invert,gemm,12288,1024,23068672,1200000,506,508451867,
invert,trsm,12288,1024,23068672,1200000,66,30816593,
invert,getri,12288,1024,23068672,1200000,12,11955049,
invert,getrf,12288,1024,23068672,2801000,12,14726293,
invert,gemm,12288,1024,23068672,2801000,506,516948923,
invert,trsm,12288,1024,23068672,2801000,66,31009088,
invert,getri,12288,1024,23068672,2801000,12,12158712,
invert,getrf,12288,2048,23068672,1200000,6,52144596,
invert,gemm,12288,2048,23068672,1200000,55,462612530,
invert,trsm,12288,2048,23068672,1200000,15,48167624,
invert,getri,12288,2048,23068672,1200000,6,68072703,
invert,getrf,12288,2048,23068672,2801000,6,51118687,
invert,gemm,12288,2048,23068672,2801000,55,474524073,
invert,trsm,12288,2048,23068672,2801000,15,49209682,
invert,getri,12288,2048,23068672,2801000,6,66231736,
invert,getrf,16384,512,23068672,1200000,32,9108598,
invert,gemm,16384,512,23068672,1200000,10416,2265752292,
invert,trsm,16384,512,23068672,1200000,496,49294896,
invert,getri,16384,512,23068672,1200000,32,8267519,
invert,getrf,16384,512,23068672,2801000,32,9141934,
invert,gemm,16384,512,23068672,2801000,10416,2191484358,
invert,trsm,16384,512,23068672,2801000,496,48544979,
invert,getri,16384,512,23068672,2801000,32,8090790,
invert,getrf,16384,1024,23068672,1200000,16,21996833,
invert,gemm,16384,1024,23068672,1200000,1240,1790273989,
invert,trsm,16384,1024,23068672,1200000,120,73520484,
invert,getri,16384,1024,23068672,1200000,16,19079260,
invert,getrf,16384,1024,23068672,2801000,16,22064187,
invert,gemm,16384,1024,23068672,2801000,1240,1692065225,
invert,trsm,16384,1024,23068672,2801000,120,72356719,
invert,getri,16384,1024,23068672,2801000,16,19177989,
invert,getrf,16384,2048,23068672,1200000,8,73584636,
invert,gemm,16384,2048,23068672,1200000,140,1481602502,
invert,trsm,16384,2048,23068672,1200000,28,121250608,
invert,getri,16384,2048,23068672,1200000,8,92117197,
invert,getrf,16384,2048,23068672,2801000,8,73403957,
invert,gemm,16384,2048,23068672,2801000,140,1437080462,
invert,trsm,16384,2048,23068672,2801000,28,119017449,
invert,getri,16384,2048,23068672,2801000,8,90829973,
invert,getrf,20480,512,23068672,1200000,40,9987350,
invert,gemm,20480,512,23068672,1200000,20540,3918589341,
invert,trsm,20480,512,23068672,1200000,780,68217582,
invert,getri,20480,512,23068672,1200000,40,8362309,
invert,getrf,20480,512,23068672,2801000,40,9860354,
invert,gemm,20480,512,23068672,2801000,20540,3673541190,
invert,trsm,20480,512,23068672,2801000,780,66849726,
invert,getri,20480,512,23068672,2801000,40,8207329,
invert,getrf,20480,1024,23068672,1200000,20,25432698,
invert,gemm,20480,1024,23068672,1200000,2470,2579265894,
invert,trsm,20480,1024,23068672,1200000,190,98256822,
invert,getri,20480,1024,23068672,1200000,20,21110574,
invert,getrf,20480,1024,23068672,2801000,20,25605843,
invert,gemm,20480,1024,23068672,2801000,2470,2574960326,
invert,trsm,20480,1024,23068672,2801000,190,96828916,
invert,getri,20480,1024,23068672,2801000,20,21041223,
invert,getrf,20480,2048,23068672,1200000,10,86287300,
invert,gemm,20480,2048,23068672,1200000,285,2467443217,
invert,trsm,20480,2048,23068672,1200000,45,163057907,
invert,getri,20480,2048,23068672,1200000,10,110426876,
invert,getrf,20480,2048,23068672,2801000,10,87103840,
invert,gemm,20480,2048,23068672,2801000,285,2488405282,
invert,trsm,20480,2048,23068672,2801000,45,162210815,
invert,getri,20480,2048,23068672,2801000,10,107117262,
invert,getrf,24576,512,23068672,1200000,48,12279987,
invert,gemm,24576,512,23068672,1200000,35720,7491315807,
invert,trsm,24576,512,23068672,1200000,1128,116853853,
invert,getri,24576,512,23068672,1200000,48,10339385,
invert,getrf,24576,512,23068672,2801000,48,13194306,
invert,gemm,24576,512,23068672,2801000,35720,7302023725,
invert,trsm,24576,512,23068672,2801000,1128,117305366,
invert,getri,24576,512,23068672,2801000,48,10709225,
invert,getrf,24576,1024,23068672,1200000,24,34021521,
invert,gemm,24576,1024,23068672,1200000,4324,6262516798,
invert,trsm,24576,1024,23068672,1200000,276,184119728,
invert,getri,24576,1024,23068672,1200000,24,28682422,
invert,getrf,24576,1024,23068672,2801000,24,34193530,
invert,gemm,24576,1024,23068672,2801000,4324,6131390895,
invert,trsm,24576,1024,23068672,2801000,276,180598100,
invert,getri,24576,1024,23068672,2801000,24,29782854,
invert,getrf,24576,2048,23068672,1200000,12,110755666,
invert,gemm,24576,2048,23068672,1200000,506,5564296372,
invert,trsm,24576,2048,23068672,1200000,66,317688972,
invert,getri,24576,2048,23068672,1200000,12,139965804,
invert,getrf,24576,2048,23068672,2801000,12,111647076,
invert,gemm,24576,2048,23068672,2801000,506,5209469215,
invert,trsm,24576,2048,23068672,2801000,66,306375992,
invert,getri,24576,2048,23068672,2801000,12,135289863,
invert,getrf,28672,512,23068672,1200000,56,14077860,
invert,gemm,28672,512,23068672,1200000,56980,10098523134,
invert,trsm,28672,512,23068672,1200000,1540,135793926,
invert,getri,28672,512,23068672,1200000,56,10921459,
invert,getrf,28672,512,23068672,2801000,56,13343410,
invert,gemm,28672,512,23068672,2801000,56980,10831774130,
invert,trsm,28672,512,23068672,2801000,1540,138472055,
invert,getri,28672,512,23068672,2801000,56,10794727,
invert,getrf,28672,1024,23068672,1200000,28,36509861,
invert,gemm,28672,1024,23068672,1200000,6930,7668338392,
invert,trsm,28672,1024,23068672,1200000,378,205753151,
invert,getri,28672,1024,23068672,1200000,28,30118375,
invert,getrf,28672,1024,23068672,2801000,28,36719721,
invert,gemm,28672,1024,23068672,2801000,6930,7702527566,
invert,trsm,28672,1024,23068672,2801000,378,205346766,
invert,getri,28672,1024,23068672,2801000,28,29964993,
invert,getrf,28672,2048,23068672,1200000,14,123910529,
invert,gemm,28672,2048,23068672,1200000,819,7329537647,
invert,trsm,28672,2048,23068672,1200000,91,347464079,
invert,getri,28672,2048,23068672,1200000,14,152962889,
invert,getrf,28672,2048,23068672,2801000,14,120772962,
invert,gemm,28672,2048,23068672,2801000,819,7369456919,
invert,trsm,28672,2048,23068672,2801000,91,342666130,
invert,getri,28672,2048,23068672,2801000,14,146497223,
