algorithm,task,matrix_size,tile_size,frequency,papi_l3_tcm,papi_tot_ins,papi_res_stl,papi_tot_cyc,papi_br_msp,weight,l3_cache_size
qr,geqrt,8192,512,2801000,1033359,1573318946,1441783869,2147909335,517010,16,23068672
qr,ormqr,8192,512,2801000,5736191,6103651883,1603216725,3240368891,654824,120,23068672
qr,tsqrt,8192,512,2801000,10646128,15736858021,21074339079,29081809855,2541704,120,23068672
qr,tsmqr,8192,512,2801000,163737657,98589756703,10879074511,36220706597,4036564,1240,23068672
qr,geqrt,8192,512,1200000,1028356,1573319218,915768177,1600135007,616037,16,23068672
qr,ormqr,8192,512,1200000,5916963,6103652212,1103236921,2737167926,741313,120,23068672
qr,tsqrt,8192,512,1200000,10772518,15736860125,10995274508,18572383300,3265494,120,23068672
qr,tsmqr,8192,512,1200000,164259931,98589760806,7215798138,32510182058,4074687,1240,23068672
qr,geqrt,8192,1024,2801000,3251126,5015085613,7356357291,9968816231,1801521,8,23068672
qr,ormqr,8192,1024,2801000,28894352,10659132878,2599727344,5370675991,520071,28,23068672
qr,tsqrt,8192,1024,2801000,38715399,25529104871,43634080949,57876304120,10228541,28,23068672
qr,tsmqr,8192,1024,2801000,194469039,86123236615,7528684678,29482412094,4874026,140,23068672
qr,geqrt,8192,1024,1200000,4680412,5015086361,4312352325,6724380057,1837785,8,23068672
qr,ormqr,8192,1024,1200000,29735459,10659133383,1443415358,4210349866,526137,28,23068672
qr,tsqrt,8192,1024,1200000,37025088,25529108482,22749076938,35665446220,10183163,28,23068672
qr,tsmqr,8192,1024,1200000,197814501,86123240567,5106111499,27013338473,4755278,140,23068672
qr,geqrt,8192,2048,2801000,769885542,17534769615,41097362337,50070622340,5724000,4,23068672
qr,ormqr,8192,2048,2801000,87443010,17701177435,4784457783,9320380486,461858,6,23068672
qr,tsqrt,8192,2048,2801000,4545391274,40520824129,128700450803,148914623251,9458364,6,23068672
qr,tsmqr,8192,2048,2801000,258979896,67861059467,5519272212,22758892137,1038470,14,23068672
qr,geqrt,8192,2048,1200000,780856500,17534772366,20303627922,29091889452,5562643,4,23068672
qr,ormqr,8192,2048,1200000,89301159,17701178139,2180055074,6704293146,497003,6,23068672
qr,tsqrt,8192,2048,1200000,4576225193,40520829317,52683684235,72752119754,9228515,6,23068672
qr,tsmqr,8192,2048,1200000,265009101,67861062300,3766280700,20946457980,1063745,14,23068672
qr,geqrt,12288,512,2801000,1572826,2359701718,2160646802,3227994736,909770,24,23068672
qr,ormqr,12288,512,2801000,11969682,14038388273,3773542157,7543627397,1478340,276,23068672
qr,tsqrt,12288,512,2801000,25198620,36194781703,49074951603,67616207239,7705920,276,23068672
qr,tsmqr,12288,512,2801000,560492423,343792003868,38120123001,126446637511,13807652,4324,23068672
qr,geqrt,12288,512,1200000,1628769,2359702058,1385051764,2411006421,773713,24,23068672
qr,ormqr,12288,512,1200000,11508086,14038389215,2497614022,6252869344,1499495,276,23068672
qr,tsqrt,12288,512,1200000,25360248,36194785736,25539915063,43006051472,5889332,276,23068672
qr,tsmqr,12288,512,1200000,567464297,343792021886,26770180087,115104222131,14285992,4324,23068672
qr,geqrt,12288,1024,2801000,5066067,7522351722,11209781289,15129793011,2708491,12,23068672
qr,ormqr,12288,1024,2801000,73468911,25125086897,6317152852,12834022799,1225608,66,23068672
qr,tsqrt,12288,1024,2801000,96104189,60175755902,102823774191,136455323518,23968649,66,23068672
qr,tsmqr,12288,1024,2801000,718077930,311273966035,27800068619,107162049016,17545267,506,23068672
qr,geqrt,12288,1024,1200000,5218231,7522353169,6473875747,10091295581,2794136,12,23068672
qr,ormqr,12288,1024,1200000,67021035,25125088082,3201416369,9714149254,1234555,66,23068672
qr,tsqrt,12288,1024,1200000,91064412,60175764163,53587058888,84051503410,24149700,66,23068672
qr,tsmqr,12288,1024,1200000,713671376,311273977978,19440945911,98731582796,17945516,506,23068672
qr,geqrt,12288,2048,2801000,1300293571,26301878156,63983892443,77352535550,7916628,6,23068672
qr,ormqr,12288,2048,2801000,233536677,44252929286,13529599344,24865168110,1225255,15,23068672
qr,tsqrt,12288,2048,2801000,11310430925,101302070427,319862998489,370699623800,23678991,15,23068672
qr,tsmqr,12288,2048,2801000,1022671536,266596998578,21513893576,89270549194,4228566,55,23068672
qr,geqrt,12288,2048,1200000,1325209518,26301882103,30907616318,44057074812,8557082,6,23068672
qr,ormqr,12288,2048,1200000,237683210,44252931210,5669028015,16970591082,1198705,15,23068672
qr,tsqrt,12288,2048,1200000,11320588881,101302083416,131410000012,181692121332,23239926,15,23068672
qr,tsmqr,12288,2048,1200000,1021656628,266597009572,13589627310,80982104495,4360046,55,23068672
qr,geqrt,16384,512,2801000,2137408,3146084455,2936739929,4358606593,1194370,32,23068672
qr,ormqr,16384,512,2801000,21774053,25228401361,6637208192,13403258794,2678328,496,23068672
qr,tsqrt,16384,512,2801000,45567866,65045701953,88822102362,122169357745,13921397,496,23068672
qr,tsmqr,16384,512,2801000,1355243699,828153905657,90855659006,303583893919,33873060,10416,23068672
qr,geqrt,16384,512,1200000,2161789,3146085209,1849034436,3216273964,1027187,32,23068672
qr,ormqr,16384,512,1200000,21600221,25228402528,4505642664,11261735988,3190277,496,23068672
qr,tsqrt,16384,512,1200000,46309770,65045709912,46020964384,77394775580,10691917,496,23068672
qr,tsmqr,16384,512,1200000,1368448352,828153941019,64612933388,277396589196,34359930,10416,23068672
qr,geqrt,16384,1024,2801000,7257390,10029618367,15177973675,20419600626,3645685,16,23068672
qr,ormqr,16384,1024,2801000,123528355,45681969025,11684890907,23529634091,2229841,120,23068672
