algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCM,PAPI_TOT_INS,PAPI_RES_STL,PAPI_TOT_CYC,PAPI_BR_MSP,
dpotri,trsm,10000,500,31457280,1200000,380,2252095,13919051424,1249263428,4778764680,3771798,
dpotri,trtri,10000,500,31457280,1200000,20,4002,432780654,71528807,187941948,191303,
dpotri,gemm,10000,500,31457280,1200000,2280,52929025,139940527818,8192479598,43184908837,1772278,
dpotri,lauum,10000,500,31457280,1200000,20,222743,276999105,39502985,109908437,78905,
dpotri,syrk,10000,500,31457280,1200000,190,4788587,6827857232,738053134,2450416839,212324,
dpotri,trmm,10000,500,31457280,1200000,190,4375003,6489294488,707936655,2310311052,1456250,
dpotri,trsm,10000,500,31457280,2301000,380,2494316,13919050867,1585603176,5091643153,2608032,
dpotri,trtri,10000,500,31457280,2301000,20,4028,432780632,83839934,199367701,150081,
dpotri,gemm,10000,500,31457280,2301000,2280,53326912,139940522721,10924470544,45915987658,1684366,
dpotri,lauum,10000,500,31457280,2301000,20,226656,276999093,52207887,122747537,77800,
dpotri,syrk,10000,500,31457280,2301000,190,4816662,6827856947,903324985,2615528789,195967,
dpotri,trmm,10000,500,31457280,2301000,190,4384982,6489294227,971031209,2573317025,1457496,
dpotri,trsm,10000,600,31457280,1200000,272,2247687,15760996391,1276200971,5243076936,2371485,
dpotri,trtri,10000,600,31457280,1200000,17,6185,509956649,78938214,213449632,204524,
dpotri,gemm,10000,600,31457280,1200000,1360,47646968,135557368272,7570517267,41547058794,2422566,
dpotri,lauum,10000,600,31457280,1200000,17,275294,375694216,50334700,145331864,102436,
dpotri,syrk,10000,600,31457280,1200000,136,4566986,7999738861,833079339,2838493514,304066,
dpotri,trmm,10000,600,31457280,1200000,136,4527556,7406561566,705703651,2543895879,1401385,
dpotri,trsm,10000,600,31457280,2301000,272,2423425,15760995774,1563843068,5526026177,2357657,
dpotri,trtri,10000,600,31457280,2301000,17,6161,509956626,91729550,225859341,180857,
dpotri,gemm,10000,600,31457280,2301000,1360,48160247,135557363364,9939155971,43906674570,2674224,
dpotri,lauum,10000,600,31457280,2301000,17,279836,375694648,66523211,161718634,101013,
dpotri,syrk,10000,600,31457280,2301000,136,4593445,7999738525,1010024720,3015804112,311887,
dpotri,trmm,10000,600,31457280,2301000,136,4481409,7406561275,933601306,2771898465,1406780,
dpotri,trsm,10000,700,31457280,1200000,210,2063659,17823497338,1366268390,5846450280,2510253,
dpotri,trtri,10000,700,31457280,1200000,15,8639,641492719,90172635,257165942,229230,
dpotri,gemm,10000,700,31457280,1200000,910,41586407,130460896678,6956531569,39576921422,1901290,
dpotri,lauum,10000,700,31457280,1200000,15,313006,499067528,65889746,191478112,126376,
dpotri,syrk,10000,700,31457280,1200000,105,4679970,9163628057,942857423,3236301079,299287,
dpotri,trmm,10000,700,31457280,1200000,105,4839979,8350732868,749224001,2820990791,1448384,
dpotri,trsm,10000,700,31457280,2301000,210,2258361,17823496651,1684233239,6163022870,2537617,
dpotri,trtri,10000,700,31457280,2301000,15,8975,641492691,106480958,273995065,251286,
dpotri,gemm,10000,700,31457280,2301000,910,42376038,130460892004,9173061511,41805430180,1932148,
dpotri,lauum,10000,700,31457280,2301000,15,317332,499067302,85821846,211545124,124735,
dpotri,syrk,10000,700,31457280,2301000,105,4703615,9163627670,1140315976,3434175053,306117,
dpotri,trmm,10000,700,31457280,2301000,105,4850645,8350732541,1021918248,3094206158,1446351,
dpotri,trsm,10000,800,31457280,1200000,156,2071588,19681800400,1453475515,6396349633,2580177,
dpotri,trtri,10000,800,31457280,1200000,13,13597,772625483,111905295,311322787,255340,
dpotri,gemm,10000,800,31457280,1200000,572,35755851,126287897421,6455938230,38050537247,1885239,
dpotri,lauum,10000,800,31457280,1200000,13,317050,617131818,73078816,227588015,123754,
dpotri,syrk,10000,800,31457280,1200000,78,4485467,10283329533,1016170337,3591060146,320755,
dpotri,trmm,10000,800,31457280,1200000,78,4850055,9307735463,804303208,3115121974,1376580,
dpotri,trsm,10000,800,31457280,2301000,156,2232322,19681799647,1747306076,6687794857,2529882,
dpotri,trtri,10000,800,31457280,2301000,13,14267,772625445,129327898,328576230,248929,
dpotri,gemm,10000,800,31457280,2301000,572,36192426,126287892880,8115300885,39707007960,1854455,
dpotri,lauum,10000,800,31457280,2301000,13,316194,617131791,92047126,246772543,122455,
dpotri,syrk,10000,800,31457280,2301000,78,4512082,10283329106,1193627552,3768572684,301452,
dpotri,trmm,10000,800,31457280,2301000,78,4828215,9307735106,1047546506,3358587737,1382267,
dpotri,trsm,10000,900,31457280,1200000,132,2051195,21824984327,1545234427,7020303723,2354309,
dpotri,trtri,10000,900,31457280,1200000,12,13209,936416183,121558494,361890554,314929,
dpotri,gemm,10000,900,31457280,1200000,440,33385846,121345620749,6323340788,36636655148,1376405,
dpotri,lauum,10000,900,31457280,1200000,12,349185,790709447,91988382,289863780,172316,
dpotri,syrk,10000,900,31457280,1200000,66,4604192,11391959396,1105692844,3952778853,282826,
dpotri,trmm,10000,900,31457280,1200000,66,5066357,10398273591,831927110,3413627009,1398047,
dpotri,trsm,10000,900,31457280,2301000,132,2373359,21824983496,1904246506,7376665278,2395059,
dpotri,trtri,10000,900,31457280,2301000,12,13025,936416138,143272712,382862226,271069,
dpotri,gemm,10000,900,31457280,2301000,440,33924008,121345616403,8227616880,38545334620,1425632,
dpotri,lauum,10000,900,31457280,2301000,12,346795,790709417,115919332,313895802,170796,
dpotri,syrk,10000,900,31457280,2301000,66,4630633,11391958925,1290514504,4138095514,312613,
dpotri,trmm,10000,900,31457280,2301000,66,5087213,10398273196,1120816433,3702565751,1399117,
dpotri,trsm,10000,1000,31457280,1200000,90,2021695,23849442535,1591484743,7569511777,2481822,
dpotri,trtri,10000,1000,31457280,1200000,10,19507,1105969382,137230820,419827148,366538,
dpotri,gemm,10000,1000,31457280,1200000,240,30164347,115948940588,5719522242,34669106780,1087256,
dpotri,lauum,10000,1000,31457280,1200000,10,381480,970467564,108870628,351089745,190509,
dpotri,syrk,10000,1000,31457280,1200000,45,4649633,12402416515,1165521941,4262023943,284141,
dpotri,trmm,10000,1000,31457280,1200000,45,5246781,11500262838,870804263,3722945516,1358494,
dpotri,trsm,10000,1000,31457280,2301000,90,2189474,23849441639,1920419332,7900995315,2569468,
dpotri,trtri,10000,1000,31457280,2301000,10,27869,1105969326,161057600,443728102,368600,
dpotri,gemm,10000,1000,31457280,2301000,240,30485833,115948936449,7176327776,36125648720,1086309,
dpotri,lauum,10000,1000,31457280,2301000,10,387603,970467523,135897894,378345354,191382,
dpotri,syrk,10000,1000,31457280,2301000,45,4660350,12402416006,1358033032,4454736064,271130,
dpotri,trmm,10000,1000,31457280,2301000,45,5256550,11500262402,1140593747,3992617974,1362359,
dpotri,trsm,10000,1100,31457280,1200000,90,2336860,25574198941,1668671391,8076927391,2383586,
dpotri,trtri,10000,1100,31457280,1200000,10,28932,1297597560,156949943,486216132,339533,
dpotri,gemm,10000,1100,31457280,1200000,240,27554126,112957633039,5666373933,33963840764,5807892,
dpotri,lauum,10000,1100,31457280,1200000,10,393953,1137218367,119897476,403572085,183744,
dpotri,syrk,10000,1100,31457280,1200000,45,4527869,13344066786,1199750204,4533703976,300682,
dpotri,trmm,10000,1100,31457280,1200000,45,5092728,12288355390,896491673,3950190035,1401094,
dpotri,trsm,10000,1100,31457280,2301000,90,2455699,25574197983,2006518737,8414226869,2386625,
dpotri,trtri,10000,1100,31457280,2301000,10,25149,1297597504,183509986,512755749,338941,
dpotri,gemm,10000,1100,31457280,2301000,240,27862979,112957628881,7108572765,35403587671,5869229,
dpotri,lauum,10000,1100,31457280,2301000,10,393267,1137218380,148394303,432039373,179507,
