algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCM,PAPI_TOT_INS,PAPI_RES_STL,PAPI_TOT_CYC,PAPI_BR_MSP,
dgram,laset,10000,500,31457280,1200000,420,994,4430570,61694,1900977,546,
dgram,syssq,10000,500,31457280,1200000,20,41580,80348092,35869329,56082349,10007,
dgram,gessq,10000,500,31457280,1200000,380,290097,1666171545,394325967,824968253,192272,
dgram,gram,10000,500,31457280,1200000,210,292607,702509907,567222631,743579594,105727,
dgram,plssq,10000,500,31457280,1200000,419,3022,6497049,1173766,3202027,1034,
dgram,plssq2,10000,500,31457280,1200000,21,37,118012,112836,152862,32,
dgram,laset,10000,500,31457280,2301000,420,1054,4430569,58692,2051257,529,
dgram,syssq,10000,500,31457280,2301000,20,40600,80348090,38793255,59008533,9989,
dgram,gessq,10000,500,31457280,2301000,380,302985,1666171459,415647714,846290777,192252,
dgram,gram,10000,500,31457280,2301000,210,367338,702509817,576381802,752775699,105536,
dgram,plssq,10000,500,31457280,2301000,419,3074,6497048,1313753,3278834,1030,
dgram,plssq2,10000,500,31457280,2301000,21,41,118012,113854,154367,34,
dgram,laset,10000,600,31457280,1200000,306,946,3738961,43739,1709072,400,
dgram,syssq,10000,600,31457280,1200000,17,40616,95066882,42416336,66303866,10025,
dgram,gessq,10000,600,31457280,1200000,272,279542,1649448099,391098233,816977332,158200,
dgram,gram,10000,600,31457280,1200000,153,267577,702117631,567961100,744056166,88616,
dgram,plssq,10000,600,31457280,1200000,305,2993,5491903,1059938,2661314,760,
dgram,plssq2,10000,600,31457280,1200000,18,64,116869,112920,151469,26,
dgram,laset,10000,600,31457280,2301000,306,991,3738960,57866,1603374,384,
dgram,syssq,10000,600,31457280,2301000,17,39630,95066874,45461295,69353106,10015,
dgram,gessq,10000,600,31457280,2301000,272,286697,1649448021,410954493,836849245,158352,
dgram,gram,10000,600,31457280,2301000,153,337513,702117544,575007275,751162684,88748,
dgram,plssq,10000,600,31457280,2301000,305,2834,5491903,1166543,2742063,758,
dgram,plssq2,10000,600,31457280,2301000,18,69,116869,114537,153734,28,
dgram,laset,10000,700,31457280,1200000,240,879,3283279,43960,1414002,317,
