algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_VEC_DP,
invert,getrf,14336,256,37486592,1000000,56,107181144,
invert,gemm,14336,256,37486592,1000000,56980,239925230160,
invert,trsm,14336,256,37486592,1000000,3080,8097886720,
invert,getri,14336,256,37486592,1000000,56,197298304,
invert,getrf,14336,256,37486592,4000000,56,107181144,
invert,gemm,14336,256,37486592,4000000,56980,239925230160,
invert,trsm,14336,256,37486592,4000000,3080,8097886720,
invert,getri,14336,256,37486592,4000000,56,197298304,
invert,getrf,14336,512,37486592,1000000,28,372196524,
invert,gemm,14336,512,37486592,1000000,6930,233440570440,
invert,trsm,14336,512,37486592,1000000,756,14304632832,
invert,getri,14336,512,37486592,1000000,28,693447552,
invert,getrf,14336,512,37486592,4000000,28,372196524,
invert,gemm,14336,512,37486592,4000000,6930,233440570440,
invert,trsm,14336,512,37486592,4000000,756,14304632832,
invert,getri,14336,512,37486592,4000000,28,693447552,
invert,getrf,14336,1024,37486592,1000000,14,1371494614,
invert,gemm,14336,1024,37486592,1000000,819,220492729548,
invert,trsm,14336,1024,37486592,1000000,182,26018789888,
invert,getri,14336,1024,37486592,1000000,14,2613967552,
invert,getrf,14336,1024,37486592,4000000,14,1371494614,
invert,gemm,14336,1024,37486592,4000000,819,220492729548,
invert,trsm,14336,1024,37486592,4000000,182,26018789888,
invert,getri,14336,1024,37486592,4000000,14,2613967552,
invert,getrf,14336,2048,37486592,1000000,7,5255939563,
invert,gemm,14336,2048,37486592,1000000,91,195993534828,
invert,trsm,14336,2048,37486592,1000000,42,46623682560,
invert,getri,14336,2048,37486592,1000000,7,10218063744,
invert,getrf,14336,2048,37486592,4000000,7,5255939563,
invert,gemm,14336,2048,37486592,4000000,91,195993534828,
invert,trsm,14336,2048,37486592,4000000,42,46623682560,
invert,getri,14336,2048,37486592,4000000,7,10218063744,
invert,getrf,16384,256,37486592,1000000,64,118659720,
invert,gemm,16384,256,37486592,1000000,85344,359357298048,
invert,trsm,16384,256,37486592,1000000,4032,10600869888,
invert,getri,16384,256,37486592,1000000,64,214914224,
invert,getrf,16384,256,37486592,4000000,64,118659720,
invert,gemm,16384,256,37486592,4000000,85344,359357298048,
invert,trsm,16384,256,37486592,4000000,4032,10600869888,
invert,getri,16384,256,37486592,4000000,64,214914224,
invert,getrf,16384,512,37486592,1000000,32,425367456,
invert,gemm,16384,512,37486592,1000000,10416,350868251328,
invert,trsm,16384,512,37486592,1000000,992,18770100224,
invert,getri,16384,512,37486592,1000000,32,792511488,
invert,getrf,16384,512,37486592,4000000,32,425367456,
invert,gemm,16384,512,37486592,4000000,10416,350868251328,
invert,trsm,16384,512,37486592,4000000,992,18770100224,
invert,getri,16384,512,37486592,4000000,32,792511488,
invert,getrf,16384,1024,37486592,1000000,16,1567422416,
invert,gemm,16384,1024,37486592,1000000,1240,333835146080,
invert,trsm,16384,1024,37486592,1000000,240,34310492160,
invert,getri,16384,1024,37486592,1000000,16,2987391488,
invert,getrf,16384,1024,37486592,4000000,16,1567422416,
invert,gemm,16384,1024,37486592,4000000,1240,333835146080,
invert,trsm,16384,1024,37486592,4000000,240,34310492160,
invert,getri,16384,1024,37486592,4000000,16,2987391488,
invert,getrf,16384,2048,37486592,1000000,8,6006788072,
invert,gemm,16384,2048,37486592,1000000,140,301528515120,
invert,trsm,16384,2048,37486592,1000000,56,62164910080,
invert,getri,16384,2048,37486592,1000000,8,11677787136,
invert,getrf,16384,2048,37486592,4000000,8,6006788072,
invert,gemm,16384,2048,37486592,4000000,140,301528515120,
invert,trsm,16384,2048,37486592,4000000,56,62164910080,
invert,getri,16384,2048,37486592,4000000,8,11677787136,
