algorithm,task,matrix_size,tile_size,frequency,papi_l3_tcm,papi_tot_ins,papi_res_stl,papi_tot_cyc,papi_br_msp,weight,l3_cache_size
invert,getrf,8192,512,2801000,3401716,483192339,262012583,421297764,219960,16,23068672
invert,trsm,8192,512,2801000,7693212,3336018911,825742199,1818098105,1118584,120,23068672
invert,gemm,8192,512,2801000,179591288,38216925040,4154845760,13931278788,671217,1240,23068672
invert,getri,8192,512,2801000,2662457,754104018,335043890,559207870,351857,16,23068672
invert,getrf,8192,512,1200000,3261039,483192367,122280178,280124952,224832,16,23068672
invert,trsm,8192,512,1200000,7716932,3336019094,734870576,1733641832,1673418,120,23068672
invert,gemm,8192,512,1200000,187439594,38216926417,2703848636,12443265224,691979,1240,23068672
invert,getri,8192,512,1200000,2764685,754104230,174708907,398625316,377708,16,23068672
invert,getrf,8192,1024,2801000,6947143,1322765909,556527623,965856214,318563,8,23068672
invert,trsm,8192,1024,2801000,10637185,4885064423,936831775,2308019702,1052889,28,23068672
invert,gemm,8192,1024,2801000,102456871,33935225397,2585574233,11212653831,1979615,140,23068672
invert,getri,8192,1024,2801000,5872814,2077023349,868474659,1454149099,498805,8,23068672
invert,getrf,8192,1024,1200000,6329948,1322765986,287388089,695278626,322303,8,23068672
invert,trsm,8192,1024,1200000,10915159,4885064693,821053917,2208575304,1367157,28,23068672
invert,gemm,8192,1024,1200000,103401618,33935227100,1962291774,10579918578,1940515,140,23068672
invert,getri,8192,1024,1200000,5648529,2077023155,475787818,1064179121,669388,8,23068672
invert,getrf,8192,2048,2801000,32266792,3940181062,2231459953,3397496944,505473,4,23068672
invert,trsm,8192,2048,2801000,16461315,7090078851,989715868,2901087715,894210,6,23068672
invert,gemm,8192,2048,2801000,88079558,26941397767,1789124798,8619090453,267001,14,23068672
invert,getri,8192,2048,2801000,42797838,6682903656,3139358297,4987733913,1051867,4,23068672
invert,getrf,8192,2048,1200000,33322940,3940181288,1040698193,2209419025,505538,4,23068672
invert,trsm,8192,2048,1200000,16586804,7090079297,923562051,2847139948,903400,6,23068672
invert,gemm,8192,2048,1200000,90154124,26941398938,1520028991,8353101086,270263,14,23068672
invert,getri,8192,2048,1200000,44774534,6682904056,1661524132,3516597670,1186082,4,23068672
invert,getrf,12288,512,2801000,5659911,724779750,417429474,656006810,331448,24,23068672
invert,trsm,12288,512,2801000,19303857,7672839198,1907554239,4178852968,2558581,276,23068672
invert,gemm,12288,512,2801000,658074665,133266110826,14540723552,48568142734,2421416,4324,23068672
invert,getri,12288,512,2801000,4690305,1131139088,525139366,858095718,429607,24,23068672
invert,getrf,12288,512,1200000,5675875,724779785,191177871,427630849,333547,24,23068672
invert,trsm,12288,512,1200000,19466573,7672842492,1681949625,3960969690,2587100,276,23068672
invert,gemm,12288,512,1200000,696193986,133266117559,9730770903,43691298327,2417490,4324,23068672
invert,getri,12288,512,1200000,4815908,1131139325,271315000,603519328,447221,24,23068672
invert,getrf,12288,1024,2801000,13855761,1984004748,1018199221,1630752613,478672,12,23068672
