algorithm,task,matrix_size,tile_size,frequency,papi_l3_tcm,papi_tot_ins,papi_res_stl,papi_tot_cyc,papi_br_msp,weight,l3_cache_size
invert,trsm,12288,1024,2801000,27267554,11514792796,2168700965,5520533753,5080718,66,23068672
invert,gemm,12288,1024,2801000,434741632,122651599346,10275890182,41518792461,7160161,506,23068672
invert,getri,12288,1024,2801000,11310146,3115531600,1419940949,2306711797,939212,12,23068672
invert,getrf,12288,1024,1200000,14467870,1984004870,487663510,1098041765,479988,12,23068672
invert,trsm,12288,1024,1200000,28256788,11514793242,1967588292,5216924991,2450794,66,23068672
invert,gemm,12288,1024,1200000,447931660,122651604183,7341172356,38490944843,6991333,506,23068672
invert,getri,12288,1024,1200000,11289182,3115531734,748241982,1625076946,840397,12,23068672
invert,getrf,12288,2048,2801000,52884614,5910047021,3700931815,5450426917,755739,6,23068672
invert,trsm,12288,2048,2801000,42354418,17725195145,2460506285,7254633582,2222116,15,23068672
invert,gemm,12288,2048,2801000,403249207,105841203653,7560234695,34392702124,1053111,55,23068672
invert,getri,12288,2048,2801000,66550917,10024207646,4909794357,7688890859,1746603,6,23068672
invert,getrf,12288,2048,1200000,53729577,5910047360,1592871389,3342261262,759151,6,23068672
invert,trsm,12288,2048,1200000,43697938,17725196224,2181341367,6970278466,2283264,15,23068672
invert,gemm,12288,2048,1200000,409321058,105841208184,5726010712,32482593596,1059134,55,23068672
invert,getri,12288,2048,1200000,69399749,10024208125,2501432308,5264412153,1431303,6,23068672
invert,getrf,16384,512,2801000,8098009,966370467,583814481,901252786,447192,32,23068672
invert,trsm,16384,512,2801000,37607208,13788872469,3599784655,7634591015,4593014,496,23068672
invert,gemm,16384,512,2801000,1717628594,321022161653,36809563152,118824293487,5795349,10416,23068672
invert,getri,16384,512,2801000,6786336,1508182922,745407816,1192185073,617268,32,23068672
invert,getrf,16384,512,1200000,8252908,966370542,261242502,576283479,445615,32,23068672
invert,trsm,16384,512,1200000,38844275,13788873764,3042064287,7138274737,4696557,496,23068672
invert,gemm,16384,512,1200000,1875347057,321022177263,24171830138,106048645880,5816520,10416,23068672
invert,getri,16384,512,1200000,6666641,1508182834,359148147,802258887,660024,32,23068672
invert,getrf,16384,1024,2801000,20687510,2645460166,1440630583,2256205912,640587,16,23068672
invert,trsm,16384,1024,2801000,55068728,20935985446,4092759097,10004269517,4503518,120,23068672
invert,gemm,16384,1024,2801000,1294068175,300569131618,25953776802,102567792973,17228627,1240,23068672
invert,getri,16384,1024,2801000,16287049,4154030655,1940530710,3111170884,961059,16,23068672
invert,getrf,16384,1024,1200000,20522158,2645460337,654940026,1467416791,641878,16,23068672
invert,trsm,16384,1024,1200000,56121885,20935986679,3599833871,9505726960,4501882,120,23068672
invert,gemm,16384,1024,1200000,1341491948,300569146343,18390829902,94754929346,17349397,1240,23068672
invert,getri,16384,1024,1200000,16527649,4154030989,993098735,2157450989,1027882,16,23068672
invert,getrf,16384,2048,2801000,70599410,7880117436,4949989664,7281734525,1018005,8,23068672
invert,trsm,16384,2048,2801000,88633314,33087029929,4756226455,13690427123,4376609,28,23068672
invert,gemm,16384,2048,2801000,1208787029,269413972054,20284141162,88652373557,2665128,140,23068672
invert,getri,16384,2048,2801000,87886551,13365674907,6589991807,10289380608,2154976,8,23068672
invert,getrf,16384,2048,1200000,71997896,7880117922,2124397680,4455873068,1019022,8,23068672
invert,trsm,16384,2048,1200000,90538724,33087031854,4107313729,13047759962,4164248,28,23068672
invert,gemm,16384,2048,1200000,1242441183,269413983531,15014785644,83162438674,2675302,140,23068672
invert,getri,16384,2048,1200000,91977184,13365675822,3326768421,7013241320,1929881,8,23068672
invert,getrf,20480,512,2801000,9864028,1207989358,711669231,1109063509,558413,40,23068672
invert,trsm,20480,512,2801000,63353841,21684111614,5466825389,11906484710,7129479,780,23068672
invert,gemm,20480,512,2801000,3344799249,633044849294,72715924738,234543559482,11411918,20540,23068672
invert,getri,20480,512,2801000,8280722,1885221798,900455623,1460131696,850936,40,23068672
invert,getrf,20480,512,1200000,10203280,1207989459,324717894,717812662,560011,40,23068672
invert,trsm,20480,512,1200000,64680483,21684103994,4980670034,11337588177,7206300,780,23068672
invert,gemm,20480,512,1200000,3717301118,633044879705,47707575278,209196999947,11487761,20540,23068672
invert,getri,20480,512,1200000,8319682,1885222012,454564713,1007513305,728037,40,23068672
invert,getrf,20480,1024,2801000,25508978,3306699380,1787967648,2806968004,806496,20,23068672
invert,trsm,20480,1024,2801000,90487793,33148643118,6410732098,15910936867,11237456,190,23068672
invert,gemm,20480,1024,2801000,2561440251,598714324778,51866514665,204452191231,34384994,2470,23068672
invert,getri,20480,1024,2801000,20866642,5192510605,2437159802,3918883110,1742087,20,23068672
invert,getrf,20480,1024,1200000,25475286,3306699576,814896645,1828175937,807948,20,23068672
invert,trsm,20480,1024,1200000,94852682,33148643521,5818593194,15117803525,7129473,190,23068672
invert,gemm,20480,1024,1200000,2582936234,598714350484,36405408375,188493282643,34160643,2470,23068672
invert,getri,20480,1024,1200000,20525601,5192510971,1253152007,2709528476,1350904,20,23068672
invert,getrf,20480,2048,2801000,88293260,9850115753,6250657311,9164088255,1269100,10,23068672
invert,trsm,20480,2048,2801000,149820293,53175583017,7630657880,22026842208,6797632,45,23068672
invert,gemm,20480,2048,2801000,2482059072,548449871076,41493845984,180713852912,5451358,285,23068672
invert,getri,20480,2048,2801000,110324419,16707109599,8336666170,12965068496,2823882,10,23068672
invert,getrf,20480,2048,1200000,88607090,9850116312,2671576797,5585405157,1268888,10,23068672
invert,trsm,20480,2048,1200000,154028185,53175586134,6606061445,20975078732,6722424,45,23068672
invert,gemm,20480,2048,1200000,2486022942,548449894509,30269254990,168964950420,5491983,285,23068672
invert,getri,20480,2048,1200000,115627964,16707110783,4188906126,8794871246,2408385,10,23068672
invert,getrf,24576,512,2801000,13081029,1449562833,911185659,1388339934,667987,48,23068672
invert,trsm,24576,512,2801000,106078703,31358560447,8257112698,17543635142,10495931,1128,23068672
invert,gemm,24576,512,2801000,6950411708,1100893953171,135935465315,417534156641,19621959,35720,23068672
invert,getri,24576,512,2801000,10296570,2262236152,1082833823,1755269504,1035151,48,23068672
invert,getrf,24576,512,1200000,12727403,1449562928,390613545,863494821,673977,48,23068672
invert,trsm,24576,512,1200000,108575598,31358567441,7187608679,16439202858,10389411,1128,23068672
invert,gemm,24576,512,1200000,7403356803,1100894013222,85524272165,366459601135,19913651,35720,23068672
invert,getri,24576,512,1200000,10533523,2262235134,538741998,1201275577,890079,48,23068672
invert,getrf,24576,1024,2801000,33322612,3968106864,2318584307,3540422653,960171,24,23068672
invert,trsm,24576,1024,2801000,151848110,48152765091,9727895887,23340773360,10368972,276,23068672
invert,gemm,24576,1024,2801000,5556063637,1048113659043,94170213367,361429094942,60654412,4324,23068672
invert,getri,24576,1024,2801000,27649359,6231007249,3086203500,4846481819,1555138,24,23068672
invert,getrf,24576,1024,1200000,34387245,3968107094,1038412416,2257519971,1043917,24,23068672
invert,trsm,24576,1024,1200000,161577342,48152767843,8372348861,21973308326,10331179,276,23068672
invert,gemm,24576,1024,1200000,6053739710,1048113706593,65775906240,332182268985,59929158,4324,23068672
invert,getri,24576,1024,1200000,28358166,6231007547,1553001128,3310097006,1671474,24,23068672
invert,getrf,24576,2048,2801000,112234787,11820485156,7964788373,11461684584,1517118,12,23068672
invert,trsm,24576,2048,2801000,261058498,77990854278,11477988759,32605935442,9910081,66,23068672
invert,gemm,24576,2048,2801000,4906841057,973739069035,74977032738,322347060427,9705450,506,23068672
invert,getri,24576,2048,2801000,139298051,20048581832,10409310734,15953942513,2981195,12,23068672
invert,getrf,24576,2048,1200000,112377074,11820485837,3337617831,6834288345,1501892,12,23068672
invert,trsm,24576,2048,1200000,275704009,77990858514,9932254459,30985021243,9994525,66,23068672
invert,gemm,24576,2048,1200000,5315479930,973739110483,55226103718,301603721937,9763352,506,23068672
invert,getri,24576,2048,1200000,142506704,20048583207,5165236830,10690580584,2967369,12,23068672
invert,getrf,28672,512,2801000,13546674,1570408632,950830819,1466440507,726210,56,23068672
invert,trsm,28672,512,2801000,133146338,42812222795,11355420104,23850600283,14138326,1540,23068672
invert,gemm,28672,512,2801000,10215601229,1756129237733,210813123902,660350496192,32489668,56980,23068672
invert,getri,28672,512,2801000,11045316,2450889958,1179604433,1907911738,1194111,56,23068672
invert,getrf,28672,512,1200000,13674620,1570408738,421789567,933357712,725469,56,23068672
invert,trsm,28672,512,1200000,135420512,42812228507,9456639918,22168265019,14607949,1540,23068672
invert,gemm,28672,512,1200000,10834525796,1756129368042,132605711907,580856583113,32051399,56980,23068672
invert,getri,28672,512,1200000,10914131,2450890233,589569008,1309642719,957458,56,23068672
invert,getrf,28672,1024,2801000,36441326,4629487492,2522686427,3947980777,1137719,28,23068672
invert,trsm,28672,1024,2801000,197173298,65948352746,13070016927,31706849981,14100923,378,23068672
invert,gemm,28672,1024,2801000,7598061835,1679793637831,147320790529,575475013501,96336877,6930,23068672
invert,getri,28672,1024,2801000,29847510,7269534794,3447504623,5506639186,2103888,28,23068672
invert,getrf,28672,1024,1200000,36555238,4629487604,1137818787,2557159131,1128739,28,23068672
invert,trsm,28672,1024,1200000,196531416,65948356776,11338587576,29943562481,14133211,378,23068672
invert,gemm,28672,1024,1200000,7508903373,1679793678726,101942431525,528800729759,95815015,6930,23068672
invert,getri,28672,1024,1200000,29877183,7269535193,1736912012,3776367016,1678305,28,23068672
invert,getrf,28672,2048,2801000,122808974,13789874987,8853058676,12932730477,1783408,14,23068672
invert,trsm,28672,2048,2801000,329777105,107532843101,15378715443,44788330817,22463876,91,23068672
invert,gemm,28672,2048,2801000,7298886809,1576071733858,119688129559,519932958973,15641736,819,23068672
invert,getri,28672,2048,2801000,150547842,23389946092,11533443739,18034175129,4706765,14,23068672
invert,getrf,28672,2048,1200000,125643178,13789875761,3791202926,7871601425,1790241,14,23068672
invert,trsm,28672,2048,1200000,333764884,107532850412,13395538716,42449211716,13651946,91,23068672
invert,gemm,28672,2048,1200000,7315082135,1576071800222,86313315044,484978834933,15653055,819,23068672
invert,getri,28672,2048,1200000,161754330,23389947894,5895915697,12347610857,3486494,14,23068672
