algorithm,task,matrix_size,tile_size,frequency,papi_l3_tcm,papi_tot_ins,papi_res_stl,papi_tot_cyc,papi_br_msp,weight,l3_cache_size
invert,getrf,8192,512,2801000,3128157,483192340,248837479,408243947,220552,16,23068672
invert,trsm,8192,512,2801000,7655587,3336018491,816167356,1806716328,1121265,120,23068672
invert,gemm,8192,512,2801000,183131257,38216924020,3996550332,13741301039,689760,1240,23068672
invert,getri,8192,512,2801000,2747858,754104230,339319921,562187252,284604,16,23068672
invert,getrf,8192,512,1200000,3479530,483192370,123442017,281512726,223688,16,23068672
invert,trsm,8192,512,1200000,7655294,3336018601,725442879,1715693596,1117966,120,23068672
invert,gemm,8192,512,1200000,188704626,38216925634,2698745429,12436706842,690086,1240,23068672
invert,getri,8192,512,1200000,2929609,754104288,178362416,399634038,286335,16,23068672
invert,getrf,8192,1024,2801000,7393136,1322765912,588878299,998142682,318005,8,23068672
invert,trsm,8192,1024,2801000,10980971,4885064274,920816682,2298391457,1043539,28,23068672
invert,gemm,8192,1024,2801000,102502036,33935225712,2589914212,11218585266,1944035,140,23068672
invert,getri,8192,1024,2801000,5890490,2077023094,866445962,1453346751,508053,8,23068672
invert,getrf,8192,1024,1200000,6657762,1322765991,291592861,699523765,320339,8,23068672
invert,trsm,8192,1024,1200000,10945854,4885064457,826203467,2204327643,1054139,28,23068672
invert,gemm,8192,1024,1200000,103177519,33935227203,1957237469,10574224005,1965591,140,23068672
invert,getri,8192,1024,1200000,5762537,2077023226,482685024,1066144626,497608,8,23068672
invert,getrf,8192,2048,2801000,33258452,3940181075,2377703436,3547025146,506783,4,23068672
invert,trsm,8192,2048,2801000,16434915,7090078882,1118187683,3050950562,900506,6,23068672
invert,gemm,8192,2048,2801000,89967393,26941397908,2263624833,9149500391,266980,14,23068672
invert,getri,8192,2048,2801000,42915886,6682903729,3246583154,5101537185,938270,4,23068672
invert,getrf,8192,2048,1200000,32741237,3940181290,1047777110,2212421436,503364,4,23068672
invert,trsm,8192,2048,1200000,16809186,7090079269,885765765,2795065050,898258,6,23068672
invert,gemm,8192,2048,1200000,90000002,26941399007,1417542890,8230169152,270014,14,23068672
invert,getri,8192,2048,1200000,44263351,6682904458,1648396193,3491470453,966471,4,23068672
invert,getrf,12288,512,2801000,6083298,724779748,436995664,675791820,338091,24,23068672
invert,trsm,12288,512,2801000,19470718,7672838774,1889730482,4170302108,2592462,276,23068672
invert,gemm,12288,512,2801000,672280096,133266099553,14439397144,48447880745,2387380,4324,23068672
invert,getri,12288,512,2801000,4713578,1131139226,532555186,866245692,428935,24,23068672
invert,getrf,12288,512,1200000,5618530,724779793,191952176,428669129,338239,24,23068672
invert,trsm,12288,512,1200000,19155777,7672842457,1700758952,3974887522,2547200,276,23068672
invert,gemm,12288,512,1200000,687212959,133266117538,9759512176,43719673277,2421209,4324,23068672
invert,getri,12288,512,1200000,4760663,1131139348,268910438,600443900,448298,24,23068672
invert,getrf,12288,1024,2801000,14553655,1984004748,1039676254,1652220419,479925,12,23068672
invert,trsm,12288,1024,2801000,27659614,11514792702,2211873334,5463315951,2495615,66,23068672
invert,gemm,12288,1024,2801000,431798334,122651599052,10061707451,41282135168,7021330,506,23068672
invert,getri,12288,1024,2801000,11286832,3115531803,1414847050,2303103241,1056834,12,23068672
invert,getrf,12288,1024,1200000,14188024,1984004868,485636736,1095221280,482948,12,23068672
invert,trsm,12288,1024,1200000,28058934,11514793560,1977924079,5221789752,2448929,66,23068672
invert,gemm,12288,1024,1200000,437956363,122651604340,7340827809,38494128759,7004637,506,23068672
invert,getri,12288,1024,1200000,11215302,3115532525,748669806,1622567146,764979,12,23068672
invert,getrf,12288,2048,2801000,51074145,5910047020,3600921700,5350426443,756834,6,23068672
invert,trsm,12288,2048,2801000,41999128,17725195171,2468889118,7264777172,2258900,15,23068672
invert,gemm,12288,2048,2801000,394103039,105841203766,7548379476,34396656754,1052414,55,23068672
invert,getri,12288,2048,2801000,65110540,10024207888,4854583230,7622964477,1411065,6,23068672
invert,getrf,12288,2048,1200000,53509131,5910047355,1596915136,3346300375,759253,6,23068672
invert,trsm,12288,2048,1200000,42622126,17725196263,2208372906,6989780516,2293723,15,23068672
invert,gemm,12288,2048,1200000,409436836,105841208093,5738776032,32507350517,1051243,55,23068672
invert,getri,12288,2048,1200000,68961962,10024208204,2509715052,5272311449,1521900,6,23068672
invert,getrf,16384,512,2801000,7818602,966370414,567822853,885953876,445529,32,23068672
invert,trsm,16384,512,2801000,38361274,13788871609,3456667584,7553272360,4587328,496,23068672
invert,gemm,16384,512,2801000,1754172234,321022133252,37188302707,119289549502,5768361,10416,23068672
invert,getri,16384,512,2801000,6530783,1508183129,716493790,1161496638,577131,32,23068672
invert,getrf,16384,512,1200000,8648439,966370532,265994153,581367588,451090,32,23068672
invert,trsm,16384,512,1200000,38864777,13788874798,3044188905,7138391839,4612005,496,23068672
invert,gemm,16384,512,1200000,1861772865,321022171869,24204635513,106071521464,5782385,10416,23068672
invert,getri,16384,512,1200000,6682577,1508182800,358427437,799919849,572759,32,23068672
invert,getrf,16384,1024,2801000,20301055,2645460181,1428775634,2243145397,638689,16,23068672
invert,trsm,16384,1024,2801000,53844992,20935985372,4160741400,10039912793,4475369,120,23068672
invert,gemm,16384,1024,2801000,1285703716,300569134342,25918389222,102516483321,17259643,1240,23068672
invert,getri,16384,1024,2801000,16392603,4154030573,1944209625,3115071581,1000655,16,23068672
invert,getrf,16384,1024,1200000,20831371,2645460341,655891415,1468763038,639182,16,23068672
invert,trsm,16384,1024,1200000,56967296,20935987084,3468751642,9570565441,9467597,120,23068672
invert,gemm,16384,1024,1200000,1337647317,300569149027,18404874116,94759585935,17151552,1240,23068672
invert,getri,16384,1024,1200000,16407226,4154030954,987271523,2162121638,1212996,16,23068672
invert,getrf,16384,2048,2801000,70862878,7880117461,4977859323,7310063623,1020238,8,23068672
invert,trsm,16384,2048,2801000,88144017,33087029822,4698125693,13654251459,4229023,28,23068672
invert,gemm,16384,2048,2801000,1210530835,269413971965,20360252969,88760461504,2667320,140,23068672
invert,getri,16384,2048,2801000,86077457,13365675115,6511030079,10206911601,2060643,8,23068672
invert,getrf,16384,2048,1200000,72221921,7880117914,2132074944,4464219197,1031147,8,23068672
invert,trsm,16384,2048,1200000,91331171,33087031510,4016355562,13084234166,7930964,28,23068672
invert,gemm,16384,2048,1200000,1243011450,269413982856,14980642380,83122915306,2685912,140,23068672
invert,getri,16384,2048,1200000,91937525,13365675618,3312657601,7030119784,2873872,8,23068672
invert,getrf,20480,512,2801000,9902295,1207989366,709207372,1106336361,555184,40,23068672
invert,trsm,20480,512,2801000,63859516,21684111922,5481029547,11918019724,7297273,780,23068672
invert,gemm,20480,512,2801000,3429608761,633044830629,73887957634,235729744827,11401235,20540,23068672
invert,getri,20480,512,2801000,8098532,1885222001,895380127,1450693938,739542,40,23068672
invert,getrf,20480,512,1200000,10130983,1207989454,322992271,716625275,561293,40,23068672
invert,trsm,20480,512,1200000,62123929,21684116976,4784267297,11222053015,7110557,780,23068672
invert,gemm,20480,512,1200000,3489696007,633044861725,47317989200,208756056787,11475270,20540,23068672
invert,getri,20480,512,1200000,8198803,1885221606,449679398,1005794782,838626,40,23068672
invert,getrf,20480,1024,2801000,25783010,3306699368,1768682933,2788561225,820692,20,23068672
invert,trsm,20480,1024,2801000,91520323,33148642990,6514408842,15879452929,7100438,190,23068672
invert,gemm,20480,1024,2801000,2586027457,598714306002,51849936969,204447019634,34335677,2470,23068672
invert,getri,20480,1024,2801000,20655046,5192511070,2431867343,3898344742,1240698,20,23068672
invert,getrf,20480,1024,1200000,25665378,3306699569,813480094,1827765570,802021,20,23068672
invert,trsm,20480,1024,1200000,94881571,33148645833,5692896676,15047272877,7140405,190,23068672
invert,gemm,20480,1024,1200000,2542470673,598714352148,36305392752,188388765782,34572359,2470,23068672
invert,getri,20480,1024,1200000,20464322,5192510950,1246579450,2706091986,1288106,20,23068672
invert,getrf,20480,2048,2801000,87728646,9850115757,6218886012,9132906042,1280174,10,23068672
invert,trsm,20480,2048,2801000,151664355,53175583099,7633852666,22028116759,6713123,45,23068672
invert,gemm,20480,2048,2801000,2490406870,548449871169,41458676379,180679861034,5437239,285,23068672
invert,getri,20480,2048,2801000,109515685,16707109709,8254908353,12880562400,2714557,10,23068672
invert,getrf,20480,2048,1200000,88343863,9850116331,2658612399,5573019159,1275772,10,23068672
invert,trsm,20480,2048,1200000,152610484,53175585867,6612065755,20984572987,6802329,45,23068672
invert,gemm,20480,2048,1200000,2472246084,548449894314,30212286688,168903529202,5482762,285,23068672
invert,getri,20480,2048,1200000,114416773,16707110841,4161384042,8787796020,2960370,10,23068672
invert,getrf,24576,512,2801000,12417012,1449562824,870923042,1348863970,663921,48,23068672
invert,trsm,24576,512,2801000,105873862,31358562143,8351668054,17581941434,10460165,1128,23068672
invert,gemm,24576,512,2801000,7003621628,1100893958930,135799561381,417417691722,19796787,35720,23068672
invert,getri,24576,512,2801000,10446590,2262236109,1088103410,1757127776,883411,48,23068672
invert,getrf,24576,512,1200000,12401093,1449562940,386633552,860064841,670599,48,23068672
invert,trsm,24576,512,1200000,109360920,31358565514,7039182310,16355875674,10483099,1128,23068672
invert,gemm,24576,512,1200000,7531130034,1100893939540,85661309048,366583279505,19931377,35720,23068672
invert,getri,24576,512,1200000,10468204,2262236404,536077374,1199761301,863663,48,23068672
invert,getrf,24576,1024,2801000,33839862,3968106863,2329758627,3552165984,958908,24,23068672
invert,trsm,24576,1024,2801000,152911008,48152764907,9730421100,23347545888,10420674,276,23068672
invert,gemm,24576,1024,2801000,5610876560,1048113661054,94737937595,362039623297,60036100,4324,23068672
invert,getri,24576,1024,2801000,28900682,6231008189,3118453171,4877618906,1447060,24,23068672
invert,getrf,24576,1024,1200000,33948454,3968107107,1032758461,2250508410,975536,24,23068672
invert,trsm,24576,1024,1200000,160047130,48152767687,8407280974,22003549204,10340485,276,23068672
invert,gemm,24576,1024,1200000,5973608039,1048113703741,65931694588,332310616678,59949531,4324,23068672
invert,getri,24576,1024,1200000,28151323,6231007971,1557221000,3305135442,1501846,24,23068672
invert,getrf,24576,2048,2801000,111973646,11820485156,7940224155,11437564856,1504797,12,23068672
invert,trsm,24576,2048,2801000,261571991,77990854139,11490244133,32615330637,9874922,66,23068672
invert,gemm,24576,2048,2801000,4940631989,973739068993,75285925736,322434559250,9696574,506,23068672
invert,getri,24576,2048,2801000,137704963,20048582148,10420618153,15962632413,2878403,12,23068672
invert,getrf,24576,2048,1200000,111723392,11820485832,3313128425,6809702864,1503545,12,23068672
invert,trsm,24576,2048,1200000,274235411,77990859094,9890597131,30956788367,9833198,66,23068672
invert,gemm,24576,2048,1200000,5296243343,973739110134,55203574479,301580242759,9737263,506,23068672
invert,getri,24576,2048,1200000,142623774,20048583344,5129002026,10660222060,3234247,12,23068672
invert,getrf,28672,512,2801000,13330720,1570408505,944549175,1461173112,738582,56,23068672
invert,trsm,28672,512,2801000,132521298,42812220904,10904364467,23588324561,14201490,1540,23068672
invert,gemm,28672,512,2801000,10174262449,1756129239452,210759796329,660295880559,31624522,56980,23068672
invert,getri,28672,512,2801000,10623490,2450890294,1167914273,1889970863,964796,56,23068672
invert,getrf,28672,512,1200000,14080027,1570408733,426004789,937863669,742603,56,23068672
invert,trsm,28672,512,1200000,136202882,42812228911,9473623010,22176185485,14317972,1540,23068672
invert,gemm,28672,512,1200000,10974725190,1756129348497,132712695436,581003991356,31803519,56980,23068672
invert,getri,28672,512,1200000,10909914,2450890662,592227383,1312127193,943323,56,23068672
invert,getrf,28672,1024,2801000,36065477,4629487516,2503612961,3927954031,1126570,28,23068672
invert,trsm,28672,1024,2801000,190680885,65948350749,13094244691,31700944257,14228463,378,23068672
invert,gemm,28672,1024,2801000,7472896843,1679793625824,146872087506,575199854419,97410492,6930,23068672
invert,getri,28672,1024,2801000,29664589,7269534756,3439022971,5503475004,2202211,28,23068672
invert,getrf,28672,1024,1200000,36916773,4629487791,1136189764,2555548210,1121941,28,23068672
invert,trsm,28672,1024,1200000,197942195,65948357286,11329224978,29939689642,14186105,378,23068672
invert,gemm,28672,1024,1200000,7518097145,1679793704024,101796477038,528671940764,95844741,6930,23068672
invert,getri,28672,1024,1200000,29920431,7269537043,1737496857,3781690421,1905325,28,23068672
invert,getrf,28672,2048,2801000,123321215,13789874970,8792514909,12871835569,1756508,14,23068672
invert,trsm,28672,2048,2801000,329321230,107532844549,15646095418,44735395973,13698154,91,23068672
invert,gemm,28672,2048,2801000,7317389098,1576071733308,119539454291,519718063639,15623805,819,23068672
invert,getri,28672,2048,2801000,152724766,23389946650,11634994293,18088657716,3520566,14,23068672
invert,getrf,28672,2048,1200000,125944309,13789875785,3802157877,7883096010,1830364,14,23068672
invert,trsm,28672,2048,1200000,334704682,107532850125,13464684884,42481772207,13668612,91,23068672
invert,gemm,28672,2048,1200000,7313371797,1576071799902,86109498339,484798309866,15762094,819,23068672
invert,getri,28672,2048,1200000,160483513,23389948054,5907184820,12362897283,3634073,14,23068672
