algorithm,matrix_size,tile_size,case,PKG1,PKG2,DRAM1,DRAM2,time
invert,8192,512,1,103944680,99514393,14527182,7339119,0.798931
invert,8192,512,2,111266988,105527928,15443162,8131338,0.860131
invert,8192,512,3,78745282,73643366,14970499,7488677,0.827823
invert,8192,512,4,80802405,74694084,15282574,7712852,0.880855
invert,8192,512,5,101228379,95552551,15372690,8187474,0.875279
invert,8192,512,6,107158722,105367101,16498281,8909404,0.955236
invert,8192,512,7,81909641,74452874,16027500,7663877,0.930810
invert,8192,512,8,87111105,79164776,17040329,8170674,0.997291
invert,8192,512,9,103585551,99545644,14518033,7510525,0.803835
invert,8192,512,10,109894616,106351230,15343773,7941327,0.860120
invert,8192,512,11,80154458,73905572,15059331,7710649,0.844365
invert,8192,512,12,82186984,75920765,15715916,7782865,0.898690
invert,8192,512,13,102913555,98266289,15769511,7744278,0.907234
invert,8192,512,14,109044520,105393590,16780412,8835842,0.972626
invert,8192,512,15,82876986,75542898,16270204,7730494,0.933083
invert,8192,512,16,87440633,80374916,17259272,8301413,1.010260
invert,8192,1024,1,157949425,159074422,19685500,11538266,1.202960
invert,8192,1024,2,198567484,193663811,23924595,13634962,1.496360
invert,8192,1024,3,119339172,118596437,20860387,10930458,1.319000
invert,8192,1024,4,140049690,128777869,24298282,11960546,1.581830
invert,8192,1024,5,168138424,168713069,23597083,13186596,1.495750
invert,8192,1024,6,200116187,185990918,27233097,15797817,1.760820
invert,8192,1024,7,135230488,129652622,24722674,12782783,1.631530
invert,8192,1024,8,150328839,139856148,27712982,14036113,1.861960
invert,8192,1024,9,161852491,161236403,20353115,11433461,1.241360
invert,8192,1024,10,194498099,198390300,24352046,13839982,1.524680
invert,8192,1024,11,123409169,117408025,21651045,11190007,1.375170
invert,8192,1024,12,141482853,134233909,25155785,12343091,1.639340
invert,8192,1024,13,176905981,175145853,20176233,20510415,1.582220
invert,8192,1024,14,201028477,188407965,27235790,15776121,1.801970
invert,8192,1024,15,141356999,128695227,25675252,12909528,1.697950
invert,8192,1024,16,154440705,142500551,28535617,14261421,1.921460
invert,8192,2048,1,426232673,415916050,48287090,24637881,3.163440
invert,8192,2048,2,493094807,525138060,58144299,31703283,3.917490
invert,8192,2048,3,453580870,451747745,57821224,31939882,3.914460
invert,8192,2048,4,537997768,524272645,68619459,38003792,4.682160
invert,8192,2048,5,470008929,447758681,57045438,32147595,3.879640
invert,8192,2048,6,538680689,530433151,68421416,37225910,4.648220
invert,8192,2048,7,502229671,442950770,64154706,37312278,4.567810
invert,8192,2048,8,548619567,510900426,77216483,42803433,5.342230
invert,8192,2048,9,462213477,460154766,49197088,36423868,3.473030
invert,8192,2048,10,538062343,558059240,63307330,34483614,4.239440
invert,8192,2048,11,485220987,472942881,60887084,34141155,4.196300
invert,8192,2048,12,537456632,570699223,71951616,39954237,4.958990
invert,8192,2048,13,481469959,494585099,61143726,35477135,4.190070
invert,8192,2048,14,592670541,524211610,70914766,41307308,4.926490
invert,8192,2048,15,493309711,507547285,70099566,38834476,4.864570
invert,8192,2048,16,577863083,556046184,81476340,46278951,5.691280
