algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgram,24576,512,32,1,33464819,31613628,5573622,1696112,0.333900
dgram,24576,512,32,2,28693775,27163626,5351435,2133417,0.291900
dgram,24576,512,32,3,34729464,31819987,5224338,1998272,0.268900
dgram,24576,512,32,4,35302522,32396463,5378776,2132667,0.287800
dgram,24576,512,32,5,28653430,25092771,5417317,2092412,0.283000
dgram,24576,512,32,6,29994918,26401788,5445469,2287870,0.313900
dgram,24576,512,32,7,27820974,25648860,5226250,2069586,0.276700
dgram,24576,512,32,8,28260426,25021481,5500044,2155204,0.287500
dgram,24576,512,32,9,28604114,25624080,5143707,1917090,0.263100
dgram,24576,512,32,10,27331045,24907956,5358090,1619673,0.310700
dgram,24576,512,32,11,28153614,26002985,5417424,1567975,0.300900
dgram,24576,512,32,12,26436273,23793885,5298986,1539440,0.318500
dgram,24576,512,32,13,24415953,21307319,5340450,1611686,0.306600
dgram,24576,512,32,14,25863337,22531376,5576636,1763983,0.348100
dgram,24576,512,32,15,24088317,21111579,5308870,1543464,0.314600
dgram,24576,512,32,16,23652100,20327280,5397060,1592103,0.320500
dgram,24576,512,32,17,30460676,28968126,5337038,1542699,0.301300
dgram,24576,512,32,18,28150868,25598079,5309620,1446921,0.278200
dgram,24576,512,32,19,35976959,33627966,5427078,2130188,0.286300
dgram,24576,512,32,20,34312290,31207501,5381515,2095213,0.281600
dgram,24576,512,32,21,31323833,28305470,5405291,2205112,0.297200
dgram,24576,512,32,22,28148731,24959592,5409881,2161263,0.289400
dgram,24576,512,32,23,31843669,28678821,5506654,2291924,0.308800
dgram,24576,512,32,24,28963976,25800471,5478960,2169387,0.295300
dgram,24576,512,32,25,33516638,31147503,5515023,2307041,0.311800
dgram,24576,512,32,26,26328790,24186279,5323697,1534192,0.315000
dgram,24576,512,32,27,26454156,24234740,5267193,1473268,0.305200
dgram,24576,512,32,28,27956349,25293637,5544108,1652982,0.325600
dgram,24576,512,32,29,23669068,20701485,5327536,1524614,0.311900
dgram,24576,512,32,30,24691953,21459967,5512406,1736733,0.323000
dgram,24576,512,32,31,24076965,21224982,5334636,1604618,0.306400
dgram,24576,512,32,32,24304504,20990425,5496938,1659269,0.322400
dgram,24576,512,32,33,29492234,27859121,5176358,1521462,0.299400
dgram,24576,512,32,34,30829572,28820177,5473315,1625059,0.310000
dgram,24576,512,32,35,35859528,33179359,5418005,2146774,0.286300
dgram,24576,512,32,36,35695160,33910069,5395484,2244220,0.302900
dgram,24576,512,32,37,31432110,28553149,5429481,2229699,0.301200
dgram,24576,512,32,38,28657825,25253903,5474799,2199100,0.294000
dgram,24576,512,32,39,30958233,27673635,5429526,2226441,0.298700
dgram,24576,512,32,40,29928512,26413446,5480078,2279409,0.315500
dgram,24576,512,32,41,29013292,25549801,5285263,2057391,0.275200
dgram,24576,512,32,42,27622549,24978268,5415159,1617424,0.316200
dgram,24576,512,32,43,24027283,21548346,5103988,1350500,0.291300
dgram,24576,512,32,44,27728689,25182003,5512759,1642869,0.318100
dgram,24576,512,32,45,24546080,21524725,5403945,1603165,0.315700
dgram,24576,512,32,46,23573671,20421091,5407127,1614686,0.320700
dgram,24576,512,32,47,24064208,20983467,5345621,1555398,0.308600
dgram,24576,512,32,48,24618773,21470282,5519200,1691277,0.328000
dgram,24576,512,32,49,29005663,26777275,5224369,1483534,0.305500
dgram,24576,512,32,50,31085065,28317189,5467791,1611457,0.314300
dgram,24576,512,32,51,35431489,33651159,5374094,2124635,0.287800
dgram,24576,512,32,52,36371550,34391208,5507143,2278812,0.310400
dgram,24576,512,32,53,27695791,24702940,5257630,2076807,0.276300
dgram,24576,512,32,54,27508658,24653868,5368005,2100843,0.283900
dgram,24576,512,32,55,32094583,28647143,5497902,2333969,0.311400
dgram,24576,512,32,56,28421192,24133300,5466063,2145993,0.287800
dgram,24576,512,32,57,29145921,25100216,5265801,2048104,0.269100
dgram,24576,512,32,58,25994196,23866882,5309314,1515220,0.312700
dgram,24576,512,32,59,27374320,24817808,5277062,1582510,0.311200
dgram,24576,512,32,60,26125238,23595154,5288613,1515235,0.308000
dgram,24576,512,32,61,24876401,21773626,5371769,1626007,0.312900
dgram,24576,512,32,62,24578184,21270576,5520194,1634362,0.323900
dgram,24576,512,32,63,24230162,21358526,5319871,1566858,0.310900
dgram,24576,512,32,64,24413146,21082710,5512926,1650273,0.322300
dgram,24576,1024,32,1,27792958,25228329,5279663,1373864,0.271000
dgram,24576,1024,32,2,32870948,29544236,5153652,1923853,0.261700
dgram,24576,1024,32,3,34891512,32349710,5299522,1981319,0.271800
dgram,24576,1024,32,4,34071019,31549907,5256254,1939627,0.267400
dgram,24576,1024,32,5,27936452,25515865,5339807,1983554,0.273600
dgram,24576,1024,32,6,28173329,25294247,5327154,1981778,0.273300
dgram,24576,1024,32,7,28118275,25616389,5379082,2012240,0.274100
dgram,24576,1024,32,8,27931386,25517208,5381622,2021665,0.274300
dgram,24576,1024,32,9,28396411,25238217,5225624,1927800,0.264500
dgram,24576,1024,32,10,24705747,21528753,5222838,1368218,0.272200
dgram,24576,1024,32,11,24810606,21719366,5293111,1362098,0.273100
dgram,24576,1024,32,12,23991577,21075813,5202291,1335430,0.264700
dgram,24576,1024,32,13,22013921,18628919,5413339,1411303,0.280800
dgram,24576,1024,32,14,21399420,18247206,5301832,1370697,0.273800
dgram,24576,1024,32,15,21498724,18246780,5356652,1370849,0.274800
dgram,24576,1024,32,16,21831610,18546034,5453456,1409038,0.281300
dgram,24576,1024,32,17,27934682,25395382,5335339,1367560,0.274100
dgram,24576,1024,32,18,34300388,31959879,5278623,1941646,0.267000
dgram,24576,1024,32,19,34632358,32089761,5271263,1942855,0.265600
