algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgetrs_nopiv,16384,512,32,1,12106414,11973481,1696204,698062,0.125600
dgetrs_nopiv,16384,512,32,2,13319546,12830106,1649891,864787,0.116800
dgetrs_nopiv,16384,512,32,3,9373389,8457071,1713830,978542,0.129200
dgetrs_nopiv,16384,512,32,4,9107032,8251322,1710999,698888,0.128300
dgetrs_nopiv,16384,1024,32,1,10904208,10636081,1805523,657838,0.121900
dgetrs_nopiv,16384,1024,32,2,12357512,11985443,1811122,904169,0.122600
dgetrs_nopiv,16384,1024,32,3,9491125,8884010,1846297,1050559,0.132100
dgetrs_nopiv,16384,1024,32,4,9036415,8266336,1757557,779428,0.128000
dgetrs_nopiv,16384,2048,32,1,9938879,9891699,2042260,963487,0.155000
dgetrs_nopiv,16384,2048,32,2,11234651,10984591,2300829,1049779,0.182600
dgetrs_nopiv,16384,2048,32,3,10992587,10540622,2378921,1026446,0.186400
dgetrs_nopiv,16384,2048,32,4,11081271,9761755,2285606,977624,0.180400
