algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgetrs_nopiv,12288,320,32,1,6104111,6310897,896871,512580,0.064900
dgetrs_nopiv,12288,320,32,2,7210431,7387432,870478,539983,0.070900
dgetrs_nopiv,12288,320,32,3,4396656,3860647,821748,454914,0.060400
dgetrs_nopiv,12288,320,32,4,4129079,4145498,840123,339216,0.060700
dgetrs_nopiv,12288,640,32,1,5871323,5762192,890690,349804,0.065500
dgetrs_nopiv,12288,640,32,2,6760725,6657637,885029,463804,0.060600
dgetrs_nopiv,12288,640,32,3,5010485,4489307,971626,532348,0.072400
dgetrs_nopiv,12288,640,32,4,5387926,4914172,1008821,594466,0.081600
dgetrs_nopiv,12288,960,32,1,6397444,5809738,1024656,366557,0.074100
dgetrs_nopiv,12288,960,32,2,8199442,7821086,1161193,644971,0.089100
dgetrs_nopiv,12288,960,32,3,6658370,5533738,1148602,644543,0.088000
dgetrs_nopiv,12288,960,32,4,5812485,5307848,1163412,594680,0.088000
dgetrs_nopiv,12288,1280,32,1,6390121,6393966,1158807,517140,0.087100
dgetrs_nopiv,12288,1280,32,2,6935651,6469893,1167375,697986,0.087400
dgetrs_nopiv,12288,1280,32,3,7278546,6664168,1369167,761067,0.102800
dgetrs_nopiv,12288,1280,32,4,7055951,6414107,1310169,726842,0.104300
