algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgram,28672,512,32,1,41696548,39175803,7428456,2094830,0.415400
dgram,28672,512,32,2,47821899,45071296,7232126,2835105,0.382500
dgram,28672,512,32,3,46598758,44138253,7025132,2653846,0.359300
dgram,28672,512,32,4,45435247,43542918,7074200,2730393,0.362700
dgram,28672,512,32,5,37425137,33130347,6978881,2723966,0.365800
dgram,28672,512,32,6,37122830,32569435,6975316,2724961,0.367500
dgram,28672,512,32,7,38535729,34353427,7137833,2761941,0.374900
dgram,28672,512,32,8,41255693,36523405,7482847,3130304,0.421900
dgram,28672,512,32,9,37836085,34767001,6920113,2673997,0.357500
dgram,28672,512,32,10,36599882,33679785,7311641,2066984,0.421700
dgram,28672,512,32,11,38262414,34782687,7270039,2141526,0.415700
dgram,28672,512,32,12,36686430,33682226,7267378,2136309,0.419100
dgram,28672,512,32,13,33012428,29070116,7362529,2184993,0.436300
dgram,28672,512,32,14,33359716,28964220,7521893,2191847,0.438600
dgram,28672,512,32,15,33061988,29019030,7263690,2107361,0.412200
dgram,28672,512,32,16,32852393,28711535,7466614,2234657,0.434100
dgram,28672,512,32,17,40868304,39148765,7198742,2039168,0.422500
dgram,28672,512,32,18,45671209,41830825,7042177,2706815,0.366000
dgram,28672,512,32,19,45919072,41546219,6950270,2619069,0.352600
dgram,28672,512,32,20,45937871,42128676,6949780,2736635,0.369500
dgram,28672,512,32,21,36655973,33453711,7042101,2717096,0.367200
dgram,28672,512,32,22,36342619,31622599,7137343,2786711,0.374600
dgram,28672,512,32,23,38140833,33871984,7107615,2780209,0.374000
dgram,28672,512,32,24,39232993,34673556,7271187,2858835,0.387600
dgram,28672,512,32,25,38710472,35821930,6960368,2674073,0.360400
dgram,28672,512,32,26,36555997,33368505,7291719,2163696,0.413500
dgram,28672,512,32,27,36675565,34458835,7265036,2028551,0.412800
dgram,28672,512,32,28,36836637,34044041,7287130,2145504,0.426400
dgram,28672,512,32,29,34795077,30723554,7543328,2228016,0.433400
dgram,28672,512,32,30,29280015,25227780,7058594,1979835,0.383200
dgram,28672,512,32,31,33916172,29977523,7442471,2222218,0.432500
dgram,28672,512,32,32,33568212,29206835,7586933,2264018,0.445000
dgram,28672,512,32,33,42041213,39984212,7299370,2184611,0.413900
dgram,28672,512,32,34,46733462,43197765,7089668,2754137,0.368600
dgram,28672,512,32,35,45783696,44183480,7038520,2676292,0.363100
dgram,28672,512,32,36,50590752,47285768,7608001,3178789,0.430800
dgram,28672,512,32,37,37373744,33503088,7078362,2722191,0.366900
dgram,28672,512,32,38,36841337,32420083,7051357,2794759,0.372300
dgram,28672,512,32,39,41310991,37263088,7312972,2973953,0.401800
dgram,28672,512,32,40,37818080,34001866,7187313,2807397,0.375900
dgram,28672,512,32,41,40151875,37223721,7207202,2715719,0.367300
dgram,28672,512,32,42,37592189,34582431,7424600,2179531,0.441100
dgram,28672,512,32,43,38628990,36098784,7320209,2145259,0.419000
dgram,28672,512,32,44,34485142,31471538,7101832,2001775,0.404300
dgram,28672,512,32,45,32951148,29227160,7307631,2094876,0.410400
dgram,28672,512,32,46,34024266,29818832,7613097,2316527,0.451400
dgram,28672,512,32,47,34560337,30365157,7518910,2236340,0.432000
dgram,28672,512,32,48,32232278,28009145,7439258,2224742,0.443100
dgram,28672,512,32,49,41804092,39650717,7404894,2113190,0.412100
dgram,28672,512,32,50,45823674,43158032,7122242,2732488,0.365900
dgram,28672,512,32,51,45523688,41252886,6829078,2640336,0.353300
dgram,28672,512,32,52,45862798,42106886,6984909,2699608,0.365400
dgram,28672,512,32,53,42158401,37911524,7380170,3010535,0.407500
dgram,28672,512,32,54,38095118,33799169,7250594,2834294,0.383700
dgram,28672,512,32,55,43368237,39203635,7466002,3100973,0.414800
dgram,28672,512,32,56,38074671,34121067,7145865,2776873,0.375800
dgram,28672,512,32,57,38982749,35433014,7078759,2682779,0.360100
