algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgetrs_nopiv,8192,512,32,1,3270072,3079337,477253,183187,0.036700
dgetrs_nopiv,8192,512,32,2,3605398,3545279,486754,217153,0.040100
dgetrs_nopiv,8192,512,32,3,2901055,2618462,514631,298962,0.039400
dgetrs_nopiv,8192,512,32,4,3422904,3175956,568471,300905,0.051800
dgetrs_nopiv,8192,1024,32,1,3615103,3340751,611388,348840,0.047900
dgetrs_nopiv,8192,1024,32,2,4012685,3808890,614157,375309,0.052800
dgetrs_nopiv,8192,1024,32,3,3798513,3495780,644497,422708,0.053200
dgetrs_nopiv,8192,1024,32,4,3743826,3876394,685394,396316,0.054900
dgetrs_nopiv,8192,2048,32,1,3934499,4295399,799777,516573,0.071500
dgetrs_nopiv,8192,2048,32,2,4531544,4172291,846044,396637,0.077500
dgetrs_nopiv,8192,2048,32,3,4355458,3764151,816041,422066,0.073900
dgetrs_nopiv,8192,2048,32,4,4268727,3866140,770140,390640,0.075000
