algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgesv_nopiv,8192,512,32,1,84818752,82460238,12030099,6470906,0.691200
dgesv_nopiv,8192,512,32,2,88292804,84104948,12583378,7161762,0.750600
dgesv_nopiv,8192,512,32,3,88268146,84718656,13209102,7450457,0.801100
dgesv_nopiv,8192,512,32,4,88714616,85735620,13322674,7368756,0.831500
dgesv_nopiv,8192,512,32,5,69671819,66081801,12691396,7061073,0.758700
dgesv_nopiv,8192,512,32,6,71476562,67050243,12964348,7054983,0.779700
dgesv_nopiv,8192,512,32,7,74745903,69921452,13712075,7686873,0.881300
dgesv_nopiv,8192,512,32,8,74725334,70211185,13748963,7738725,0.893900
dgesv_nopiv,8192,1024,32,1,86513084,85871729,12637816,6937004,0.905100
dgesv_nopiv,8192,1024,32,2,98765372,90608228,13309332,8068256,1.066000
dgesv_nopiv,8192,1024,32,3,97536433,99023428,14385825,10005343,1.206400
dgesv_nopiv,8192,1024,32,4,109751978,106146823,15130185,10284216,1.408300
dgesv_nopiv,8192,1024,32,5,83203279,80340737,13831996,8333481,1.074000
dgesv_nopiv,8192,1024,32,6,92514168,88134357,14713184,9073573,1.265800
dgesv_nopiv,8192,1024,32,7,95735106,91125866,15389765,10457106,1.385900
dgesv_nopiv,8192,1024,32,8,101443222,96533261,16012567,10975333,1.503000
dgesv_nopiv,8192,2048,32,1,128772193,116618720,17917126,12100342,1.687300
dgesv_nopiv,8192,2048,32,2,159506916,158241721,22161897,14913354,2.390600
dgesv_nopiv,8192,2048,32,3,167258544,164319160,23341787,15466067,2.631600
dgesv_nopiv,8192,2048,32,4,190161134,176883153,25469864,17171007,3.042700
dgesv_nopiv,8192,2048,32,5,166560914,154986236,25052908,14497087,2.671400
dgesv_nopiv,8192,2048,32,6,195771410,186028210,28572444,17238602,3.292900
dgesv_nopiv,8192,2048,32,7,199506142,187718880,29440872,17430020,3.440700
dgesv_nopiv,8192,2048,32,8,233913159,218667104,31983028,22719490,4.080100
