algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgram,24576,512,32,1,30808698,28887133,5382066,1580460,0.306800
dgram,24576,512,32,2,31076215,28838061,5496463,1632327,0.317300
dgram,24576,512,32,3,34427463,31772501,5276588,2056243,0.270100
dgram,24576,512,32,4,35372956,31845561,5383764,2135375,0.284100
dgram,24576,512,32,5,28233937,24746396,5341781,2058492,0.275200
dgram,24576,512,32,6,29101365,25677729,5454695,2151134,0.286900
dgram,24576,512,32,7,28082569,25390193,5327276,2064444,0.278700
dgram,24576,512,32,8,28603687,24962949,5400518,2153857,0.287000
dgram,24576,512,32,9,29904587,26900627,5248221,2060481,0.276800
dgram,24576,512,32,10,27132804,24544371,5409621,1607020,0.306800
dgram,24576,512,32,11,26497674,24201537,5229709,1540389,0.305700
dgram,24576,512,32,12,27516409,25128354,5474355,1618343,0.317100
dgram,24576,512,32,13,24641173,21739019,5414823,1571494,0.306900
dgram,24576,512,32,14,23921936,20611947,5461458,1648055,0.318500
dgram,24576,512,32,15,23253968,20314279,5261089,1510814,0.312100
dgram,24576,512,32,16,24151977,20831734,5416735,1632464,0.329100
dgram,24576,512,32,17,31442668,29604905,5461963,1576757,0.310800
dgram,24576,512,32,18,29808273,29022204,5408474,2242949,0.311000
dgram,24576,512,32,19,34541904,32098978,5298268,2038572,0.273600
dgram,24576,512,32,20,34215733,31759502,5396861,2078581,0.280900
dgram,24576,512,32,21,31222515,28474414,5388844,2221591,0.299700
dgram,24576,512,32,22,28224232,25268551,5449217,2170947,0.285600
dgram,24576,512,32,23,28063160,25172848,5261838,2037929,0.272500
dgram,24576,512,32,24,28909899,25592830,5435754,2159534,0.287500
dgram,24576,512,32,25,31149151,29490830,5259681,2136569,0.286600
dgram,24576,512,32,26,28066091,25119381,5460172,1649891,0.320000
dgram,24576,512,32,27,26769523,25027219,5322549,1556515,0.306500
dgram,24576,512,32,28,28350208,26241327,5542074,1685846,0.328600
