algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dpotrf,8192,320,32,1,37881983,38882530,5091794,3056527,0.300400
dpotrf,8192,320,32,2,41212053,41164445,5491368,3101126,0.328200
dpotrf,8192,320,32,3,40586993,40216450,5567073,3385263,0.355700
dpotrf,8192,320,32,4,42458326,42082839,5737301,3549324,0.378800
dpotrf,8192,320,32,5,38462975,37640529,5278378,2934203,0.309700
dpotrf,8192,320,32,6,40261067,40008992,5558658,3059786,0.337300
dpotrf,8192,320,32,7,39242209,39462911,5322900,3587988,0.357800
dpotrf,8192,320,32,8,41867386,41218828,5741111,3482632,0.385400
dpotrf,8192,320,32,9,31265789,29922959,5169090,3078100,0.317700
dpotrf,8192,320,32,10,30381514,29189318,5176954,2902792,0.324700
dpotrf,8192,320,32,11,33841771,31573222,5542777,3388782,0.376000
dpotrf,8192,320,32,12,34007603,31923258,5595333,3282706,0.384200
dpotrf,8192,320,32,13,31753703,29885848,5335324,2982827,0.331000
dpotrf,8192,320,32,14,31767374,29897812,5331974,3036346,0.338200
dpotrf,8192,320,32,15,33533056,31543742,5623393,3206145,0.383100
dpotrf,8192,320,32,16,33609594,31518535,5606746,3272838,0.384900
dpotrf,8192,640,32,1,44665230,40920976,6237902,3777846,0.409900
dpotrf,8192,640,32,2,47296876,43480052,6504459,3989383,0.463200
dpotrf,8192,640,32,3,51323782,47620911,6964667,4832245,0.571800
dpotrf,8192,640,32,4,54884137,52397693,7478227,5027671,0.647700
dpotrf,8192,640,32,5,43371838,41707474,6144021,4048762,0.426800
dpotrf,8192,640,32,6,45665655,45872868,6519758,4417691,0.497500
dpotrf,8192,640,32,7,52180042,49487483,7443022,4811422,0.610300
dpotrf,8192,640,32,8,53287461,51007865,7572949,5062403,0.647900
dpotrf,8192,640,32,9,40355610,35825836,6518336,3908155,0.442500
dpotrf,8192,640,32,10,39621603,38142236,6557045,4219663,0.457100
dpotrf,8192,640,32,11,45146552,45058356,7622873,5092452,0.604900
dpotrf,8192,640,32,12,46657839,44902961,7555599,5114821,0.620400
dpotrf,8192,640,32,13,39651022,36956998,6691210,4085054,0.463500
dpotrf,8192,640,32,14,40637225,39084922,6815354,4385118,0.491200
dpotrf,8192,640,32,15,46163151,42836499,7540376,5008715,0.609400
dpotrf,8192,640,32,16,48786313,45116888,7728963,5352154,0.659700
dpotrf,8192,960,32,1,47195069,45548223,6661023,4013450,0.527300
dpotrf,8192,960,32,2,53610275,48517332,7273344,4086829,0.625600
dpotrf,8192,960,32,3,60225615,59207551,8297955,5448483,0.817800
dpotrf,8192,960,32,4,64814104,62137536,8555056,5943269,0.899800
dpotrf,8192,960,32,5,51830007,45579291,7006176,4422006,0.597500
dpotrf,8192,960,32,6,55864481,55395488,7799619,4994563,0.733200
dpotrf,8192,960,32,7,65142656,58924714,8677548,5650152,0.898200
dpotrf,8192,960,32,8,67385203,68175119,9127888,6583468,1.006700
dpotrf,8192,960,32,9,49809809,43590587,7441109,4550174,0.630600
dpotrf,8192,960,32,10,49488033,49107601,7717381,5158257,0.684500
dpotrf,8192,960,32,11,60660062,59059968,8945206,6432350,0.921100
dpotrf,8192,960,32,12,61842615,60081023,9350365,5920121,0.948800
dpotrf,8192,960,32,13,47484986,46709292,7662791,4757076,0.657800
dpotrf,8192,960,32,14,52092091,48301451,7924772,5128606,0.713900
dpotrf,8192,960,32,15,59339814,59486542,8936317,6745403,0.929600
dpotrf,8192,960,32,16,64899980,60493132,9579819,6120474,0.994400
dpotrf,8192,1280,32,1,57095496,48661924,7417654,4250967,0.686200
dpotrf,8192,1280,32,2,71570373,53278000,8672882,4748248,0.884100
dpotrf,8192,1280,32,3,76856432,69631963,10034581,6123366,1.119900
dpotrf,8192,1280,32,4,88713274,76320178,10867024,7305505,1.309000
dpotrf,8192,1280,32,5,68437142,51052787,8638579,5214928,0.850000
dpotrf,8192,1280,32,6,78579450,59383881,9571236,5726989,1.041100
dpotrf,8192,1280,32,7,82490268,76254261,10335961,7621511,1.274000
dpotrf,8192,1280,32,8,91710031,87412130,11679791,8152788,1.472200
dpotrf,8192,1280,32,9,65138932,57409460,9262008,5555277,0.923000
dpotrf,8192,1280,32,10,68937262,60042327,9639291,6041068,0.988800
dpotrf,8192,1280,32,11,85311122,76009022,11261259,7839261,1.348900
dpotrf,8192,1280,32,12,88660661,78580853,11904578,7538050,1.415700
dpotrf,8192,1280,32,13,70604068,59321869,10146853,5567272,1.024500
dpotrf,8192,1280,32,14,77035935,61135037,10662968,6180006,1.113300
dpotrf,8192,1280,32,15,86844932,76895921,11944603,7809365,1.391500
dpotrf,8192,1280,32,16,88962418,80516396,12136878,8283588,1.457400
