algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dcesca,16384,512,32,1,28261280,27390494,4843337,1465603,0.303400
dcesca,16384,512,32,2,27997487,26497063,4923127,1524431,0.314600
dcesca,16384,512,32,3,26505974,24753843,4853236,1444703,0.301900
dcesca,16384,512,32,4,26407342,24022888,4981221,1576543,0.318100
dcesca,16384,512,32,5,26241205,24326232,4897316,1460982,0.302400
dcesca,16384,512,32,6,26358941,23936157,4979431,1623161,0.321900
dcesca,16384,512,32,7,25721308,23458192,4906297,1484207,0.302500
dcesca,16384,512,32,8,25570247,22705936,5003467,1572472,0.319800
dcesca,16384,512,32,9,28490345,27073844,4859801,1508733,0.302800
dcesca,16384,512,32,10,27416922,26010188,4910367,1601543,0.309800
dcesca,16384,512,32,11,23074343,21103034,4591760,1272914,0.263800
dcesca,16384,512,32,12,26492669,24649717,5018599,1587161,0.324000
dcesca,16384,512,32,13,22649905,20091257,4647497,1294319,0.269500
dcesca,16384,512,32,14,27438589,25182553,5145466,1656623,0.339000
dcesca,16384,512,32,15,25384151,23053530,4920633,1462451,0.301500
dcesca,16384,512,32,16,22432316,20437814,4785763,1353790,0.281000
dcesca,16384,512,32,17,26105585,24662351,4952626,1473497,0.307500
dcesca,16384,512,32,18,26301447,24840635,5185981,1676466,0.338000
dcesca,16384,512,32,19,24843686,22490543,4941518,1534866,0.314900
dcesca,16384,512,32,20,23624879,21028755,4981787,1557372,0.323200
dcesca,16384,512,32,21,22946657,20601082,4814206,1453882,0.303900
dcesca,16384,512,32,22,24773679,22020146,5197701,1691583,0.344400
dcesca,16384,512,32,23,24760313,22089665,5038856,1582770,0.320000
dcesca,16384,512,32,24,23222170,20361765,5072960,1622075,0.328300
dcesca,16384,512,32,25,25845271,23922913,4821229,1517317,0.302900
dcesca,16384,512,32,26,26985893,25174984,5075805,1689411,0.347700
dcesca,16384,512,32,27,26160029,23924011,5036331,1682740,0.325800
dcesca,16384,512,32,28,24239135,21657476,5033700,1598743,0.333500
dcesca,16384,512,32,29,24039001,21760260,4982108,1490847,0.315100
dcesca,16384,512,32,30,24216369,21627264,5140249,1625625,0.336200
dcesca,16384,512,32,31,24776548,22189946,5094304,1569413,0.324800
dcesca,16384,512,32,32,23309511,20488778,5086102,1634361,0.326500
dcesca,16384,512,32,33,28434314,26660942,4815553,1496003,0.304600
dcesca,16384,512,32,34,27543142,25944331,4885872,1516368,0.313200
dcesca,16384,512,32,35,23000918,20791451,4667082,1294028,0.268700
dcesca,16384,512,32,36,26343682,24459410,5000071,1567791,0.326600
dcesca,16384,512,32,37,22123235,20099436,4628189,1247837,0.265300
dcesca,16384,512,32,38,25878352,23579102,4932445,1551680,0.321700
dcesca,16384,512,32,39,25951594,23860718,4901370,1477704,0.302400
dcesca,16384,512,32,40,26530023,24045959,5150424,1643985,0.338300
dcesca,16384,512,32,41,23524842,22295231,4586007,1238275,0.258900
dcesca,16384,512,32,42,25013852,23518738,4803664,1373894,0.264000
dcesca,16384,512,32,43,26506219,24676939,4804521,1467407,0.284700
dcesca,16384,512,32,44,25879878,23755615,4904185,1532632,0.314100
dcesca,16384,512,32,45,25431270,23661805,4843720,1523497,0.296500
dcesca,16384,512,32,46,26299005,24143005,5097669,1604756,0.332800
dcesca,16384,512,32,47,26744255,24585875,4996858,1538552,0.312900
dcesca,16384,512,32,48,25179257,22510318,5002733,1557127,0.320300
dcesca,16384,512,32,49,21234809,19455883,4540811,1248250,0.260300
dcesca,16384,512,32,50,26491326,24363524,5179233,1644353,0.337000
dcesca,16384,512,32,51,24828855,22804263,4961652,1546967,0.320000
dcesca,16384,512,32,52,23164064,20570015,4927120,1516704,0.321200
dcesca,16384,512,32,53,24358153,22125371,4999535,1529204,0.315200
dcesca,16384,512,32,54,24208312,21496039,5126174,1649447,0.334200
dcesca,16384,512,32,55,23998046,21448187,5019226,1601038,0.315300
dcesca,16384,512,32,56,23372438,20454781,5113520,1644613,0.330700
dcesca,16384,512,32,57,21301520,19218640,4598078,1262832,0.247500
dcesca,16384,512,32,58,22255802,20373117,4698477,1343676,0.271600
dcesca,16384,512,32,59,24618345,22288151,4841624,1574936,0.310100
dcesca,16384,512,32,60,24205749,21729375,5034694,1620729,0.332100
dcesca,16384,512,32,61,25577937,23275514,5083869,1576971,0.323300
dcesca,16384,512,32,62,23113528,20375436,5014452,1656332,0.325400
dcesca,16384,512,32,63,23608277,21075020,5008547,1516367,0.311200
dcesca,16384,512,32,64,23240053,20440805,5110827,1682694,0.337000
dcesca,16384,512,32,65,30683698,30066146,5110032,1618984,0.328400
dcesca,16384,512,32,66,27567739,25579890,4929140,1537971,0.312100
dcesca,16384,512,32,67,26942924,25077756,4886025,1466918,0.300400
dcesca,16384,512,32,68,26695976,24421446,4975775,1554327,0.322800
dcesca,16384,512,32,69,26340997,24318358,4942558,1467163,0.299700
dcesca,16384,512,32,70,25983271,23668031,4978650,1576298,0.322700
dcesca,16384,512,32,71,25394283,23400148,4900605,1478653,0.301800
dcesca,16384,512,32,72,25727046,22894656,5032430,1546509,0.324700
dcesca,16384,512,32,73,27930593,26736931,4816073,1412267,0.299800
dcesca,16384,512,32,74,28078053,26474908,4968385,1554220,0.311000
dcesca,16384,512,32,75,26458855,24695249,4813181,1517256,0.296300
dcesca,16384,512,32,76,27083122,24854978,5043278,1598238,0.327100
dcesca,16384,512,32,77,26566094,24565550,4945695,1533183,0.312600
dcesca,16384,512,32,78,26288080,23458253,5019731,1574186,0.321700
dcesca,16384,512,32,79,22479434,20443002,4707535,1351388,0.277500
dcesca,16384,512,32,80,22670169,20507821,4823646,1371737,0.284100
dcesca,16384,512,32,81,25101254,23111452,4734554,1453668,0.290500
dcesca,16384,512,32,82,24866453,22872805,4920220,1523344,0.321600
dcesca,16384,512,32,83,25053281,22583621,4987142,1566261,0.313400
dcesca,16384,512,32,84,24798764,22158268,5089086,1645637,0.338800
dcesca,16384,512,32,85,24514830,22059148,4976417,1550946,0.317000
dcesca,16384,512,32,86,24297606,21383368,5098282,1686886,0.330700
dcesca,16384,512,32,87,24130065,21700872,4997011,1564333,0.310400
dcesca,16384,512,32,88,23081361,20144663,5071705,1574033,0.327400
dcesca,16384,512,32,89,26934074,25550594,5008777,1549201,0.315500
dcesca,16384,512,32,90,26002985,24159362,5090784,1610952,0.335700
dcesca,16384,512,32,91,24349180,22303287,4930807,1504128,0.305500
dcesca,16384,512,32,92,24352050,22170780,5128238,1641446,0.335300
dcesca,16384,512,32,93,24587157,22216251,5009312,1564379,0.314600
dcesca,16384,512,32,94,23651429,20825081,5044548,1619980,0.334500
dcesca,16384,512,32,95,23664429,21354743,4972041,1566965,0.322400
dcesca,16384,512,32,96,19486645,16911516,4740170,1351480,0.286400
dcesca,16384,512,32,97,28734057,27715017,4888273,1514011,0.306500
dcesca,16384,512,32,98,26091486,24378783,4749855,1472915,0.299700
dcesca,16384,512,32,99,26345758,24977047,4838319,1464959,0.300800
dcesca,16384,512,32,100,26347039,24066650,4988580,1570178,0.321600
dcesca,16384,512,32,101,26648431,24760008,4921368,1517607,0.305600
dcesca,16384,512,32,102,26184321,23508851,4973678,1602507,0.321700
dcesca,16384,512,32,103,25276302,23055117,4874458,1499950,0.295700
dcesca,16384,512,32,104,26250910,23468568,5102642,1639671,0.332900
dcesca,16384,512,32,105,27946401,26520501,4865400,1465939,0.297200
dcesca,16384,512,32,106,26536675,24803037,4830807,1498528,0.298500
dcesca,16384,512,32,107,26346551,24292419,4844821,1462894,0.299900
dcesca,16384,512,32,108,26019526,23764221,4943873,1556515,0.316800
dcesca,16384,512,32,109,26016595,23793274,4894975,1488507,0.305700
dcesca,16384,512,32,110,25442073,23402101,4980609,1568740,0.315600
dcesca,16384,512,32,111,21856268,19544872,4693918,1285460,0.269600
