algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgesv_nopiv,24576,512,32,1,2055950242,1902634411,289616285,145995660,14.708900
dgesv_nopiv,24576,512,32,2,2055344652,1905823551,288508948,148158713,14.655000
dgesv_nopiv,24576,512,32,3,2036003150,1904100411,292645639,150728608,14.991500
dgesv_nopiv,24576,512,32,4,2047703315,1889167466,292681640,149428491,15.031400
dgesv_nopiv,24576,512,32,5,1559456274,1418599640,303006540,146582185,15.498100
dgesv_nopiv,24576,512,32,6,1556117171,1398600729,300136596,146434571,15.389000
dgesv_nopiv,24576,512,32,7,1554188343,1405160831,304758237,149305861,15.819300
dgesv_nopiv,24576,512,32,8,1553070914,1403332894,304939389,149490578,15.800000
dgesv_nopiv,24576,1024,32,1,1862124811,1760437326,255939333,152931120,13.233300
dgesv_nopiv,24576,1024,32,2,1892758521,1778467920,258313862,153415716,13.540200
dgesv_nopiv,24576,1024,32,3,1859418213,1758587112,263931549,156061683,13.926500
dgesv_nopiv,24576,1024,32,4,1874782982,1766088740,264304731,158832406,14.256400
dgesv_nopiv,24576,1024,32,5,1401139174,1319358134,262605987,155410760,13.772500
dgesv_nopiv,24576,1024,32,6,1415985816,1314268242,263052395,156282324,13.936100
dgesv_nopiv,24576,1024,32,7,1413964093,1302621116,268201641,160442181,14.503000
dgesv_nopiv,24576,1024,32,8,1403529915,1308571540,266789696,161011279,14.543200
dgesv_nopiv,24576,2048,32,1,1806868300,1722129624,247763365,145184408,13.779000
dgesv_nopiv,24576,2048,32,2,1922655234,1833083687,266780072,149419862,16.004400
dgesv_nopiv,24576,2048,32,3,1879255626,1774913425,268630285,161193349,16.398900
dgesv_nopiv,24576,2048,32,4,1993344934,1855401622,283130815,162820321,18.181400
dgesv_nopiv,24576,2048,32,5,1483917283,1355774056,260435254,157799074,15.620000
dgesv_nopiv,24576,2048,32,6,1600689872,1425979809,280508563,153260284,17.474700
dgesv_nopiv,24576,2048,32,7,1574038390,1412264878,284628853,162421817,18.026900
dgesv_nopiv,24576,2048,32,8,1631545995,1484369980,294485908,165200847,19.414700
