algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dcesca,12288,512,32,1,15733785,15444174,2721548,827684,0.176500
dcesca,12288,512,32,2,14852257,14004237,2667494,807519,0.171800
dcesca,12288,512,32,3,14396875,13339321,2670814,775787,0.169100
dcesca,12288,512,32,4,13668910,12276153,2726720,744697,0.168000
dcesca,12288,512,32,5,14260828,13118801,2643075,786894,0.171600
dcesca,12288,512,32,6,12844754,11416109,2698690,756111,0.165800
dcesca,12288,512,32,7,12650480,11418917,2713623,757120,0.166700
dcesca,12288,512,32,8,14469750,13002592,2808039,869622,0.190500
dcesca,12288,512,32,9,15504294,15194358,2712996,810610,0.170600
dcesca,12288,512,32,10,15062583,14240503,2721701,832581,0.181100
dcesca,12288,512,32,11,14062464,13002103,2668779,831019,0.167500
dcesca,12288,512,32,12,13279263,11915741,2693320,749103,0.165200
dcesca,12288,512,32,13,13365383,11866974,2716837,742999,0.164900
dcesca,12288,512,32,14,13289334,12098785,2742005,762093,0.169900
dcesca,12288,512,32,15,13956996,12817045,2689526,826735,0.170200
dcesca,12288,512,32,16,13200039,11844513,2715261,801368,0.177200
dcesca,12288,512,32,17,14123499,13170865,2662001,800526,0.165900
dcesca,12288,512,32,18,14170130,13031889,2774058,887308,0.181400
dcesca,12288,512,32,19,14168238,12719511,2789037,879551,0.193800
dcesca,12288,512,32,20,13732082,12127654,2837645,906954,0.191500
dcesca,12288,512,32,21,14020594,12501616,2821121,898294,0.189900
dcesca,12288,512,32,22,13808375,12088654,2905929,941746,0.195400
dcesca,12288,512,32,23,13100064,11670807,2759875,848370,0.178300
dcesca,12288,512,32,24,13169705,11441377,2890277,917954,0.190500
dcesca,12288,512,32,25,14864464,14010706,2791745,851919,0.177000
dcesca,12288,512,32,26,14757103,13429164,2843903,939910,0.191700
dcesca,12288,512,32,27,13781826,12546843,2716362,879291,0.179900
dcesca,12288,512,32,28,13340908,11934112,2805561,893397,0.182900
dcesca,12288,512,32,29,12796171,11615815,2722558,806631,0.180800
dcesca,12288,512,32,30,13300259,11826752,2828710,938563,0.190400
dcesca,12288,512,32,31,12813627,11324922,2758544,883086,0.181100
dcesca,12288,512,32,32,12221160,10845797,2737966,850879,0.182200
dcesca,12288,512,32,33,14847618,13885158,2735517,781432,0.155400
dcesca,12288,512,32,34,15725851,14731774,2782428,854765,0.181300
dcesca,12288,512,32,35,13316983,12067779,2691622,731432,0.162000
dcesca,12288,512,32,36,13585597,12189666,2725879,763654,0.147500
dcesca,12288,512,32,37,14585350,13522915,2737323,841776,0.174800
dcesca,12288,512,32,38,14146570,12813688,2791806,808682,0.178900
dcesca,12288,512,32,39,12595610,11311190,2716469,733696,0.167700
dcesca,12288,512,32,40,13933008,12524992,2775941,864894,0.187100
dcesca,12288,512,32,41,15638510,15089988,2743260,807411,0.175500
dcesca,12288,512,32,42,14190516,13461635,2749869,789251,0.152400
dcesca,12288,512,32,43,14487512,13317654,2669070,804627,0.177200
dcesca,12288,512,32,44,14274133,13061979,2734309,843734,0.177500
dcesca,12288,512,32,45,13190945,11807831,2717341,737582,0.162100
dcesca,12288,512,32,46,14349756,13024442,2749012,865062,0.183000
dcesca,12288,512,32,47,14176966,12803983,2753847,816408,0.176600
dcesca,12288,512,32,48,13511745,12181915,2717816,832626,0.180700
dcesca,12288,512,32,49,14499963,13602687,2773385,815352,0.171700
dcesca,12288,512,32,50,14166590,13131802,2774640,854092,0.183400
dcesca,12288,512,32,51,12389982,10877658,2717341,757366,0.158500
dcesca,12288,512,32,52,13894373,12261443,2887141,922743,0.197300
dcesca,12288,512,32,53,11892609,10313634,2735548,776154,0.176700
dcesca,12288,512,32,54,12847196,11307100,2803404,868259,0.190200
dcesca,12288,512,32,55,13462673,11973358,2814588,924518,0.190300
dcesca,12288,512,32,56,12872403,11687043,2864680,975421,0.188700
dcesca,12288,512,32,57,14491662,13517604,2724333,882106,0.178100
dcesca,12288,512,32,58,14711998,13526820,2867541,941271,0.196600
dcesca,12288,512,32,59,12991910,11775787,2664005,838026,0.170000
dcesca,12288,512,32,60,13385159,11935456,2819805,875757,0.188000
dcesca,12288,512,32,61,13306851,11972138,2760426,847054,0.188600
dcesca,12288,512,32,62,14002894,12485258,2904782,958101,0.207500
dcesca,12288,512,32,63,14667382,13385647,2902196,939741,0.190600
dcesca,12288,512,32,64,12351775,10761813,2793688,834309,0.186600
dcesca,12288,512,32,65,16448139,16010884,2787063,846809,0.184200
dcesca,12288,512,32,66,14915856,13889796,2677285,808560,0.172900
dcesca,12288,512,32,67,14481591,13375210,2683084,820340,0.168500
dcesca,12288,512,32,68,14115564,12992826,2725664,824532,0.173300
dcesca,12288,512,32,69,14515221,13164578,2693581,808238,0.174700
dcesca,12288,512,32,70,14273645,12862211,2761742,830820,0.181400
dcesca,12288,512,32,71,14391199,13047269,2752623,814541,0.171700
dcesca,12288,512,32,72,14140101,12702421,2798018,885839,0.179300
dcesca,12288,512,32,73,15678671,15211875,2731739,824058,0.167300
dcesca,12288,512,32,74,13976649,12987698,2706340,751734,0.168000
dcesca,12288,512,32,75,14353662,13468838,2674271,815566,0.172000
dcesca,12288,512,32,76,13991175,12389861,2745279,797757,0.172800
dcesca,12288,512,32,77,14183801,13039640,2711756,800312,0.173200
dcesca,12288,512,32,78,13042508,11865631,2721472,734186,0.165800
dcesca,12288,512,32,79,14542077,13541408,2774165,886268,0.181300
dcesca,12288,512,32,80,12628446,11397554,2604871,770064,0.167600
dcesca,12288,512,32,81,15115928,13634609,2826797,880056,0.171500
dcesca,12288,512,32,82,15275168,14178858,2923447,926813,0.188400
dcesca,12288,512,32,83,13661708,12450591,2724961,857993,0.178900
dcesca,12288,512,32,84,13686671,12088043,2816041,895034,0.185600
dcesca,12288,512,32,85,12982511,11682221,2746978,815199,0.180200
dcesca,12288,512,32,86,13083890,11666902,2842572,928327,0.184600
dcesca,12288,512,32,87,13064481,11598481,2783759,831907,0.176800
dcesca,12288,512,32,88,12243621,10760105,2759386,842372,0.181100
dcesca,12288,512,32,89,14338708,13549404,2754092,813639,0.179000
dcesca,12288,512,32,90,14319849,13363431,2800635,875558,0.185100
dcesca,12288,512,32,91,13094815,11930085,2718581,816148,0.174200
dcesca,12288,512,32,92,12553618,11100435,2671778,845157,0.179800
dcesca,12288,512,32,93,12935757,11590607,2673828,808161,0.174100
dcesca,12288,512,32,94,12424163,10928927,2740001,832305,0.190600
dcesca,12288,512,32,95,12921110,11483491,2759875,877945,0.181800
