algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dcesca,16384,512,32,1,29286851,28338123,4975239,1529908,0.314000
dcesca,16384,512,32,2,28935900,27275626,5047868,1584712,0.323600
dcesca,16384,512,32,3,26250909,24711668,4816746,1478271,0.299700
dcesca,16384,512,32,4,23151125,20857796,4737752,1340892,0.274500
dcesca,16384,512,32,5,26356805,24348448,4912937,1474966,0.306900
dcesca,16384,512,32,6,26878166,24205383,5080625,1614670,0.320500
dcesca,16384,512,32,7,22358097,19883433,4694269,1305871,0.270600
dcesca,16384,512,32,8,25796443,23094606,5019257,1598207,0.319800
dcesca,16384,512,32,9,28797473,27879933,4971215,1491291,0.309400
dcesca,16384,512,32,10,28291309,26544915,5001402,1603333,0.313500
dcesca,16384,512,32,11,28133900,26422662,4957919,1587896,0.310300
dcesca,16384,512,32,12,25248654,22905642,4797116,1531897,0.308800
dcesca,16384,512,32,13,26224359,24839903,4863197,1504525,0.295400
dcesca,16384,512,32,14,24678953,22618472,4888075,1507356,0.303000
dcesca,16384,512,32,15,26727959,24771421,4991105,1556147,0.313300
dcesca,16384,512,32,16,24085692,21945623,4857337,1505489,0.304800
dcesca,16384,512,32,17,25986567,24419066,4886958,1451389,0.302000
dcesca,16384,512,32,18,25901362,23798767,5039606,1624677,0.333000
dcesca,16384,512,32,19,24791196,22212895,4887218,1560309,0.308900
dcesca,16384,512,32,20,21452582,18995801,4819836,1430504,0.278700
dcesca,16384,512,32,21,24072937,21831975,4943002,1558228,0.311600
dcesca,16384,512,32,22,23906067,21282905,5098495,1741003,0.333800
dcesca,16384,512,32,23,23698731,21257636,4981466,1525272,0.315300
dcesca,16384,512,32,24,24028259,20996528,5163322,1703211,0.339700
dcesca,16384,512,32,25,26040399,24923032,4890522,1523696,0.312400
dcesca,16384,512,32,26,27119743,25066586,5139821,1698606,0.340700
dcesca,16384,512,32,27,24855466,22523685,4892848,1520728,0.310900
dcesca,16384,512,32,28,23951171,21295783,4943201,1601145,0.331100
dcesca,16384,512,32,29,24215575,21989506,4968399,1510997,0.310900
dcesca,16384,512,32,30,23878601,21227607,5073771,1652614,0.333300
dcesca,16384,512,32,31,24185607,21700201,4908990,1580597,0.323000
dcesca,16384,512,32,32,23140444,20325388,5059068,1698958,0.335600
dcesca,16384,512,32,33,28664844,27922658,4952365,1496156,0.307000
dcesca,16384,512,32,34,28027455,26424248,4980701,1592302,0.319800
dcesca,16384,512,32,35,26692192,24613889,4797269,1493250,0.290200
dcesca,16384,512,32,36,22841433,20790779,4689374,1348833,0.274200
dcesca,16384,512,32,37,27453848,25507564,4970924,1600885,0.322200
dcesca,16384,512,32,38,26455499,23838989,5067544,1599340,0.324900
dcesca,16384,512,32,39,26317438,23933105,4952686,1518938,0.306900
dcesca,16384,512,32,40,22232671,19994334,4759876,1380137,0.278300
dcesca,16384,512,32,41,29005969,27734548,5012448,1590160,0.304500
dcesca,16384,512,32,42,24179137,22558475,4632519,1314760,0.260100
dcesca,16384,512,32,43,22209416,20363595,4580224,1261210,0.261800
dcesca,16384,512,32,44,27529227,25223996,5059909,1673223,0.332200
dcesca,16384,512,32,45,22120243,19841441,4632963,1270038,0.262300
dcesca,16384,512,32,46,25983820,23487794,5030916,1582509,0.318600
dcesca,16384,512,32,47,25830866,23826721,4914620,1480076,0.307300
dcesca,16384,512,32,48,24209594,21934941,4904277,1495453,0.303700
dcesca,16384,512,32,49,21820196,19557201,4596441,1293064,0.262600
dcesca,16384,512,32,50,25939020,23864685,5099398,1628823,0.334200
dcesca,16384,512,32,51,23842103,21670355,4890951,1462971,0.309500
dcesca,16384,512,32,52,23898316,21548957,4996398,1614456,0.329200
dcesca,16384,512,32,53,24724363,22441898,5004354,1562803,0.316500
dcesca,16384,512,32,54,22384465,19793711,4889543,1527659,0.316600
dcesca,16384,512,32,55,23386719,20914375,4962325,1507525,0.314400
dcesca,16384,512,32,56,24221007,21220832,5184359,1687391,0.343500
dcesca,16384,512,32,57,26202935,24854063,4831159,1499660,0.311000
dcesca,16384,512,32,58,25840388,23955444,5042452,1608137,0.330600
dcesca,16384,512,32,59,24002075,21583380,4848187,1522427,0.309000
dcesca,16384,512,32,60,23327882,21102668,4918904,1620561,0.327800
dcesca,16384,512,32,61,24503843,22192448,4984296,1588844,0.317300
dcesca,16384,512,32,62,24260375,21516608,5149368,1643236,0.338400
dcesca,16384,512,32,63,23873413,21249457,5020282,1575227,0.316800
dcesca,16384,512,32,64,20821235,18051650,4904644,1435660,0.296700
dcesca,16384,512,32,65,31251690,30357100,5068109,1629282,0.335200
dcesca,16384,512,32,66,28298878,26627556,5024796,1535232,0.320900
dcesca,16384,512,32,67,27094718,25162167,4949872,1470055,0.304600
dcesca,16384,512,32,68,23868042,21749456,4800620,1406223,0.264900
dcesca,16384,512,32,69,26765801,25086972,4955685,1560431,0.307400
dcesca,16384,512,32,70,26897393,24450499,5075592,1612054,0.329700
dcesca,16384,512,32,71,27175407,24988583,5057155,1604817,0.310200
dcesca,16384,512,32,72,25964594,23271425,5025407,1592898,0.327100
dcesca,16384,512,32,73,24177184,22766543,4609018,1253988,0.262200
dcesca,16384,512,32,74,28106373,26276361,5040983,1576772,0.321400
dcesca,16384,512,32,75,27182486,25044736,4950743,1489347,0.308700
dcesca,16384,512,32,76,26768974,24379088,5053269,1574401,0.326900
dcesca,16384,512,32,77,26824882,24908017,4932185,1509147,0.297400
dcesca,16384,512,32,78,25972956,23474550,4962188,1577384,0.320200
dcesca,16384,512,32,79,26387994,24234924,4984281,1489164,0.305800
dcesca,16384,512,32,80,26480584,23833496,5106880,1655949,0.331400
dcesca,16384,512,32,81,25990107,24907895,4911391,1549691,0.308200
dcesca,16384,512,32,82,26199885,24244506,5075423,1604159,0.333200
dcesca,16384,512,32,83,24788266,22377323,4941962,1507662,0.313000
dcesca,16384,512,32,84,24351744,21507391,4983133,1620086,0.334000
dcesca,16384,512,32,85,24231933,21840520,4997776,1505810,0.313300
dcesca,16384,512,32,86,24874937,21909551,5191397,1690558,0.340300
dcesca,16384,512,32,87,26039789,23406862,5166933,1635218,0.335800
dcesca,16384,512,32,88,23947510,21016791,5084450,1672840,0.345500
dcesca,16384,512,32,89,26279901,24861265,4910688,1494075,0.307500
dcesca,16384,512,32,90,26453180,24469542,5068813,1627140,0.337600
dcesca,16384,512,32,91,24297668,21896001,4846658,1602017,0.305300
dcesca,16384,512,32,92,24001586,21402289,5080273,1625763,0.329700
dcesca,16384,512,32,93,23957825,21567022,4977105,1626910,0.312000
dcesca,16384,512,32,94,23213503,20362375,4979997,1563829,0.320300
dcesca,16384,512,32,95,23468263,20860970,4973265,1594735,0.317800
dcesca,16384,512,32,96,23662171,20772163,5121415,1683413,0.335100
dcesca,16384,512,32,97,29022508,27873524,4977947,1511946,0.318600
dcesca,16384,512,32,98,28208851,26106683,4935842,1563935,0.321400
dcesca,16384,512,32,99,26956596,25603755,4899213,1488124,0.306700
dcesca,16384,512,32,100,26685723,24379271,4978467,1608305,0.317300
dcesca,16384,512,32,101,26122797,24304137,4901294,1474170,0.305700
dcesca,16384,512,32,102,26490472,23584046,5038611,1618603,0.330300
dcesca,16384,512,32,103,26214411,24039306,4944317,1523268,0.307100
