algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgetrs_nopiv,12288,512,32,1,7135724,6959943,1017190,418134,0.078700
dgetrs_nopiv,12288,512,32,2,8710549,8314981,1054644,567630,0.074500
dgetrs_nopiv,12288,512,32,3,5984543,5481981,1082490,639907,0.085700
dgetrs_nopiv,12288,512,32,4,5559434,4927844,1042312,428094,0.078500
dgetrs_nopiv,12288,1024,32,1,6049301,5442613,1013900,363987,0.069200
dgetrs_nopiv,12288,1024,32,2,7941996,7701762,1123081,686143,0.083200
dgetrs_nopiv,12288,1024,32,3,6273727,5548387,1140416,680437,0.082400
dgetrs_nopiv,12288,1024,32,4,5861069,5029101,1136315,422234,0.081400
dgetrs_nopiv,12288,2048,32,1,7035260,6047653,1400945,587015,0.106100
dgetrs_nopiv,12288,2048,32,2,7211651,6355513,1393004,667401,0.113700
dgetrs_nopiv,12288,2048,32,3,7348248,7412762,1537191,964236,0.128600
dgetrs_nopiv,12288,2048,32,4,7980937,7450359,1511976,750771,0.138200
