algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgram,12288,512,32,1,8081828,7495953,1365632,429838,0.084100
dgram,12288,512,32,2,8002848,7568950,1408931,439997,0.086100
dgram,12288,512,32,3,6797041,6122359,1330106,371683,0.070200
dgram,12288,512,32,4,7342937,6987531,1331085,399774,0.077900
dgram,12288,512,32,5,5922837,5516587,1214178,342950,0.082900
dgram,12288,512,32,6,6306991,5775742,1314117,384014,0.082200
dgram,12288,512,32,7,6988080,6429915,1385996,428538,0.078400
dgram,12288,512,32,8,6499800,5769028,1321246,389339,0.087500
dgram,12288,512,32,9,5995102,5145983,1307109,349345,0.067800
dgram,12288,512,32,10,6007186,5426012,1251891,372371,0.090000
dgram,12288,512,32,11,7183942,6714399,1392438,414814,0.081800
dgram,12288,512,32,12,7041669,6535383,1382738,439278,0.082300
dgram,12288,512,32,13,6819319,6078292,1446386,457255,0.087800
dgram,12288,512,32,14,6645490,5829208,1449813,471011,0.082300
dgram,12288,512,32,15,6467574,6070603,1427490,473535,0.088000
dgram,12288,512,32,16,5260973,4646045,1191808,362411,0.088200
dgram,12288,512,32,17,6853132,6457137,1278544,363926,0.076400
dgram,12288,512,32,18,7195172,6889936,1397564,406934,0.078900
dgram,12288,512,32,19,7205914,6862043,1333946,380114,0.073300
dgram,12288,512,32,20,6854292,6307968,1370099,375507,0.070000
dgram,12288,512,32,21,7127911,6598921,1378393,429486,0.081500
dgram,12288,512,32,22,7217938,6634932,1427474,455695,0.089100
dgram,12288,512,32,23,7146649,6468307,1414011,428583,0.085900
dgram,12288,512,32,24,7032636,6224960,1412496,427207,0.084400
dgram,12288,512,32,25,7176434,6835371,1383120,424774,0.079800
dgram,12288,512,32,26,5312121,4828967,1201968,332270,0.078800
dgram,12288,512,32,27,7142682,6503828,1339821,425202,0.083400
dgram,12288,512,32,28,6740889,6444503,1397119,418486,0.081000
dgram,12288,512,32,29,5746079,5023790,1324980,398825,0.087500
dgram,12288,512,32,30,7065595,6242049,1463582,501809,0.100000
dgram,12288,512,32,31,5038012,4341602,1245251,343225,0.081200
dgram,12288,512,32,32,6522994,5635484,1449140,450662,0.088100
dgram,12288,512,32,33,7033429,6796491,1281176,370107,0.084100
dgram,12288,512,32,34,7488872,7079510,1367651,409872,0.080400
dgram,12288,512,32,35,7141583,6785993,1329631,369847,0.080000
dgram,12288,512,32,36,7849467,7205182,1410247,439385,0.086100
dgram,12288,512,32,37,7091046,6418746,1416458,427895,0.084700
dgram,12288,512,32,38,6385115,5652024,1384467,398198,0.078000
dgram,12288,512,32,39,7250103,6541365,1466046,450615,0.089200
dgram,12288,512,32,40,6836103,6111557,1394503,424498,0.080800
dgram,12288,512,32,41,6692488,5985642,1382524,422341,0.077500
dgram,12288,512,32,42,5880112,5421800,1280656,373320,0.091100
dgram,12288,512,32,43,7433208,6913801,1389653,438024,0.083700
dgram,12288,512,32,44,5168078,5048999,1200163,349208,0.080700
dgram,12288,512,32,45,6301741,5582505,1349062,423779,0.091700
