algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dcesca,28672,512,32,1,91160106,87091880,15278886,4751598,0.932100
dcesca,28672,512,32,2,91146373,83867156,15868793,5411641,0.983700
dcesca,28672,512,32,3,97173457,87759419,15067914,6396884,0.863000
dcesca,28672,512,32,4,74082635,66123122,14536239,5062142,0.811100
dcesca,28672,512,32,5,90711010,82525179,15599666,6081460,0.925200
dcesca,28672,512,32,6,84758817,75432791,16067831,5035597,0.995100
dcesca,28672,512,32,7,84666348,77309556,15724254,5557236,0.929100
dcesca,28672,512,32,8,83480316,74206536,16275651,5051112,1.006800
dcesca,28672,512,32,9,105678623,97968011,15143160,6284537,0.883600
dcesca,28672,512,32,10,93223761,87401815,14660475,5989843,0.819600
dcesca,28672,512,32,11,97352900,88825029,15449588,6674610,0.915500
dcesca,28672,512,32,12,78999981,73449946,15377938,6222770,0.914400
dcesca,28672,512,32,13,69793217,63320212,14482276,4899351,0.802900
dcesca,28672,512,32,14,87622762,79104839,16558838,5399431,1.053800
dcesca,28672,512,32,15,86158837,79751261,15766742,5818789,0.944400
dcesca,28672,512,32,16,79557841,72132933,15727696,6002098,0.965300
dcesca,28672,512,32,17,94373294,88230792,15262698,6209397,0.909000
dcesca,28672,512,32,18,85197170,79015423,16003800,5291490,1.042800
dcesca,28672,512,32,19,78609418,72665829,15331013,4773065,0.935500
dcesca,28672,512,32,20,77354965,69267339,15832027,5137893,1.022900
dcesca,28672,512,32,21,77598496,70900393,15655129,4977426,0.970300
dcesca,28672,512,32,22,78279829,69551824,16194683,5379587,1.057400
dcesca,28672,512,32,23,78448042,71230897,15793425,5041992,0.989400
dcesca,28672,512,32,24,76437732,67638621,16190873,5395469,1.055200
dcesca,28672,512,32,25,84647366,80499062,15316601,4881006,0.956000
dcesca,28672,512,32,26,84556913,78319013,16051368,5387666,1.050700
dcesca,28672,512,32,27,78467878,71306153,15475843,5083930,0.954700
dcesca,28672,512,32,28,76637255,68755256,15650033,5263736,1.018900
dcesca,28672,512,32,29,60664456,52883288,14217999,4031213,0.788700
dcesca,28672,512,32,30,77500289,69081305,16010088,5464701,1.052500
dcesca,28672,512,32,31,76520923,68700019,15589170,5038626,0.964300
dcesca,28672,512,32,32,76009205,66889843,16139541,5423085,1.048200
dcesca,28672,512,32,33,92319954,88409869,15543392,4883714,0.952700
dcesca,28672,512,32,34,91559519,76970811,14619012,6092353,0.816000
dcesca,28672,512,32,35,72013305,64769304,13943823,4847331,0.746200
dcesca,28672,512,32,36,77349289,72216856,15310649,6254349,0.909600
dcesca,28672,512,32,37,86792014,80805701,15497539,6077068,0.914700
dcesca,28672,512,32,38,75324087,69253485,15067042,5564059,0.904800
dcesca,28672,512,32,39,88118000,82079318,15757424,5901379,0.952600
dcesca,28672,512,32,40,79171428,72126220,15929549,6036783,0.969600
dcesca,28672,512,32,41,109615931,103822854,15313051,6488914,0.914800
dcesca,28672,512,32,42,90709485,85005641,16123416,5786062,1.019200
dcesca,28672,512,32,43,95900695,86226769,15417152,6759922,0.914000
dcesca,28672,512,32,44,85025173,77479477,16115460,5543771,1.009200
dcesca,28672,512,32,45,85308803,78727825,15420227,6016388,0.913200
dcesca,28672,512,32,46,81699864,75650868,16045982,6353799,0.994300
dcesca,28672,512,32,47,70621584,64424395,14660583,4752960,0.816600
dcesca,28672,512,32,48,77184616,70738222,15724559,5665866,0.950900
dcesca,28672,512,32,49,94970399,89912916,15534121,6438317,0.925100
dcesca,28672,512,32,50,83762542,77531295,15905528,5343449,1.038000
dcesca,28672,512,32,51,79681253,72981441,15528046,4989942,0.974900
dcesca,28672,512,32,52,67418895,60079375,14869688,4553066,0.882800
dcesca,28672,512,32,53,80143105,73162715,15828890,5096843,0.993700
dcesca,28672,512,32,54,77614303,69236700,16206770,5412238,1.061000
dcesca,28672,512,32,55,77915083,70373722,15708188,5164836,0.992200
dcesca,28672,512,32,56,78542829,69067572,16502611,5544016,1.093600
dcesca,28672,512,32,57,87329489,81507604,15698198,5143799,0.986700
dcesca,28672,512,32,58,69292242,63660664,14465385,4215992,0.822900
dcesca,28672,512,32,59,78719769,71768859,15519815,4993400,0.960300
dcesca,28672,512,32,60,76004811,67914804,15678124,5176112,1.015900
dcesca,28672,512,32,61,77403183,71248597,15641955,5091656,0.978300
dcesca,28672,512,32,62,67792062,59804839,15062223,4697161,0.908100
dcesca,28672,512,32,63,76110522,67905466,15734795,4996490,0.972000
dcesca,28672,512,32,64,74474236,65314163,16057197,5203530,1.035800
dcesca,28672,512,32,65,94729006,90648938,15636799,5092697,0.970500
dcesca,28672,512,32,66,89807327,80692238,14315017,5893070,0.797700
dcesca,28672,512,32,67,95965697,84836452,15118160,6093378,0.869600
dcesca,28672,512,32,68,80113992,75616750,15468836,6978070,0.934900
dcesca,28672,512,32,69,92014230,86936850,15987735,6283496,0.971200
dcesca,28672,512,32,70,85550440,76952745,16123400,5232769,1.014600
dcesca,28672,512,32,71,67973764,61130214,14394225,4019509,0.778500
dcesca,28672,512,32,72,72186155,65382645,14870330,4452621,0.861100
dcesca,28672,512,32,73,109679834,102377545,15161764,6482534,0.898800
dcesca,28672,512,32,74,88864335,81168799,15714263,5422427,0.957400
dcesca,28672,512,32,75,96592282,88033344,15237132,6622543,0.893900
dcesca,28672,512,32,76,72454344,65841995,14443154,5118615,0.813500
dcesca,28672,512,32,77,88308490,83046297,15513741,6037272,0.922100
dcesca,28672,512,32,78,86576805,78143965,16583135,5897783,1.059200
dcesca,28672,512,32,79,67350352,61486842,14296672,4124926,0.781600
dcesca,28672,512,32,80,84198088,75133474,16274426,5255764,1.034700
dcesca,28672,512,32,81,93813663,87990070,15132740,6223489,0.908200
dcesca,28672,512,32,82,82611361,76314074,15772923,5108578,1.006200
dcesca,28672,512,32,83,60381193,53698349,13866833,3920732,0.741800
dcesca,28672,512,32,84,78607465,70666812,15967203,5256086,1.036900
dcesca,28672,512,32,85,79501444,73113948,15624605,5179386,0.986300
dcesca,28672,512,32,86,79064983,70510257,16245403,5449278,1.070400
dcesca,28672,512,32,87,79324870,71684753,15929855,5084526,0.994300
dcesca,28672,512,32,88,75448171,66316481,16151047,5438049,1.041000
dcesca,28672,512,32,89,86182213,81705601,15630511,4991931,0.987200
dcesca,28672,512,32,90,81170386,74530327,15592520,5126571,0.991400
dcesca,28672,512,32,91,79781107,72397214,15533631,5154233,0.968300
dcesca,28672,512,32,92,63444723,56214212,14319270,4289248,0.823600
dcesca,28672,512,32,93,79396281,72420408,15825280,5102764,0.994100
dcesca,28672,512,32,94,79112408,70124149,16350176,5453165,1.069400
dcesca,28672,512,32,95,78614666,71763854,15875341,5245207,1.001300
dcesca,28672,512,32,96,77149705,67784495,16299534,5446999,1.065600
