algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgetrf_nopiv,16384,512,32,1,612900714,572377136,86784598,43854604,4.456400
dgetrf_nopiv,16384,512,32,2,618334843,577484911,87330885,45120481,4.508600
dgetrf_nopiv,16384,512,32,3,603240522,572557982,88119921,47083378,4.631800
dgetrf_nopiv,16384,512,32,4,615437328,571525026,89235384,46539601,4.713700
dgetrf_nopiv,16384,512,32,5,476340272,428550966,90709431,44680422,4.724100
dgetrf_nopiv,16384,512,32,6,471649305,433119924,90358724,45521111,4.718900
dgetrf_nopiv,16384,512,32,7,469295125,427315435,91683643,45937729,4.847600
dgetrf_nopiv,16384,512,32,8,471140517,427661381,91413032,46725771,4.880900
dgetrf_nopiv,16384,1024,32,1,556887430,528819569,76767398,47385676,4.122700
dgetrf_nopiv,16384,1024,32,2,581013954,551257988,79614070,49161822,4.480300
dgetrf_nopiv,16384,1024,32,3,578805525,542418350,82924255,49388661,4.758800
dgetrf_nopiv,16384,1024,32,4,588963519,554965987,83881270,52056582,4.998500
dgetrf_nopiv,16384,1024,32,5,439051305,405977965,78908740,48089567,4.360300
dgetrf_nopiv,16384,1024,32,6,463346714,431965141,83333821,48258479,4.835800
dgetrf_nopiv,16384,1024,32,7,452316042,419124964,83398219,51615606,4.897100
dgetrf_nopiv,16384,1024,32,8,478641231,443514550,85810830,54700483,5.409200
dgetrf_nopiv,16384,2048,32,1,565067828,552863880,76507268,53968256,4.948500
dgetrf_nopiv,16384,2048,32,2,633705714,624621509,86954398,58174823,6.401600
dgetrf_nopiv,16384,2048,32,3,637413713,643211000,93810818,63589569,7.251800
dgetrf_nopiv,16384,2048,32,4,693420100,710072156,101279666,67756418,8.354800
dgetrf_nopiv,16384,2048,32,5,542225601,520677195,90975912,60593906,6.730200
dgetrf_nopiv,16384,2048,32,6,590922559,563617148,97212467,62860371,7.651100
dgetrf_nopiv,16384,2048,32,7,607159640,580966531,104395250,68690345,8.457100
dgetrf_nopiv,16384,2048,32,8,676965552,641284674,108422700,79339604,9.809100
