algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgesv_nopiv,16384,512,32,1,621126400,583730745,88564891,45612942,4.563100
dgesv_nopiv,16384,512,32,2,622841362,582220494,88473122,45699616,4.564400
dgesv_nopiv,16384,512,32,3,613196245,578357101,89938495,46942817,4.720300
dgesv_nopiv,16384,512,32,4,620926755,577608507,90420354,47679298,4.773600
dgesv_nopiv,16384,512,32,5,478625484,430046140,91480643,45587666,4.779600
dgesv_nopiv,16384,512,32,6,477608091,431583978,91378607,46106091,4.785200
dgesv_nopiv,16384,512,32,7,476013979,430589169,92678633,47469351,4.950400
dgesv_nopiv,16384,512,32,8,477597654,432181449,93197089,47172058,5.007600
dgesv_nopiv,16384,1024,32,1,574244380,543860180,79955153,47797506,4.306300
dgesv_nopiv,16384,1024,32,2,582351719,556879555,80107113,50548140,4.528600
dgesv_nopiv,16384,1024,32,3,581416175,547120730,83850732,50746137,4.763800
dgesv_nopiv,16384,1024,32,4,599745413,564618977,85544273,53423454,5.117000
dgesv_nopiv,16384,1024,32,5,450486212,414542395,81035747,49262895,4.501800
dgesv_nopiv,16384,1024,32,6,469334614,425442636,82344753,51231622,4.880500
dgesv_nopiv,16384,1024,32,7,471264540,429964476,87259113,51096553,5.149900
dgesv_nopiv,16384,1024,32,8,470699845,436279523,85118826,54541226,5.260700
dgesv_nopiv,16384,2048,32,1,588818133,593565253,84481306,52950118,5.484700
dgesv_nopiv,16384,2048,32,2,663347728,676891211,91887103,59578491,6.878500
dgesv_nopiv,16384,2048,32,3,674647687,643165163,99316003,57890625,7.360500
dgesv_nopiv,16384,2048,32,4,731655475,702311739,105461554,63448044,8.603800
dgesv_nopiv,16384,2048,32,5,559979096,514804407,94812693,53810559,6.698600
dgesv_nopiv,16384,2048,32,6,603027875,558349706,98560305,62936198,7.716900
dgesv_nopiv,16384,2048,32,7,636185261,590955336,109543716,65608129,8.761100
dgesv_nopiv,16384,2048,32,8,673431626,629134315,111645767,72347427,9.616100
