algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgesv_nopiv,8192,512,32,1,85734644,81719273,12125327,6383068,0.689000
dgesv_nopiv,8192,512,32,2,85833155,83142792,12297008,6845481,0.715200
dgesv_nopiv,8192,512,32,3,88097369,84410917,13072397,7796529,0.802000
dgesv_nopiv,8192,512,32,4,92118173,86786765,13305554,7926670,0.861100
dgesv_nopiv,8192,512,32,5,69649175,65405717,12687877,6982093,0.745400
dgesv_nopiv,8192,512,32,6,71180543,67086254,12997671,7042651,0.778300
dgesv_nopiv,8192,512,32,7,73807733,68405343,13570166,7604406,0.862200
dgesv_nopiv,8192,512,32,8,75815175,70591433,13705587,7893500,0.913300
dgesv_nopiv,8192,1024,32,1,86437095,82307833,12117799,7356501,0.885000
dgesv_nopiv,8192,1024,32,2,96455625,91246104,13172551,8532520,1.047400
dgesv_nopiv,8192,1024,32,3,101446518,95968016,14459893,9482237,1.214300
dgesv_nopiv,8192,1024,32,4,106271884,105536045,14706942,10736270,1.371300
dgesv_nopiv,8192,1024,32,5,78783917,77833785,13258491,8388699,1.003900
dgesv_nopiv,8192,1024,32,6,87379659,87870380,14519883,9064883,1.205200
dgesv_nopiv,8192,1024,32,7,96456540,90902661,15445028,10455255,1.383200
dgesv_nopiv,8192,1024,32,8,104971045,95018433,16434342,10391301,1.523500
dgesv_nopiv,8192,2048,32,1,137223038,106939485,18492927,10391515,1.697300
dgesv_nopiv,8192,2048,32,2,167286986,142165957,21458755,13766665,2.329000
dgesv_nopiv,8192,2048,32,3,170162529,147130665,22354907,15781093,2.531300
dgesv_nopiv,8192,2048,32,4,201466281,183396931,26284436,17977561,3.248300
dgesv_nopiv,8192,2048,32,5,156403957,143273925,22841049,14915680,2.403500
dgesv_nopiv,8192,2048,32,6,210959237,167708738,28759288,16606100,3.298500
dgesv_nopiv,8192,2048,32,7,194659658,195704394,29373123,19466557,3.454300
dgesv_nopiv,8192,2048,32,8,235981695,210570933,32202598,21526304,4.071400
