algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgram,8192,512,32,1,3062248,2881829,544389,162348,0.038400
dgram,8192,512,32,2,3885366,3680777,638637,217765,0.041100
dgram,8192,512,32,3,2774895,2531976,575632,160849,0.030700
dgram,8192,512,32,4,3438407,3036369,606385,189521,0.037200
dgram,8192,512,32,5,2641290,2326166,586342,169280,0.032500
dgram,8192,512,32,6,3044853,2773736,614341,198211,0.038000
dgram,8192,512,32,7,2671868,2354913,604640,178796,0.034900
dgram,8192,512,32,8,2765252,2464899,609108,174772,0.033300
dgram,8192,512,32,9,2011409,1832942,437855,119799,0.032600
dgram,8192,512,32,10,2648858,2346979,587703,163756,0.035200
dgram,8192,512,32,11,3462515,3186943,643809,210222,0.042300
dgram,8192,512,32,12,2592583,2327936,550922,165240,0.041400
dgram,8192,512,32,13,3352652,2960380,658481,227251,0.046000
dgram,8192,512,32,14,2675103,2472223,608006,190439,0.037600
dgram,8192,512,32,15,3447196,3150627,672940,249237,0.049900
dgram,8192,512,32,16,2571343,2189997,558541,174802,0.036400
dgram,8192,512,32,17,2307367,2136286,463743,127495,0.036000
dgram,8192,512,32,18,3341910,3135063,614311,192734,0.037700
dgram,8192,512,32,19,3016899,2658563,575693,167902,0.033100
dgram,8192,512,32,20,3595267,3292167,635838,201669,0.038800
dgram,8192,512,32,21,3232475,2923454,637734,202771,0.038900
dgram,8192,512,32,22,3319571,3154411,650892,217428,0.039400
dgram,8192,512,32,23,2546014,2174189,571241,156657,0.030800
dgram,8192,512,32,24,3346732,3015800,623597,212930,0.038100
dgram,8192,512,32,25,3871389,3400504,669773,237441,0.047400
dgram,8192,512,32,26,1851069,1700618,428446,129789,0.039100
dgram,8192,512,32,27,3331962,3006584,624516,196727,0.039000
dgram,8192,512,32,28,2842339,2627252,587673,181107,0.040500
dgram,8192,512,32,29,2595392,2675957,634338,218101,0.041700
dgram,8192,512,32,30,2889946,2553095,649286,210513,0.039200
dgram,8192,512,32,31,3252799,2883721,660241,232866,0.044800
dgram,8192,512,32,32,1638790,1505489,354960,125124,0.043700
dgram,8192,512,32,33,3448966,3068291,607119,199589,0.037100
dgram,8192,512,32,34,3634268,3445060,632089,208463,0.041100
dgram,8192,512,32,35,3463614,3436331,603309,199007,0.037700
dgram,8192,512,32,36,3498404,3218620,595262,192183,0.034800
dgram,8192,512,32,37,2206171,1994624,445735,129606,0.036800
dgram,8192,512,32,38,2909539,2724969,605222,191387,0.037700
dgram,8192,512,32,39,2774651,2435845,597495,166755,0.031600
dgram,8192,512,32,40,3482291,3254753,671486,234916,0.046900
dgram,8192,512,32,41,3618887,3347404,626887,222248,0.044100
dgram,8192,512,32,42,2908501,2699822,596271,180081,0.034900
dgram,8192,512,32,43,3245963,2997063,626367,199757,0.039100
dgram,8192,512,32,44,3473319,3161308,647221,219203,0.040200
dgram,8192,512,32,45,1666682,1410763,355021,113741,0.044300
dgram,8192,512,32,46,2721978,2359186,563560,190194,0.047700
dgram,8192,512,32,47,3088432,2761345,643289,226225,0.045800
dgram,8192,512,32,48,2971794,2608880,645079,211278,0.038500
dgram,8192,512,32,49,1991755,1880976,377849,121895,0.043400
dgram,8192,512,32,50,3299124,3052360,603233,188741,0.034300
dgram,8192,512,32,51,2825554,2669305,570828,169249,0.032000
dgram,8192,512,32,52,3791434,3517570,648429,232866,0.044900
dgram,8192,512,32,53,2856072,2555535,613377,190867,0.036200
dgram,8192,512,32,54,2710687,2434930,593640,181152,0.034800
dgram,8192,512,32,55,2899895,2553033,618319,171452,0.036100
dgram,8192,512,32,56,3069633,2699700,633251,204225,0.036700
dgram,8192,512,32,57,3215385,3018120,607334,192902,0.035000
dgram,8192,512,32,58,3337455,3061943,619374,222982,0.047800
dgram,8192,512,32,59,3054375,2804741,619359,181810,0.037700
dgram,8192,512,32,60,2605401,2327509,532807,181351,0.046800
dgram,8192,512,32,61,3180045,2864983,654305,221835,0.043800
dgram,8192,512,32,62,2887993,2570367,626504,207407,0.041400
dgram,8192,512,32,63,2754570,2484368,553722,208172,0.054600
dgram,8192,512,32,64,2606438,2250666,632532,181626,0.040700
dgram,8192,1024,32,1,2822564,2599359,591039,159396,0.032100
dgram,8192,1024,32,2,2879631,2682672,583129,157713,0.031100
dgram,8192,1024,32,3,2624200,2338739,542554,143346,0.028900
dgram,8192,1024,32,4,2874200,2678582,526886,159487,0.031100
dgram,8192,1024,32,5,2771477,2440729,592830,165990,0.033100
dgram,8192,1024,32,6,2650018,2292292,570950,153964,0.031100
dgram,8192,1024,32,7,2792473,2534479,579962,162119,0.032400
dgram,8192,1024,32,8,2779106,2491509,580987,170458,0.033800
dgram,8192,1024,32,9,2994743,2749199,601213,195136,0.035600
dgram,8192,1024,32,10,2483636,2118342,565886,150032,0.030100
dgram,8192,1024,32,11,2813836,2475946,580421,173456,0.034300
dgram,8192,1024,32,12,2426142,2161921,546577,149221,0.029500
dgram,8192,1024,32,13,2538202,2191279,603095,168851,0.034600
dgram,8192,1024,32,14,2526605,2280390,571929,178765,0.030900
dgram,8192,1024,32,15,2419305,2069147,571439,161538,0.033900
dgram,8192,1024,32,16,2585138,2224726,629258,173716,0.036000
dgram,8192,1024,32,17,2742424,2583855,579686,158003,0.031600
dgram,8192,1024,32,18,2791314,2402154,550066,140408,0.029600
dgram,8192,1024,32,19,2891106,2589715,586985,157942,0.031200
dgram,8192,1024,32,20,2584221,2327692,523550,145335,0.028400
dgram,8192,1024,32,21,2463617,2201045,546164,158325,0.031700
dgram,8192,1024,32,22,2683526,2403376,597511,168544,0.033600
dgram,8192,1024,32,23,2684014,2432123,585363,169096,0.033200
dgram,8192,1024,32,24,2668633,2413629,584720,171666,0.035100
dgram,8192,1024,32,25,2653924,2322870,561893,153596,0.030400
dgram,8192,1024,32,26,2554986,2317011,573490,157544,0.031900
dgram,8192,1024,32,27,2532831,2296076,555084,163955,0.032400
dgram,8192,1024,32,28,2412774,2041559,540579,142015,0.029300
dgram,8192,1024,32,29,2399469,2115351,593089,168254,0.033600
dgram,8192,1024,32,30,2515679,2189082,601520,172018,0.035000
dgram,8192,1024,32,31,2684136,2299005,611051,181841,0.036500
dgram,8192,1024,32,32,2351678,2046504,576703,162777,0.032800
dgram,8192,1024,32,33,2892021,2606560,566743,157468,0.031100
dgram,8192,1024,32,34,2687005,2569207,560011,153321,0.030800
dgram,8192,1024,32,35,2556451,2432672,517355,142840,0.028200
dgram,8192,1024,32,36,2988151,2631890,592171,156045,0.031900
dgram,8192,1024,32,37,2808891,2606561,593915,182897,0.037100
dgram,8192,1024,32,38,2519036,2239618,551871,152128,0.030400
dgram,8192,1024,32,39,2869438,2583612,592217,177205,0.035500
dgram,8192,1024,32,40,2720758,2454522,598674,167902,0.033800
dgram,8192,1024,32,41,2742608,2505304,566528,168101,0.033400
dgram,8192,1024,32,42,2572198,2215692,578615,152755,0.031200
dgram,8192,1024,32,43,2392389,2110590,540106,148915,0.029700
dgram,8192,1024,32,44,2952080,2530328,613882,183340,0.037100
dgram,8192,1024,32,45,2432549,2065608,592707,158355,0.032400
dgram,8192,1024,32,46,2487359,2196344,594069,175078,0.034100
dgram,8192,1024,32,47,2513177,2183893,607777,172951,0.034700
dgram,8192,1024,32,48,2719659,2424188,594711,196054,0.038100
dgram,8192,1024,32,49,2708489,2443475,558404,158462,0.031800
dgram,8192,1024,32,50,2728509,2563043,583113,153903,0.030800
dgram,8192,1024,32,51,2763177,2533685,544986,152709,0.030800
dgram,8192,1024,32,52,2887138,2495965,569283,163634,0.032800
dgram,8192,1024,32,53,2533380,2362542,565412,166127,0.031900
dgram,8192,1024,32,54,2732232,2389459,571455,170105,0.033700
dgram,8192,1024,32,55,3061515,2781731,602851,205203,0.040200
dgram,8192,1024,32,56,2542169,2256342,549224,159686,0.031400
dgram,8192,1024,32,57,2510003,2213190,555696,155050,0.030300
dgram,8192,1024,32,58,2822868,2488885,573597,178429,0.035500
dgram,8192,1024,32,59,2645074,2386285,589677,167917,0.033700
dgram,8192,1024,32,60,2381769,2168146,537183,148915,0.029800
dgram,8192,1024,32,61,2395807,2084590,592952,165500,0.032300
dgram,8192,1024,32,62,2536310,2117487,606324,168193,0.034300
dgram,8192,1024,32,63,2750420,2474603,622144,198900,0.040300
dgram,8192,1024,32,64,2323420,1978571,573107,158615,0.032200
dgram,8192,2048,32,1,2888481,2529108,604626,183125,0.036700
dgram,8192,2048,32,2,3311149,2413812,647144,208845,0.042700
dgram,8192,2048,32,3,3012383,2270075,597205,193468,0.038200
dgram,8192,2048,32,4,2972710,2413263,600693,190348,0.038700
dgram,8192,2048,32,5,3761404,2884026,738256,257652,0.052100
dgram,8192,2048,32,6,3710257,2755731,726414,252236,0.051800
dgram,8192,2048,32,7,3521475,2514825,666927,235849,0.047600
dgram,8192,2048,32,8,3386832,2619683,675740,232759,0.047500
dgram,8192,2048,32,9,3058524,2534295,645323,200307,0.040600
dgram,8192,2048,32,10,2749383,2835503,654411,199695,0.039700
dgram,8192,2048,32,11,3307365,2728387,697404,223809,0.045600
dgram,8192,2048,32,12,3025810,2413019,665902,197737,0.039500
dgram,8192,2048,32,13,4121144,3540518,830453,312441,0.064200
dgram,8192,2048,32,14,3630118,2956047,769177,266129,0.053400
