algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgetrs_nopiv,8192,512,32,1,3820730,3774709,502773,233309,0.041500
dgetrs_nopiv,8192,512,32,2,3722952,3555350,510591,228444,0.040800
dgetrs_nopiv,8192,512,32,3,3445975,3213676,578692,394633,0.051000
dgetrs_nopiv,8192,512,32,4,2338251,2103022,443425,259243,0.035000
dgetrs_nopiv,8192,1024,32,1,3304862,3322562,579411,334305,0.044800
dgetrs_nopiv,8192,1024,32,2,3624929,3414298,584690,325462,0.046600
dgetrs_nopiv,8192,1024,32,3,3487357,3106987,571057,376120,0.045900
dgetrs_nopiv,8192,1024,32,4,3717154,3442679,650082,420704,0.054000
dgetrs_nopiv,8192,2048,32,1,3883169,3686819,753969,339155,0.065800
dgetrs_nopiv,8192,2048,32,2,4491261,3571708,800236,382117,0.072800
dgetrs_nopiv,8192,2048,32,3,4591968,4312428,871274,424330,0.081500
dgetrs_nopiv,8192,2048,32,4,4488331,3952565,833055,429027,0.077500
