algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dcesca,20480,512,32,1,46207524,44226022,7751837,2378095,0.480800
dcesca,20480,512,32,2,45757452,42898267,7936447,2596609,0.508700
dcesca,20480,512,32,3,42538648,39611715,7613234,2429472,0.470300
dcesca,20480,512,32,4,42335829,39180259,7905847,2531508,0.498100
dcesca,20480,512,32,5,43267040,39866658,7787104,2414921,0.472300
dcesca,20480,512,32,6,42038772,38120446,7954164,2536603,0.509000
dcesca,20480,512,32,7,41422440,37929712,7815469,2365258,0.474100
dcesca,20480,512,32,8,35431244,31885294,7430889,2218255,0.431600
dcesca,20480,512,32,9,37297757,35228060,7078682,1942397,0.394900
dcesca,20480,512,32,10,45862554,42618849,7949497,2616896,0.506700
dcesca,20480,512,32,11,42080154,38354699,7702219,2341236,0.465700
dcesca,20480,512,32,12,36085784,32387917,7290313,2118254,0.418200
dcesca,20480,512,32,13,42540845,39157126,7931336,2506859,0.483700
dcesca,20480,512,32,14,39141867,35923004,7838587,2367445,0.471500
dcesca,20480,512,32,15,42382399,38940818,7797860,2446164,0.489500
dcesca,20480,512,32,16,41738907,37286099,8075203,2666530,0.520100
dcesca,20480,512,32,17,41833083,39297507,7681870,2366803,0.471600
dcesca,20480,512,32,18,41261308,38030848,7912119,2595614,0.514500
dcesca,20480,512,32,19,39837544,36349760,7791402,2443808,0.487800
dcesca,20480,512,32,20,39319357,35060763,7980709,2571517,0.520300
dcesca,20480,512,32,21,40008260,36421598,7962870,2512826,0.500500
dcesca,20480,512,32,22,36899869,32790565,7855173,2499485,0.508100
dcesca,20480,512,32,23,38684837,34786166,7897416,2470430,0.494200
dcesca,20480,512,32,24,36243438,31861003,7907285,2541039,0.502200
dcesca,20480,512,32,25,42428114,39263388,7770992,2442676,0.484400
dcesca,20480,512,32,26,39960286,36499601,7816572,2525234,0.497700
dcesca,20480,512,32,27,39684835,36569975,7813221,2458373,0.492400
dcesca,20480,512,32,28,37763209,33592871,7777158,2553692,0.511000
dcesca,20480,512,32,29,38919639,35378511,7871758,2453936,0.488100
dcesca,20480,512,32,30,38242272,34018285,8008388,2624822,0.525100
dcesca,20480,512,32,31,39860798,35739716,7989292,2571915,0.509700
dcesca,20480,512,32,32,37329189,32632424,8045153,2591040,0.519600
dcesca,20480,512,32,33,44827766,42578504,7644462,2394557,0.468800
dcesca,20480,512,32,34,43726573,40778399,7757621,2465885,0.497100
dcesca,20480,512,32,35,37407863,34209324,7325365,2179041,0.422600
dcesca,20480,512,32,36,42145644,38543602,7847875,2508297,0.503500
dcesca,20480,512,32,37,41887649,38636559,7830188,2417201,0.470300
dcesca,20480,512,32,38,41678909,38169336,7971483,2615994,0.512700
dcesca,20480,512,32,39,41802078,38440087,7854929,2474837,0.478900
dcesca,20480,512,32,40,41236406,36881253,8033938,2600357,0.505300
dcesca,20480,512,32,41,45038093,42890759,7609287,2401809,0.462900
dcesca,20480,512,32,42,41787185,39101584,7590667,2333327,0.467100
dcesca,20480,512,32,43,34838900,31050885,7133411,1958202,0.398500
dcesca,20480,512,32,44,35306062,31945963,7201985,2088863,0.418200
dcesca,20480,512,32,45,34288120,30571699,7179066,1950138,0.398600
dcesca,20480,512,32,46,41215410,37265835,7902420,2593564,0.503700
dcesca,20480,512,32,47,41554337,38161218,7791203,2413269,0.473700
dcesca,20480,512,32,48,40579181,36446379,8038742,2500265,0.508500
dcesca,20480,512,32,49,41660782,39387411,7642701,2348000,0.467500
dcesca,20480,512,32,50,41013567,37379482,7845213,2574868,0.511200
dcesca,20480,512,32,51,38256128,34655490,7621160,2407287,0.478500
dcesca,20480,512,32,52,39113914,34961276,8008142,2580407,0.527200
dcesca,20480,512,32,53,38911217,35303437,7894754,2462810,0.486400
