algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgetrf_nopiv,12288,512,32,1,262354675,249490694,37772992,19501502,1.977700
dgetrf_nopiv,12288,512,32,2,265717704,250969816,38062774,20388259,2.012600
dgetrf_nopiv,12288,512,32,3,261862977,249734590,39164328,21107574,2.118000
dgetrf_nopiv,12288,512,32,4,264566034,251253690,39442696,21245412,2.170900
dgetrf_nopiv,12288,512,32,5,207415668,189478824,39476983,19915261,2.111600
dgetrf_nopiv,12288,512,32,6,206731893,192512630,39437265,20346017,2.134900
dgetrf_nopiv,12288,512,32,7,206640401,188625433,40266770,20713690,2.215000
dgetrf_nopiv,12288,512,32,8,207329852,189624088,40342168,20711059,2.239200
dgetrf_nopiv,12288,1024,32,1,249511324,237890322,35023153,20487159,2.004700
dgetrf_nopiv,12288,1024,32,2,259482185,248515721,35836364,23497893,2.241600
dgetrf_nopiv,12288,1024,32,3,265631278,247630408,38349986,23775282,2.488800
dgetrf_nopiv,12288,1024,32,4,279010760,261918641,40332590,25159840,2.771900
dgetrf_nopiv,12288,1024,32,5,201550204,189975832,35598556,22045617,2.167700
dgetrf_nopiv,12288,1024,32,6,217853202,197016952,36718026,23015622,2.409000
dgetrf_nopiv,12288,1024,32,7,223240273,205628563,38775479,25586848,2.700400
dgetrf_nopiv,12288,1024,32,8,231497881,211994147,40156334,25476581,2.847400
dgetrf_nopiv,12288,2048,32,1,274456023,288578485,39767623,26467302,2.922800
dgetrf_nopiv,12288,2048,32,2,346388579,349023033,48280144,29848985,4.180900
dgetrf_nopiv,12288,2048,32,3,336394830,330797065,49929805,33130574,4.427600
dgetrf_nopiv,12288,2048,32,4,398024188,373538168,55320347,35707951,5.490000
dgetrf_nopiv,12288,2048,32,5,324551965,280746473,51499402,27474057,4.381600
dgetrf_nopiv,12288,2048,32,6,375447648,315682419,56409096,29245430,5.315800
dgetrf_nopiv,12288,2048,32,7,361624440,348366052,59294737,36949745,5.659300
dgetrf_nopiv,12288,2048,32,8,404253603,393613556,62303452,44451947,6.578100
