algorithm,matrix_size,tile_size,threads,case,PKG1,PKG2,DRAM1,DRAM2,time
dgram,12288,512,32,1,7870524,7620525,1355610,412902,0.081800
dgram,12288,512,32,2,6905317,6192367,1360981,399544,0.073200
dgram,12288,512,32,3,6931684,6484053,1346032,370520,0.072200
dgram,12288,512,32,4,7136396,6529158,1378056,382408,0.075100
dgram,12288,512,32,5,6207442,5487840,1375546,368684,0.071900
dgram,12288,512,32,6,7064863,6323348,1412741,433419,0.084600
dgram,12288,512,32,7,6813459,6226242,1365082,411723,0.079800
dgram,12288,512,32,8,7128461,6472090,1405978,444221,0.081400
dgram,12288,512,32,9,7240948,6718733,1350194,413927,0.083300
dgram,12288,512,32,10,6457747,6040206,1306788,388161,0.090500
dgram,12288,512,32,11,7163434,6564497,1317743,414369,0.081100
dgram,12288,512,32,12,6195052,5687180,1320237,369725,0.080500
dgram,12288,512,32,13,6298812,5499131,1387449,411539,0.080900
dgram,12288,512,32,14,6565962,5866684,1416244,452880,0.088300
dgram,12288,512,32,15,5657883,5052477,1323374,398045,0.090200
dgram,12288,512,32,16,6481612,5711778,1419794,453354,0.084400
dgram,12288,512,32,17,5998520,5660508,1148556,320535,0.080600
dgram,12288,512,32,18,7459758,7127667,1375883,409979,0.080600
dgram,12288,512,32,19,6764021,6290451,1322226,359719,0.070200
dgram,12288,512,32,20,7732524,7195111,1427291,432929,0.083900
dgram,12288,512,32,21,6487593,5990097,1373695,392766,0.083800
dgram,12288,512,32,22,6865644,6229721,1376480,430603,0.080300
dgram,12288,512,32,23,6585311,5887558,1396232,401135,0.077600
dgram,12288,512,32,24,6526656,5945298,1363750,400401,0.078700
dgram,12288,512,32,25,6532638,6077743,1339499,365670,0.077000
dgram,12288,512,32,26,6915204,6365645,1351403,432592,0.080500
dgram,12288,512,32,27,6660078,6666059,1384573,429302,0.077000
dgram,12288,512,32,28,6763288,6246444,1353040,422433,0.083800
dgram,12288,512,32,29,6546492,5834702,1409941,441941,0.084000
dgram,12288,512,32,30,6290573,5496751,1421737,433265,0.084200
dgram,12288,512,32,31,5196459,4570422,1231482,372677,0.088500
dgram,12288,512,32,32,5575182,5096423,1304723,426212,0.092700
dgram,12288,512,32,33,7025189,6678755,1313429,362166,0.078900
dgram,12288,512,32,34,6686445,6082138,1365036,361401,0.071300
dgram,12288,512,32,35,6777327,6114486,1342269,361340,0.070700
dgram,12288,512,32,36,6837629,6332869,1379433,380634,0.074900
dgram,12288,512,32,37,6939984,6334212,1394702,445154,0.082600
dgram,12288,512,32,38,7042768,6515913,1389347,441742,0.085700
dgram,12288,512,32,39,6863081,6293502,1371783,410667,0.081000
dgram,12288,512,32,40,5091112,4730945,1146857,319112,0.077000
dgram,12288,512,32,41,6930280,6404768,1349904,400126,0.078300
dgram,12288,512,32,42,7412273,6733381,1426985,462443,0.099000
dgram,12288,512,32,43,7104168,7217511,1400134,468548,0.081900
dgram,12288,512,32,44,7000898,6395980,1377352,423091,0.084500
dgram,12288,512,32,45,6470382,5710923,1394136,444986,0.094600
dgram,12288,512,32,46,6180404,5412950,1353744,430496,0.085600
dgram,12288,512,32,47,5980270,5335862,1379417,417552,0.095000
dgram,12288,512,32,48,5508897,4812244,1270757,387136,0.094600
dgram,12288,512,32,49,6551558,6038802,1227641,342735,0.083700
dgram,12288,512,32,50,6491072,6146163,1282002,349115,0.074700
dgram,12288,512,32,51,7306012,6971356,1406468,416848,0.079800
dgram,12288,512,32,52,6890425,6557844,1392652,396240,0.070700
dgram,12288,512,32,53,6275619,5602646,1375852,380434,0.072300
dgram,12288,512,32,54,5959824,5245348,1350118,363283,0.071100
dgram,12288,512,32,55,6483687,5858566,1382814,393485,0.076200
dgram,12288,512,32,56,6910505,6290877,1411210,430021,0.084300
dgram,12288,512,32,57,6325118,5514757,1343845,374666,0.071000
dgram,12288,512,32,58,7457257,6726972,1453377,464141,0.090400
dgram,12288,512,32,59,6433028,5907883,1266488,400232,0.098600
dgram,12288,512,32,60,5754380,5577988,1326923,371637,0.080600
dgram,12288,512,32,61,6972150,6133346,1430657,471057,0.093300
dgram,12288,512,32,62,7096173,6309737,1473604,520246,0.100900
dgram,12288,512,32,63,6498641,6070480,1465694,474102,0.087000
dgram,12288,512,32,64,5977401,5191332,1385782,414676,0.084900
dgram,12288,1024,32,1,6448775,5834702,1292774,328629,0.066600
dgram,12288,1024,32,2,6665327,6190902,1329830,350400,0.069000
dgram,12288,1024,32,3,6552840,5919846,1303743,342093,0.068100
dgram,12288,1024,32,4,6697248,5927169,1330243,346407,0.068600
dgram,12288,1024,32,5,6220626,5617661,1340433,359825,0.071900
dgram,12288,1024,32,6,5966599,5439195,1317988,351671,0.070200
dgram,12288,1024,32,7,6211348,5481188,1368784,361417,0.072300
dgram,12288,1024,32,8,5871872,5391405,1317223,353889,0.070600
dgram,12288,1024,32,9,5703050,5260179,1299383,330955,0.067200
dgram,12288,1024,32,10,6122787,5581040,1315739,355924,0.070100
dgram,12288,1024,32,11,5875229,5185412,1317177,338237,0.069300
dgram,12288,1024,32,12,5891038,5195055,1348939,344618,0.070000
dgram,12288,1024,32,13,5414048,4557301,1334788,361661,0.070900
dgram,12288,1024,32,14,5385240,4625720,1335537,362120,0.071000
dgram,12288,1024,32,15,5419237,4619556,1342835,355572,0.071600
dgram,12288,1024,32,16,5335070,4563526,1340035,362228,0.070900
dgram,12288,1024,32,17,6455978,5975937,1250990,324559,0.065900
dgram,12288,1024,32,18,6432113,5806381,1287648,338054,0.066300
dgram,12288,1024,32,19,6814985,6384932,1347686,370903,0.074300
dgram,12288,1024,32,20,6626204,6228500,1339224,357791,0.071400
dgram,12288,1024,32,21,6334823,5686021,1399660,372142,0.074200
dgram,12288,1024,32,22,5976242,5273607,1321262,346515,0.069300
dgram,12288,1024,32,23,6265975,5490892,1374537,377757,0.073600
dgram,12288,1024,32,24,5948654,5254808,1324521,354654,0.069700
dgram,12288,1024,32,25,5823593,4942004,1293951,342292,0.067500
dgram,12288,1024,32,26,5766831,5101000,1296140,338176,0.067400
dgram,12288,1024,32,27,5674119,4967761,1282309,333739,0.066400
dgram,12288,1024,32,28,5948227,5307116,1303269,351272,0.070500
dgram,12288,1024,32,29,5438341,4561511,1337266,362748,0.071300
dgram,12288,1024,32,30,5421190,4610950,1360920,361294,0.071900
dgram,12288,1024,32,31,5731675,4902881,1384237,388054,0.075500
dgram,12288,1024,32,32,5387865,4602710,1357186,367980,0.071800
dgram,12288,1024,32,33,6654097,6052170,1304019,346913,0.068700
dgram,12288,1024,32,34,6669294,6125778,1336287,353277,0.068600
dgram,12288,1024,32,35,6330184,5929855,1278958,343423,0.066800
