algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCM,PAPI_TOT_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_VEC_DP
cholesky,potrf,8192,512,20185088,1000000,16,852065,267298448,98829336,23108039,6166211,1772122,2319903,48501,127662080
cholesky,trsm,8192,512,20185088,1000000,120,6950793,4826046842,2032335502,669769221,238987467,18014106,22949448,1183352,2463068160
cholesky,syrk,8192,512,20185088,1000000,120,12455443,2121783845,728040327,175716370,24560752,17641290,26566319,499832,2149478640
cholesky,gemm,8192,512,20185088,1000000,560,56950268,17538811167,5540320116,1048824289,150424841,99237640,185045390,344992,18863884480
cholesky,potrf,8192,512,20185088,2601000,16,831923,267298068,105643076,29539250,6092585,1715196,2252363,65537,127662080
cholesky,trsm,8192,512,20185088,2601000,120,6861216,4826045837,2091894991,728641776,237712450,15783750,21892789,1940393,2463068160
cholesky,syrk,8192,512,20185088,2601000,120,12427902,2121783263,797265806,244099697,24248964,16594215,26031766,773252,2149478640
cholesky,gemm,8192,512,20185088,2601000,560,56587837,17538808488,5758093987,1264613172,151120314,98327346,183998097,692167,18863884480
cholesky,potrf,8192,1024,20185088,1000000,8,1739589,736205347,276509442,72658373,21931589,3106168,5444349,125719,435470336
cholesky,trsm,8192,1024,20185088,1000000,28,9730682,6253275226,2474427869,751145984,249214459,19487742,34005627,937572,4182585344
cholesky,syrk,8192,1024,20185088,1000000,28,13631918,3650874499,1162681265,225870553,22691551,16874408,35727170,720880,3888310328
cholesky,gemm,8192,1024,20185088,1000000,56,40706831,13685531690,4168337941,682062300,61011835,44637612,114751673,364514,15076425952
cholesky,potrf,8192,1024,20185088,2601000,8,1687466,736205202,289507381,85729785,21715276,2689671,5284216,245988,435470336
cholesky,trsm,8192,1024,20185088,2601000,28,9523965,6253274770,2532485542,810397563,249017330,17291266,32925953,1585062,4182585344
cholesky,syrk,8192,1024,20185088,2601000,28,13387754,3650874396,1243396218,305979405,22336610,15334430,34778257,1290320,3888310328
cholesky,gemm,8192,1024,20185088,2601000,56,40123565,13685533968,4328548858,840796248,61957333,43722496,113968622,724508,15076425952
cholesky,potrf,8192,2048,20185088,1000000,4,4473993,2193115737,832345159,234220288,70344375,7200852,14038398,236918,1586867584
cholesky,trsm,8192,2048,20185088,1000000,6,20679484,8253707568,2994463276,785498370,230642891,19518568,48175142,680150,6814543872
cholesky,syrk,8192,2048,20185088,1000000,6,21574043,5997669480,1836929804,314681324,29817927,18174614,53193276,550456,6563500044
cholesky,gemm,8192,2048,20185088,1000000,4,27764572,7729465507,2299843461,346156713,32100146,17650006,60341643,62370,8615100432
cholesky,potrf,8192,2048,20185088,2601000,4,4475821,2193115580,868925180,270260639,70216645,6723320,13920897,389864,1586867584
cholesky,trsm,8192,2048,20185088,2601000,6,20024864,8253706753,3087852169,876899065,232017724,18111442,47561123,1187497,6814543872
cholesky,syrk,8192,2048,20185088,2601000,6,21110502,5997669004,1949603562,424565280,30861541,17217976,52293218,867381,6563500044
cholesky,gemm,8192,2048,20185088,2601000,4,27567838,7729465015,2378997547,421470276,35870049,17511850,59892604,130322,8615100432
cholesky,potrf,12288,512,20185088,1000000,24,1355312,400937574,147409338,33935567,9282756,2667244,3453014,74292,191493120
cholesky,trsm,12288,512,20185088,1000000,276,16178276,11099906948,4690050140,1552981997,549722215,39667196,52760716,2726168,5665056768
cholesky,syrk,12288,512,20185088,1000000,276,29691724,4880102512,1677107128,406866712,56189172,40581030,61096618,1152956,4943800872
cholesky,gemm,12288,512,20185088,1000000,2024,216341566,63390275747,20038584823,3806264458,543721057,358484572,669678207,1244098,68179468192
cholesky,potrf,12288,512,20185088,2601000,24,1334275,400937529,158421988,44075940,9147403,2588646,3360968,96760,191493120
cholesky,trsm,12288,512,20185088,2601000,276,15883277,11099905388,4809008239,1668257769,547392224,34939056,50321898,4410603,5665056768
cholesky,syrk,12288,512,20185088,2601000,276,28871112,4880101406,1837195018,565091930,55690267,38388217,59638775,1742866,4943800872
cholesky,gemm,12288,512,20185088,2601000,2024,214330978,63390266576,20857898607,4622564207,544348788,355599568,663827734,2564875,68179468192
cholesky,potrf,12288,1024,20185088,1000000,12,2740022,1104297788,414679224,109399386,32744279,4612130,8153817,193451,653205504
cholesky,trsm,12288,1024,20185088,1000000,66,23764383,14739862431,5832703330,1771204933,587687639,45164408,80113898,2192272,9858951168
cholesky,syrk,12288,1024,20185088,1000000,66,33153253,8605632725,2742880309,534449610,53448066,39718795,84122217,1694255,9165302916
