algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCM,PAPI_TOT_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_VEC_DP
cholesky,potrf,8192,512,20185088,1000000,16,831885,267298300,98268486,22604615,6144631,1779860,2272288,48074,127662080
cholesky,trsm,8192,512,20185088,1000000,120,6954721,4826046131,2037971723,674131258,238472476,16778292,22945894,1171181,2463068160
cholesky,syrk,8192,512,20185088,1000000,120,12350147,2121782739,728598937,176114805,24657409,17617164,26432041,492573,2149478640
cholesky,gemm,8192,512,20185088,1000000,560,56321165,17538808185,5538559024,1046334305,150570365,99060660,184512516,337803,18863884480
cholesky,potrf,8192,512,20185088,2601000,16,804558,267298263,105247956,29283857,6086158,1716512,2231843,65639,127662080
cholesky,trsm,8192,512,20185088,2601000,120,6893135,4826044775,2091972427,729289421,237777200,14984142,21817998,1988149,2463068160
cholesky,syrk,8192,512,20185088,2601000,120,12139031,2121782303,794606929,241659053,24250381,16634081,25896675,775359,2149478640
cholesky,gemm,8192,512,20185088,2601000,560,56527245,17538803335,5753143890,1260518592,151081448,98613834,183558084,674562,18863884480
cholesky,potrf,8192,1024,20185088,1000000,8,1846121,736205261,277335183,73439695,21848511,3080968,5437385,125132,435470336
cholesky,trsm,8192,1024,20185088,1000000,28,9703693,6253275361,2474250098,750320497,249529412,18466890,34017707,911918,4182585344
cholesky,syrk,8192,1024,20185088,1000000,28,13704079,3650874225,1162817578,225909686,22613466,16854774,35703606,698567,3888310328
cholesky,gemm,8192,1024,20185088,1000000,56,40913165,13685534889,4169216714,682457311,61056559,44522924,114963071,374059,15076425952
cholesky,potrf,8192,1024,20185088,2601000,8,1818463,736205224,289419008,85497105,21815307,2719382,5244013,241308,435470336
cholesky,trsm,8192,1024,20185088,2601000,28,9065346,6253274649,2528185376,805761502,248827819,17461738,32864384,1650715,4182585344
cholesky,syrk,8192,1024,20185088,2601000,28,13853580,3650874075,1243160729,305746944,22350737,15349686,34669198,1290883,3888310328
cholesky,gemm,8192,1024,20185088,2601000,56,38463130,13685532780,4326101181,838343680,62086279,43665587,114104119,740238,15076425952
cholesky,potrf,8192,2048,20185088,1000000,4,4628347,2193114640,833201609,234410494,70276776,7150290,14118617,236345,1586867584
cholesky,trsm,8192,2048,20185088,1000000,6,20707102,8253707560,2995494889,785336618,230358685,20385936,48081623,676807,6814543872
cholesky,syrk,8192,2048,20185088,1000000,6,21797768,5997669434,1838471355,315751552,29931416,18288617,52967171,541264,6563500044
cholesky,gemm,8192,2048,20185088,1000000,4,27606001,7729465596,2300415740,346124938,32166985,17837102,60424043,62380,8615100432
cholesky,potrf,8192,2048,20185088,2601000,4,4516602,2193115515,868585747,270104825,70292358,6961244,13930732,389967,1586867584
cholesky,trsm,8192,2048,20185088,2601000,6,20420132,8253706916,3090927566,879287325,232332124,18239750,47345977,1153728,6814543872
cholesky,syrk,8192,2048,20185088,2601000,6,21203162,5997669063,1948494630,423387698,31215141,17232876,52625893,867353,6563500044
cholesky,gemm,8192,2048,20185088,2601000,4,27454031,7729465050,2380448987,422535854,35922650,17524458,60017257,133145,8615100432
cholesky,potrf,12288,512,20185088,1000000,24,1345580,400937615,147587952,34099613,9236710,2687630,3459565,72511,191493120
cholesky,trsm,12288,512,20185088,1000000,276,16129791,11099904953,4677872323,1541034200,548619658,38669124,52735816,2744637,5665056768
