algorithm,task,matrix_size,tile_size,frequency,mem_boundness,arithm_intensity,bmr,ilp,l3_cache_ratio,weight
cholesky,potrf,16384,512,2601000,0.213480,0.003314,inf,2.091224,0.088407,32
cholesky,trsm,16384,512,2601000,0.278262,0.001448,inf,1.982226,1.429880,496
cholesky,syrk,16384,512,2601000,0.308448,0.006175,inf,2.654913,2.682768,496
cholesky,gemm,16384,512,2601000,0.222066,0.003518,inf,3.038530,27.071703,4960
cholesky,potrf,16384,512,1000000,0.172077,0.003384,inf,2.211519,0.090284,32
cholesky,trsm,16384,512,1000000,0.262755,0.001469,inf,2.023741,1.450496,496
cholesky,syrk,16384,512,1000000,0.242636,0.006230,inf,2.910538,2.706831,496
cholesky,gemm,16384,512,1000000,0.190638,0.003514,inf,3.161299,27.039407,4960
cholesky,potrf,16384,1024,2601000,0.240173,0.002669,inf,2.187408,0.195693,16
cholesky,trsm,16384,1024,2601000,0.267635,0.001514,inf,2.192203,2.008773,120
cholesky,syrk,16384,1024,2601000,0.245908,0.003862,inf,2.943320,2.993419,120
cholesky,gemm,16384,1024,2601000,0.193438,0.002890,inf,3.172584,19.595376,560
cholesky,potrf,16384,1024,1000000,0.211401,0.002734,inf,2.271103,0.200459,16
cholesky,trsm,16384,1024,1000000,0.253426,0.001577,inf,2.233397,2.092186,120
cholesky,syrk,16384,1024,1000000,0.195448,0.003950,inf,3.142629,3.061929,120
cholesky,gemm,16384,1024,1000000,0.164682,0.003001,inf,3.285861,20.344619,560
cholesky,potrf,16384,2048,2601000,0.269290,0.002376,inf,2.290887,0.518038,8
cholesky,trsm,16384,2048,2601000,0.250004,0.002642,inf,2.451737,5.041050,28
cholesky,syrk,16384,2048,2601000,0.217469,0.003733,inf,3.078551,5.176521,28
cholesky,gemm,16384,2048,2601000,0.177439,0.003711,inf,3.248661,19.893756,56
cholesky,potrf,16384,2048,1000000,0.243445,0.002471,inf,2.373345,0.538806,8
cholesky,trsm,16384,2048,1000000,0.229328,0.002610,inf,2.520219,4.978719,28
cholesky,syrk,16384,2048,1000000,0.172093,0.003799,inf,3.262562,5.267716,28
cholesky,gemm,16384,2048,1000000,0.150627,0.003694,inf,3.360097,19.805828,56
cholesky,potrf,24576,512,2601000,0.213521,0.003409,inf,2.091634,0.136431,48
cholesky,trsm,24576,512,2601000,0.277788,0.001439,inf,1.982603,3.231449,1128
cholesky,syrk,24576,512,2601000,0.308771,0.006181,inf,2.653407,6.107276,1128
cholesky,gemm,24576,512,2601000,0.222162,0.003554,inf,3.038310,95.379759,17296
cholesky,potrf,24576,512,1000000,0.171172,0.003459,inf,2.211431,0.138409,48
cholesky,trsm,24576,512,1000000,0.262949,0.001465,inf,2.023352,3.290011,1128
cholesky,syrk,24576,512,1000000,0.243103,0.006370,inf,2.907837,6.294256,1128
cholesky,gemm,24576,512,1000000,0.190851,0.003545,inf,3.160253,95.122542,17296
cholesky,potrf,24576,1024,2601000,0.241053,0.002723,inf,2.185630,0.299528,24
cholesky,trsm,24576,1024,2601000,0.267691,0.001514,inf,2.191472,4.622411,276
cholesky,syrk,24576,1024,2601000,0.246562,0.003950,inf,2.941044,7.042855,276
cholesky,gemm,24576,1024,2601000,0.193045,0.002884,inf,3.173923,70.668934,2024
