algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCR,PAPI_L3_TCW,
cholesky,potrf,8192,512,23068672,1200000,16,814085,267298187,
cholesky,trsm,8192,512,23068672,1200000,120,7135749,4826041793,
cholesky,syrk,8192,512,23068672,1200000,120,12403124,2121782308,
cholesky,gemm,8192,512,23068672,1200000,560,56597099,17538804486,
cholesky,potrf,8192,512,23068672,2801000,16,826213,267298105,
cholesky,trsm,8192,512,23068672,2801000,120,7260619,4826041956,
cholesky,syrk,8192,512,23068672,2801000,120,12429573,2121781382,
cholesky,gemm,8192,512,23068672,2801000,560,55889486,17538800466,
cholesky,potrf,8192,1024,23068672,1200000,8,1834548,736205130,
cholesky,trsm,8192,1024,23068672,1200000,28,9652616,6253273381,
cholesky,syrk,8192,1024,23068672,1200000,28,13696645,3650874192,
cholesky,gemm,8192,1024,23068672,1200000,56,40186476,13685533733,
cholesky,potrf,8192,1024,23068672,2801000,8,1868489,736204692,
cholesky,trsm,8192,1024,23068672,2801000,28,9017823,6253272467,
cholesky,syrk,8192,1024,23068672,2801000,28,13648650,3650874021,
cholesky,gemm,8192,1024,23068672,2801000,56,37640139,13685532332,
cholesky,potrf,8192,2048,23068672,1200000,4,4516397,2193115672,
cholesky,trsm,8192,2048,23068672,1200000,6,19116442,8253707038,
cholesky,syrk,8192,2048,23068672,1200000,6,20577114,5997669230,
cholesky,gemm,8192,2048,23068672,1200000,4,25979261,7729465431,
cholesky,potrf,8192,2048,23068672,2801000,4,4412473,2193114246,
cholesky,trsm,8192,2048,23068672,2801000,6,18725387,8253706668,
cholesky,syrk,8192,2048,23068672,2801000,6,20402075,5997669071,
cholesky,gemm,8192,2048,23068672,2801000,4,25771973,7729465112,
cholesky,potrf,12288,512,23068672,1200000,24,1319974,400936570,
cholesky,trsm,12288,512,23068672,1200000,276,16864670,11099891480,
cholesky,syrk,12288,512,23068672,1200000,276,30386544,4880098601,
cholesky,gemm,12288,512,23068672,1200000,2024,217813648,63390251899,
cholesky,potrf,12288,512,23068672,2801000,24,1325702,400936292,
cholesky,trsm,12288,512,23068672,2801000,276,16547388,11099893904,
cholesky,syrk,12288,512,23068672,2801000,276,29696287,4880098080,
cholesky,gemm,12288,512,23068672,2801000,2024,217814986,63390247166,
cholesky,potrf,12288,1024,23068672,1200000,12,2931592,1104294303,
cholesky,trsm,12288,1024,23068672,1200000,66,22144427,14739858476,
cholesky,syrk,12288,1024,23068672,1200000,66,33487480,8605632096,
cholesky,gemm,12288,1024,23068672,1200000,220,152497470,53764595400,
cholesky,potrf,12288,1024,23068672,2801000,12,2890288,1104296931,
cholesky,trsm,12288,1024,23068672,2801000,66,22142156,14739856006,
cholesky,syrk,12288,1024,23068672,2801000,66,33583015,8605630512,
cholesky,gemm,12288,1024,23068672,2801000,220,151476144,53764590096,
cholesky,potrf,12288,2048,23068672,1200000,6,7138592,3289662370,
cholesky,trsm,12288,2048,23068672,1200000,15,47363144,20634267601,
cholesky,syrk,12288,2048,23068672,1200000,15,51841393,14994173272,
cholesky,gemm,12288,2048,23068672,1200000,20,128986782,38647323499,
cholesky,potrf,12288,2048,23068672,2801000,6,6931865,3289662346,
cholesky,trsm,12288,2048,23068672,2801000,15,46819163,20634266146,
cholesky,syrk,12288,2048,23068672,2801000,15,50288430,14994172505,
cholesky,gemm,12288,2048,23068672,2801000,20,127278724,38647322413,
cholesky,potrf,16384,512,23068672,1200000,32,1862118,534576164,
