algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_VEC_DP,
cholesky,potrf,8192,512,23068672,1200000,16,844661,
cholesky,trsm,8192,512,23068672,1200000,120,7187033,
cholesky,syrk,8192,512,23068672,1200000,120,12420763,
cholesky,gemm,8192,512,23068672,1200000,560,56575437,
cholesky,potrf,8192,512,23068672,2801000,16,829017,
cholesky,trsm,8192,512,23068672,2801000,120,7155069,
cholesky,syrk,8192,512,23068672,2801000,120,12410507,
cholesky,gemm,8192,512,23068672,2801000,560,56274502,
cholesky,potrf,8192,1024,23068672,1200000,8,1870746,
cholesky,trsm,8192,1024,23068672,1200000,28,9013967,
cholesky,syrk,8192,1024,23068672,1200000,28,13720729,
cholesky,gemm,8192,1024,23068672,1200000,56,37657145,
cholesky,potrf,8192,1024,23068672,2801000,8,1887253,
cholesky,trsm,8192,1024,23068672,2801000,28,8966970,
cholesky,syrk,8192,1024,23068672,2801000,28,13509390,
cholesky,gemm,8192,1024,23068672,2801000,56,36950980,
cholesky,potrf,8192,2048,23068672,1200000,4,4552964,
cholesky,trsm,8192,2048,23068672,1200000,6,18085702,
cholesky,syrk,8192,2048,23068672,1200000,6,20743924,
cholesky,gemm,8192,2048,23068672,1200000,4,26133494,
cholesky,potrf,8192,2048,23068672,2801000,4,4427795,
cholesky,trsm,8192,2048,23068672,2801000,6,17579776,
cholesky,syrk,8192,2048,23068672,2801000,6,20121122,
cholesky,gemm,8192,2048,23068672,2801000,4,25864949,
cholesky,potrf,12288,512,23068672,1200000,24,1339379,
cholesky,trsm,12288,512,23068672,1200000,276,16990601,
cholesky,syrk,12288,512,23068672,1200000,276,30535259,
cholesky,gemm,12288,512,23068672,1200000,2024,216607022,
cholesky,potrf,12288,512,23068672,2801000,24,1325283,
cholesky,trsm,12288,512,23068672,2801000,276,16877242,
cholesky,syrk,12288,512,23068672,2801000,276,30336003,
cholesky,gemm,12288,512,23068672,2801000,2024,217133825,
cholesky,potrf,12288,1024,23068672,1200000,12,3025291,
cholesky,trsm,12288,1024,23068672,1200000,66,22176063,
cholesky,syrk,12288,1024,23068672,1200000,66,34017332,
cholesky,gemm,12288,1024,23068672,1200000,220,153521271,
cholesky,potrf,12288,1024,23068672,2801000,12,2979881,
cholesky,trsm,12288,1024,23068672,2801000,66,21613179,
cholesky,syrk,12288,1024,23068672,2801000,66,32661557,
cholesky,gemm,12288,1024,23068672,2801000,220,148733806,
cholesky,potrf,12288,2048,23068672,1200000,6,6921698,
cholesky,trsm,12288,2048,23068672,1200000,15,46926998,
cholesky,syrk,12288,2048,23068672,1200000,15,50856413,
cholesky,gemm,12288,2048,23068672,1200000,20,127747258,
cholesky,potrf,12288,2048,23068672,2801000,6,6874139,
cholesky,trsm,12288,2048,23068672,2801000,15,46145314,
cholesky,syrk,12288,2048,23068672,2801000,15,50538550,
cholesky,gemm,12288,2048,23068672,2801000,20,127242862,
cholesky,potrf,16384,512,23068672,1200000,32,1844885,
cholesky,trsm,16384,512,23068672,1200000,496,30456476,
cholesky,syrk,16384,512,23068672,1200000,496,55633685,
cholesky,gemm,16384,512,23068672,1200000,4960,550926078,
cholesky,potrf,16384,512,23068672,2801000,32,1810061,
cholesky,trsm,16384,512,23068672,2801000,496,29867269,
cholesky,syrk,16384,512,23068672,2801000,496,55510732,
cholesky,gemm,16384,512,23068672,2801000,4960,544746866,
cholesky,potrf,16384,1024,23068672,1200000,16,3962787,
cholesky,trsm,16384,1024,23068672,1200000,120,42834106,
cholesky,syrk,16384,1024,23068672,1200000,120,62327869,
cholesky,gemm,16384,1024,23068672,1200000,560,415152511,
cholesky,potrf,16384,1024,23068672,2801000,16,3914274,
cholesky,trsm,16384,1024,23068672,2801000,120,41062771,
cholesky,syrk,16384,1024,23068672,2801000,120,60112775,
cholesky,gemm,16384,1024,23068672,2801000,560,393511036,
cholesky,potrf,16384,2048,23068672,1200000,8,9504785,
cholesky,trsm,16384,2048,23068672,1200000,28,87607283,
cholesky,syrk,16384,2048,23068672,1200000,28,94313631,
cholesky,gemm,16384,2048,23068672,1200000,56,358711494,
cholesky,potrf,16384,2048,23068672,2801000,8,9567564,
cholesky,trsm,16384,2048,23068672,2801000,28,86750476,
cholesky,syrk,16384,2048,23068672,2801000,28,94576251,
cholesky,gemm,16384,2048,23068672,2801000,56,356527986,
cholesky,potrf,20480,512,23068672,1200000,40,2325515,
cholesky,trsm,20480,512,23068672,1200000,780,47187050,
cholesky,syrk,20480,512,23068672,1200000,780,86954005,
cholesky,gemm,20480,512,23068672,1200000,9880,1105417096,
cholesky,potrf,20480,512,23068672,2801000,40,2283139,
cholesky,trsm,20480,512,23068672,2801000,780,46592510,
cholesky,syrk,20480,512,23068672,2801000,780,86875791,
cholesky,gemm,20480,512,23068672,2801000,9880,1103940163,
cholesky,potrf,20480,1024,23068672,1200000,20,5222310,
cholesky,trsm,20480,1024,23068672,1200000,190,63917948,
cholesky,syrk,20480,1024,23068672,1200000,190,97418594,
cholesky,gemm,20480,1024,23068672,1200000,1140,797829814,
cholesky,potrf,20480,1024,23068672,2801000,20,4807785,
cholesky,trsm,20480,1024,23068672,2801000,190,65746491,
cholesky,syrk,20480,1024,23068672,2801000,190,96316289,
cholesky,gemm,20480,1024,23068672,2801000,1140,812162608,
cholesky,potrf,20480,2048,23068672,1200000,10,11962295,
cholesky,trsm,20480,2048,23068672,1200000,45,140735119,
cholesky,syrk,20480,2048,23068672,1200000,45,152933720,
cholesky,gemm,20480,2048,23068672,1200000,120,771189922,
cholesky,potrf,20480,2048,23068672,2801000,10,12047913,
cholesky,trsm,20480,2048,23068672,2801000,45,139924439,
cholesky,syrk,20480,2048,23068672,2801000,45,151201953,
cholesky,gemm,20480,2048,23068672,2801000,120,766129727,
cholesky,potrf,24576,512,23068672,1200000,48,2874868,
cholesky,trsm,24576,512,23068672,1200000,1128,67946005,
cholesky,syrk,24576,512,23068672,1200000,1128,128772581,
cholesky,gemm,24576,512,23068672,1200000,17296,1935346510,
cholesky,potrf,24576,512,23068672,2801000,48,2617292,
cholesky,trsm,24576,512,23068672,2801000,1128,65908825,
cholesky,syrk,24576,512,23068672,2801000,1128,124618500,
cholesky,gemm,24576,512,23068672,2801000,17296,1926701831,
cholesky,potrf,24576,1024,23068672,1200000,24,5946131,
cholesky,trsm,24576,1024,23068672,1200000,276,98960755,
cholesky,syrk,24576,1024,23068672,1200000,276,141495550,
cholesky,gemm,24576,1024,23068672,1200000,2024,1493021074,
cholesky,potrf,24576,1024,23068672,2801000,24,6088064,
cholesky,trsm,24576,1024,23068672,2801000,276,90977712,
cholesky,syrk,24576,1024,23068672,2801000,276,141065481,
cholesky,gemm,24576,1024,23068672,2801000,2024,1402050790,
cholesky,potrf,24576,2048,23068672,1200000,12,14693488,
cholesky,trsm,24576,2048,23068672,1200000,66,207323738,
cholesky,syrk,24576,2048,23068672,1200000,66,227467870,
cholesky,gemm,24576,2048,23068672,1200000,220,1406071841,
cholesky,potrf,24576,2048,23068672,2801000,12,14540473,
cholesky,trsm,24576,2048,23068672,2801000,66,206114328,
cholesky,syrk,24576,2048,23068672,2801000,66,222243772,
cholesky,gemm,24576,2048,23068672,2801000,220,1404164596,
cholesky,potrf,28672,512,23068672,1200000,56,3066894,
cholesky,trsm,28672,512,23068672,1200000,1540,91591958,
cholesky,syrk,28672,512,23068672,1200000,1540,171919687,
cholesky,gemm,28672,512,23068672,1200000,27720,3105936603,
cholesky,potrf,28672,512,23068672,2801000,56,3287542,
cholesky,trsm,28672,512,23068672,2801000,1540,91279003,
cholesky,syrk,28672,512,23068672,2801000,1540,172428074,
cholesky,gemm,28672,512,23068672,2801000,27720,3113443294,
cholesky,potrf,28672,1024,23068672,1200000,28,7261286,
cholesky,trsm,28672,1024,23068672,1200000,378,137553908,
cholesky,syrk,28672,1024,23068672,1200000,378,193683041,
cholesky,gemm,28672,1024,23068672,1200000,3276,2417804046,
cholesky,potrf,28672,1024,23068672,2801000,28,7174150,
cholesky,trsm,28672,1024,23068672,2801000,378,126845341,
cholesky,syrk,28672,1024,23068672,2801000,378,192796943,
cholesky,gemm,28672,1024,23068672,2801000,3276,2247598289,
cholesky,potrf,28672,2048,23068672,1200000,14,16681723,
cholesky,trsm,28672,2048,23068672,1200000,91,283981334,
cholesky,syrk,28672,2048,23068672,1200000,91,302543328,
cholesky,gemm,28672,2048,23068672,1200000,364,2308505701,
cholesky,potrf,28672,2048,23068672,2801000,14,16726580,
cholesky,trsm,28672,2048,23068672,2801000,91,281496121,
cholesky,syrk,28672,2048,23068672,2801000,91,299541035,
cholesky,gemm,28672,2048,23068672,2801000,364,2283824705,
