algorithm,task,matrix_size,tile_size,mem_boundness,arithm_intensity,bmr,ilp,l3_cache_ratio,case,PKG1,PKG2,DRAM1,DRAM2,time
cholesky,syrk,32768,1024,0.254952,0.003763,0.007006,2.908096,10.682884,13,1891629902.6666667,1694109636.6666667,328885107.6666667,151434565.33333334,14.7184
cholesky,syrk,32768,1024,0.254952,0.003763,0.007006,2.908096,10.682884,14,1900189003.6666667,1703085199.0,329716045.6666667,152045004.33333334,14.753366666666668
cholesky,syrk,32768,1024,0.254952,0.003763,0.007006,2.908096,10.682884,15,1889459579.3333333,1687264764.0,329242347.0,152393763.0,14.743633333333332
cholesky,syrk,32768,1024,0.254952,0.003763,0.007006,2.908096,10.682884,16,1897703210.6666667,1706096828.6666667,329345454.0,151414487.0,14.7354
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,1,1889859379.0,1683492577.3333333,329846656.6666667,151903326.66666666,14.757966666666666
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,2,1891282145.6666667,1691509646.6666667,330583122.0,151562565.0,14.787633333333332
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,3,1881172165.6666667,1684277446.3333333,330283976.3333333,151717018.33333334,14.7658
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,4,1877947239.3333333,1681487700.0,329034471.3333333,152186121.66666666,14.722666666666669
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,5,1899320414.6666667,1690127000.6666667,330014365.0,152933393.66666666,14.777833333333334
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,6,1912251615.3333333,1705267770.0,332561804.6666667,152362928.0,14.869566666666666
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,7,1896119495.0,1688085909.0,330267013.6666667,152519111.0,14.7831
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,8,1893148270.6666667,1692005108.3333333,331012975.6666667,152620305.0,14.8007
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,9,1887771921.0,1688346549.0,328103629.3333333,151288542.0,14.683366666666666
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,10,1903128754.3333333,1695192580.3333333,329131524.3333333,152872714.33333334,14.747833333333332
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,11,1892479571.0,1697226103.3333333,330522728.0,152257231.0,14.7992
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,12,1891293437.6666667,1687765129.3333333,329081223.3333333,152191181.0,14.735433333333331
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,13,1891629902.6666667,1694109636.6666667,328885107.6666667,151434565.33333334,14.7184
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,14,1900189003.6666667,1703085199.0,329716045.6666667,152045004.33333334,14.753366666666668
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,15,1889459579.3333333,1687264764.0,329242347.0,152393763.0,14.743633333333332
cholesky,gemm,32768,1024,0.196736,0.002792,0.00765,3.159935,147.735996,16,1897703210.6666667,1706096828.6666667,329345454.0,151414487.0,14.7354
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,1,1785015755.0,1659734520.3333333,310593626.0,138329982.66666666,13.882133333333334
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,2,1805431392.6666667,1669828326.3333333,314342743.0,138929130.66666666,14.056366666666667
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,3,1802410262.3333333,1658308600.3333333,312489566.0,139712199.66666666,13.9616
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,4,1761131071.0,1694845656.6666667,261778680.3333333,180848050.3333333,13.9766
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,5,1800456796.3333333,1668813965.0,314005480.0,133530448.66666669,14.033366666666666
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,6,1736458018.3333333,1630387712.6666667,302880641.3333333,139682599.66666666,13.5142
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,7,1808282765.0,1667780866.3333333,315286885.6666667,136413203.33333334,14.101133333333332
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,8,1775722525.3333333,1646253700.0,308792831.6666667,137469994.66666666,13.798066666666664
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,9,1779841858.6666667,1654254086.0,310015638.0,138460323.0,13.850833333333334
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,10,1715760317.0,1623263422.6666667,299104688.0,140386292.66666666,13.349166666666669
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,11,1780162699.6666667,1653344237.3333333,311047317.0,137377838.33333334,13.899866666666668
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,12,1749714576.0,1632803844.3333333,303135013.6666667,142988235.66666666,13.5578
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,13,1788716063.0,1654317013.3333333,311104324.3333333,139323957.33333334,13.908433333333337
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,14,1786168624.6666667,1647416477.6666667,310378232.6666667,141142388.0,13.8813
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,15,1753624945.6666667,1639976738.0,306793555.0,138092424.33333334,13.7083
cholesky,potrf,32768,2048,0.308619,0.002023,0.002263,2.57155,0.822857,16,1742276850.6666667,1635799055.3333333,302907594.6666667,139929209.66666666,13.5405
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,1,1785015755.0,1659734520.3333333,310593626.0,138329982.66666666,13.882133333333334
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,2,1805431392.6666667,1669828326.3333333,314342743.0,138929130.66666666,14.056366666666667
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,3,1802410262.3333333,1658308600.3333333,312489566.0,139712199.66666666,13.9616
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,4,1761131071.0,1694845656.6666667,261778680.3333333,180848050.3333333,13.9766
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,5,1800456796.3333333,1668813965.0,314005480.0,133530448.66666669,14.033366666666666
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,6,1736458018.3333333,1630387712.6666667,302880641.3333333,139682599.66666666,13.5142
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,7,1808282765.0,1667780866.3333333,315286885.6666667,136413203.33333334,14.101133333333332
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,8,1775722525.3333333,1646253700.0,308792831.6666667,137469994.66666666,13.798066666666664
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,9,1779841858.6666667,1654254086.0,310015638.0,138460323.0,13.850833333333334
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,10,1715760317.0,1623263422.6666667,299104688.0,140386292.66666666,13.349166666666669
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,11,1780162699.6666667,1653344237.3333333,311047317.0,137377838.33333334,13.899866666666668
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,12,1749714576.0,1632803844.3333333,303135013.6666667,142988235.66666666,13.5578
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,13,1788716063.0,1654317013.3333333,311104324.3333333,139323957.33333334,13.908433333333337
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,14,1786168624.6666667,1647416477.6666667,310378232.6666667,141142388.0,13.8813
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,15,1753624945.6666667,1639976738.0,306793555.0,138092424.33333334,13.7083
cholesky,trsm,32768,2048,0.280631,0.002152,0.002342,2.711621,16.184224,16,1742276850.6666667,1635799055.3333333,302907594.6666667,139929209.66666666,13.5405
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,1,1785015755.0,1659734520.3333333,310593626.0,138329982.66666666,13.882133333333334
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,2,1805431392.6666667,1669828326.3333333,314342743.0,138929130.66666666,14.056366666666667
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,3,1802410262.3333333,1658308600.3333333,312489566.0,139712199.66666666,13.9616
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,4,1761131071.0,1694845656.6666667,261778680.3333333,180848050.3333333,13.9766
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,5,1800456796.3333333,1668813965.0,314005480.0,133530448.66666669,14.033366666666666
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,6,1736458018.3333333,1630387712.6666667,302880641.3333333,139682599.66666666,13.5142
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,7,1808282765.0,1667780866.3333333,315286885.6666667,136413203.33333334,14.101133333333332
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,8,1775722525.3333333,1646253700.0,308792831.6666667,137469994.66666666,13.798066666666664
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,9,1779841858.6666667,1654254086.0,310015638.0,138460323.0,13.850833333333334
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,10,1715760317.0,1623263422.6666667,299104688.0,140386292.66666666,13.349166666666669
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,11,1780162699.6666667,1653344237.3333333,311047317.0,137377838.33333334,13.899866666666668
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,12,1749714576.0,1632803844.3333333,303135013.6666667,142988235.66666666,13.5578
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,13,1788716063.0,1654317013.3333333,311104324.3333333,139323957.33333334,13.908433333333337
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,14,1786168624.6666667,1647416477.6666667,310378232.6666667,141142388.0,13.8813
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,15,1753624945.6666667,1639976738.0,306793555.0,138092424.33333334,13.7083
cholesky,syrk,32768,2048,0.221424,0.003227,0.002697,3.065896,16.89039,16,1742276850.6666667,1635799055.3333333,302907594.6666667,139929209.66666666,13.5405
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,1,1785015755.0,1659734520.3333333,310593626.0,138329982.66666666,13.882133333333334
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,2,1805431392.6666667,1669828326.3333333,314342743.0,138929130.66666666,14.056366666666667
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,3,1802410262.3333333,1658308600.3333333,312489566.0,139712199.66666666,13.9616
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,4,1761131071.0,1694845656.6666667,261778680.3333333,180848050.3333333,13.9766
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,5,1800456796.3333333,1668813965.0,314005480.0,133530448.66666669,14.033366666666666
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,6,1736458018.3333333,1630387712.6666667,302880641.3333333,139682599.66666666,13.5142
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,7,1808282765.0,1667780866.3333333,315286885.6666667,136413203.33333334,14.101133333333332
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,8,1775722525.3333333,1646253700.0,308792831.6666667,137469994.66666666,13.798066666666664
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,9,1779841858.6666667,1654254086.0,310015638.0,138460323.0,13.850833333333334
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,10,1715760317.0,1623263422.6666667,299104688.0,140386292.66666666,13.349166666666669
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,11,1780162699.6666667,1653344237.3333333,311047317.0,137377838.33333334,13.899866666666668
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,12,1749714576.0,1632803844.3333333,303135013.6666667,142988235.66666666,13.5578
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,13,1788716063.0,1654317013.3333333,311104324.3333333,139323957.33333334,13.908433333333337
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,14,1786168624.6666667,1647416477.6666667,310378232.6666667,141142388.0,13.8813
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,15,1753624945.6666667,1639976738.0,306793555.0,138092424.33333334,13.7083
cholesky,gemm,32768,2048,0.181212,0.003235,0.001441,3.237457,152.3053,16,1742276850.6666667,1635799055.3333333,302907594.6666667,139929209.66666666,13.5405
