algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_VEC_DP,
sylsvd,trsyl,22528,256,37486592,1000000,88,3089728767,
sylsvd,gesvd,22528,256,37486592,1000000,88,4531982546,
sylsvd,geev,22528,256,37486592,1000000,88,9025701985,
sylsvd,gemm,22528,256,37486592,1000000,88,370540896,
sylsvd,trsyl,22528,256,37486592,4000000,88,3089728767,
sylsvd,gesvd,22528,256,37486592,4000000,88,4531982546,
sylsvd,geev,22528,256,37486592,4000000,88,9025701985,
sylsvd,gemm,22528,256,37486592,4000000,88,370540896,
sylsvd,trsyl,22528,512,37486592,1000000,44,12085067779,
sylsvd,gesvd,22528,512,37486592,1000000,44,24379094903,
sylsvd,geev,22528,512,37486592,1000000,44,33703010690,
sylsvd,gemm,22528,512,37486592,1000000,44,1482162352,
sylsvd,trsyl,22528,512,37486592,4000000,44,12085067779,
sylsvd,gesvd,22528,512,37486592,4000000,44,24379094903,
sylsvd,geev,22528,512,37486592,4000000,44,33703010690,
sylsvd,gemm,22528,512,37486592,4000000,44,1482162352,
sylsvd,trsyl,22528,1024,37486592,1000000,22,47795371518,
sylsvd,gesvd,22528,1024,37486592,1000000,22,66239479911,
sylsvd,geev,22528,1024,37486592,1000000,22,120465442757,
sylsvd,gemm,22528,1024,37486592,1000000,22,5922881624,
sylsvd,trsyl,22528,1024,37486592,4000000,22,47795371518,
sylsvd,gesvd,22528,1024,37486592,4000000,22,66239479911,
sylsvd,geev,22528,1024,37486592,4000000,22,120465442757,
sylsvd,gemm,22528,1024,37486592,4000000,22,5922881624,
sylsvd,trsyl,22528,2048,37486592,1000000,11,190091590918,
sylsvd,gesvd,22528,2048,37486592,1000000,11,122715462198,
sylsvd,geev,22528,2048,37486592,1000000,11,95202375603,
sylsvd,gemm,22528,2048,37486592,1000000,11,23691526188,
sylsvd,trsyl,22528,2048,37486592,4000000,11,190091590918,
sylsvd,gesvd,22528,2048,37486592,4000000,11,122715462198,
sylsvd,geev,22528,2048,37486592,4000000,11,95202375603,
sylsvd,gemm,22528,2048,37486592,4000000,11,23691526188,
sylsvd,trsyl,24576,256,37486592,1000000,96,3370608103,
sylsvd,gesvd,24576,256,37486592,1000000,96,4931632972,
sylsvd,geev,24576,256,37486592,1000000,96,9844237309,
sylsvd,gemm,24576,256,37486592,1000000,96,404226432,
sylsvd,trsyl,24576,256,37486592,4000000,96,3370608103,
sylsvd,gesvd,24576,256,37486592,4000000,96,4931632972,
sylsvd,geev,24576,256,37486592,4000000,96,9844237309,
sylsvd,gemm,24576,256,37486592,4000000,96,404226432,
sylsvd,trsyl,24576,512,37486592,1000000,48,13183705207,
sylsvd,gesvd,24576,512,37486592,1000000,48,26805291945,
sylsvd,geev,24576,512,37486592,1000000,48,36756502311,
sylsvd,gemm,24576,512,37486592,1000000,48,1616904384,
sylsvd,trsyl,24576,512,37486592,4000000,48,13183705207,
sylsvd,gesvd,24576,512,37486592,4000000,48,26805291945,
sylsvd,geev,24576,512,37486592,4000000,48,36756502311,
sylsvd,gemm,24576,512,37486592,4000000,48,1616904384,
sylsvd,trsyl,24576,1024,37486592,1000000,24,52140400195,
sylsvd,gesvd,24576,1024,37486592,1000000,24,81802765805,
sylsvd,geev,24576,1024,37486592,1000000,24,132419238474,
sylsvd,gemm,24576,1024,37486592,1000000,24,6461325408,
sylsvd,trsyl,24576,1024,37486592,4000000,24,52140400195,
sylsvd,gesvd,24576,1024,37486592,4000000,24,81802765805,
sylsvd,geev,24576,1024,37486592,4000000,24,132419238474,
sylsvd,gemm,24576,1024,37486592,4000000,24,6461325408,
sylsvd,trsyl,24576,2048,37486592,1000000,12,207372639540,
sylsvd,gesvd,24576,2048,37486592,1000000,12,130441974277,
sylsvd,geev,24576,2048,37486592,1000000,12,109607756248,
sylsvd,gemm,24576,2048,37486592,1000000,12,25845301296,
sylsvd,trsyl,24576,2048,37486592,4000000,12,207372639540,
sylsvd,gesvd,24576,2048,37486592,4000000,12,130441974277,
sylsvd,geev,24576,2048,37486592,4000000,12,109607756248,
sylsvd,gemm,24576,2048,37486592,4000000,12,25845301296,
