algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCR,PAPI_L3_TCW,
cholesky,potrf,8192,512,37486592,1000000,16,2305811,41230,
cholesky,trsm,8192,512,37486592,1000000,120,23682943,429503,
cholesky,syrk,8192,512,37486592,1000000,120,26969242,363048,
cholesky,gemm,8192,512,37486592,1000000,560,185467866,256126,
cholesky,potrf,8192,512,37486592,4000000,16,2265833,55702,
cholesky,trsm,8192,512,37486592,4000000,120,22436419,1498496,
cholesky,syrk,8192,512,37486592,4000000,120,26244954,578491,
cholesky,gemm,8192,512,37486592,4000000,560,184947712,420135,
cholesky,potrf,8192,1024,37486592,1000000,8,5525947,89857,
cholesky,trsm,8192,1024,37486592,1000000,28,34770586,411040,
cholesky,syrk,8192,1024,37486592,1000000,28,36224069,340809,
cholesky,gemm,8192,1024,37486592,1000000,56,115401496,244740,
cholesky,potrf,8192,1024,37486592,4000000,8,5324812,150504,
cholesky,trsm,8192,1024,37486592,4000000,28,33588146,1163042,
cholesky,syrk,8192,1024,37486592,4000000,28,35336440,933506,
cholesky,gemm,8192,1024,37486592,4000000,56,114828270,460802,
cholesky,potrf,8192,2048,37486592,1000000,4,13988863,136555,
cholesky,trsm,8192,2048,37486592,1000000,6,48965859,296835,
cholesky,syrk,8192,2048,37486592,1000000,6,53998188,316990,
cholesky,gemm,8192,2048,37486592,1000000,4,59714329,64704,
cholesky,potrf,8192,2048,37486592,4000000,4,13964868,301208,
cholesky,trsm,8192,2048,37486592,4000000,6,47876942,835337,
cholesky,syrk,8192,2048,37486592,4000000,6,52850763,761374,
cholesky,gemm,8192,2048,37486592,4000000,4,60622367,135859,
cholesky,potrf,10240,512,37486592,1000000,20,2920798,50323,
cholesky,trsm,10240,512,37486592,1000000,190,37524431,729069,
cholesky,syrk,10240,512,37486592,1000000,190,42672237,582499,
cholesky,gemm,10240,512,37486592,1000000,1140,376319958,520282,
cholesky,potrf,10240,512,37486592,4000000,20,2828608,69864,
cholesky,trsm,10240,512,37486592,4000000,190,35533482,2390403,
cholesky,syrk,10240,512,37486592,4000000,190,41745114,950296,
cholesky,gemm,10240,512,37486592,4000000,1140,375574115,883038,
cholesky,potrf,10240,1024,37486592,1000000,10,6822016,112662,
cholesky,trsm,10240,1024,37486592,1000000,45,55399691,634301,
cholesky,syrk,10240,1024,37486592,1000000,45,57942842,566460,
cholesky,gemm,10240,1024,37486592,1000000,120,246711144,534405,
cholesky,potrf,10240,1024,37486592,4000000,10,6688119,195246,
cholesky,trsm,10240,1024,37486592,4000000,45,54082899,1876412,
cholesky,syrk,10240,1024,37486592,4000000,45,56601186,1582033,
cholesky,gemm,10240,1024,37486592,4000000,120,246769245,1084222,
cholesky,potrf,10240,2048,37486592,1000000,5,17623722,180118,
cholesky,trsm,10240,2048,37486592,1000000,10,81093863,480879,
cholesky,syrk,10240,2048,37486592,1000000,10,89140632,532082,
cholesky,gemm,10240,2048,37486592,1000000,10,151501596,163078,
cholesky,potrf,10240,2048,37486592,4000000,5,17549775,386583,
cholesky,trsm,10240,2048,37486592,4000000,10,79565274,1398328,
cholesky,syrk,10240,2048,37486592,4000000,10,87710276,1277245,
cholesky,gemm,10240,2048,37486592,4000000,10,150610793,318001,
cholesky,potrf,12288,512,37486592,1000000,24,3454445,61774,
cholesky,trsm,12288,512,37486592,1000000,276,54589350,1044391,
cholesky,syrk,12288,512,37486592,1000000,276,61829232,844207,
cholesky,gemm,12288,512,37486592,1000000,2024,668573746,900632,
cholesky,potrf,12288,512,37486592,4000000,24,3415717,86049,
cholesky,trsm,12288,512,37486592,4000000,276,51595800,3510939,
cholesky,syrk,12288,512,37486592,4000000,276,60526073,1395731,
cholesky,gemm,12288,512,37486592,4000000,2024,668482382,1702235,
cholesky,potrf,12288,1024,37486592,1000000,12,8218560,138638,
cholesky,trsm,12288,1024,37486592,1000000,66,81391388,934174,
cholesky,syrk,12288,1024,37486592,1000000,66,84884614,835343,
cholesky,gemm,12288,1024,37486592,1000000,220,453302282,1000936,
cholesky,potrf,12288,1024,37486592,4000000,12,8071042,246337,
cholesky,trsm,12288,1024,37486592,4000000,66,79235966,2765362,
cholesky,syrk,12288,1024,37486592,4000000,66,83159164,2373400,
cholesky,gemm,12288,1024,37486592,4000000,220,451781067,2021454,
cholesky,potrf,12288,2048,37486592,1000000,6,21326513,228927,
cholesky,trsm,12288,2048,37486592,1000000,15,121128067,720851,
cholesky,syrk,12288,2048,37486592,1000000,15,133771019,775174,
cholesky,gemm,12288,2048,37486592,1000000,20,302371614,313455,
cholesky,potrf,12288,2048,37486592,4000000,6,21095230,458094,
cholesky,trsm,12288,2048,37486592,4000000,15,119350495,2096423,
cholesky,syrk,12288,2048,37486592,4000000,15,131750977,1889632,
cholesky,gemm,12288,2048,37486592,4000000,20,301983125,603999,
cholesky,potrf,14336,512,37486592,1000000,28,4020629,70379,
