algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCM,PAPI_TOT_INS,PAPI_RES_STL,PAPI_TOT_CYC,PAPI_BR_MSP,
dlansy,laset,10000,500,31457280,1200000,400,349,222708,4926,312876,47,
dlansy,lansy,10000,500,31457280,1200000,20,39662,90259989,3136212,33058488,10090,
dlansy,lange,10000,500,31457280,1200000,190,235210,1711279362,22430802,589822739,97907,
dlansy,langemax,10000,500,31457280,1200000,228,61,83695,2762,152591,20,
dlansy,laset,10000,500,31457280,2301000,400,331,222708,8918,318213,52,
dlansy,lansy,10000,500,31457280,2301000,20,39708,90259985,5980328,35896785,10088,
dlansy,lange,10000,500,31457280,2301000,190,221312,1711279307,39228585,606832545,98212,
dlansy,langemax,10000,500,31457280,2301000,228,47,83695,8406,158346,20,
dlansy,laset,10000,600,31457280,1200000,289,331,161769,7726,221194,56,
dlansy,lansy,10000,600,31457280,1200000,17,40992,106818758,3520909,38916302,10112,
dlansy,lange,10000,600,31457280,1200000,136,206473,1694490940,19716990,582212838,80835,
dlansy,langemax,10000,600,31457280,1200000,168,54,61674,3993,112605,22,
dlansy,laset,10000,600,31457280,2301000,289,328,161769,12224,237830,47,
dlansy,lansy,10000,600,31457280,2301000,17,40218,106818751,6542637,41932012,10079,
dlansy,lange,10000,600,31457280,2301000,136,189893,1694490889,33984148,595954364,80488,
dlansy,langemax,10000,600,31457280,2301000,168,50,61672,8996,114616,19,
dlansy,laset,10000,700,31457280,1200000,225,349,126634,10937,183101,59,
dlansy,lansy,10000,700,31457280,1200000,15,41362,124457984,3321597,44605681,10093,
dlansy,lange,10000,700,31457280,1200000,105,194761,1676688624,19004992,574904678,68476,
dlansy,langemax,10000,700,31457280,1200000,133,55,48825,4034,86525,16,
dlansy,laset,10000,700,31457280,2301000,225,346,126634,16192,190547,54,
dlansy,lansy,10000,700,31457280,2301000,15,40862,124457981,6199381,47488139,10135,
dlansy,lange,10000,700,31457280,2301000,105,176497,1676688567,31820326,588232707,76988,
dlansy,langemax,10000,700,31457280,2301000,133,64,48825,8715,95510,15,
dlansy,laset,10000,800,31457280,1200000,169,334,95889,8571,150517,52,
dlansy,lansy,10000,800,31457280,1200000,13,39473,141377397,3286400,50207466,10076,
dlansy,lange,10000,800,31457280,1200000,78,183065,1659646837,18028383,568015254,58923,
dlansy,langemax,10000,800,31457280,1200000,102,65,37446,4345,65827,13,
dlansy,laset,10000,800,31457280,2301000,169,346,95888,18852,160557,47,
dlansy,lansy,10000,800,31457280,2301000,13,38754,141377396,6176370,53071057,10098,
dlansy,lange,10000,800,31457280,2301000,78,161958,1659646775,29420253,579614163,58919,
dlansy,langemax,10000,800,31457280,2301000,102,61,37446,8157,73484,15,
dlansy,laset,10000,900,31457280,1200000,144,340,82164,7200,126911,48,
dlansy,lansy,10000,900,31457280,1200000,12,40658,160816518,3318519,56717688,10075,
dlansy,lange,10000,900,31457280,1200000,66,174963,1640112128,17490488,560711793,51734,
dlansy,langemax,10000,900,31457280,1200000,88,56,32307,3677,57150,13,
dlansy,laset,10000,900,31457280,2301000,144,326,82165,13003,144267,56,
dlansy,lansy,10000,900,31457280,2301000,12,40793,160816514,6235467,59629491,10096,
dlansy,lange,10000,900,31457280,2301000,66,156531,1640112075,28481844,572889812,77110,
dlansy,langemax,10000,900,31457280,2301000,88,58,32307,8812,63622,13,
dlansy,laset,10000,1000,31457280,1200000,100,345,58009,9095,96413,56,
dlansy,lansy,10000,1000,31457280,1200000,10,40472,180255702,3568533,63407608,10101,
dlansy,lange,10000,1000,31457280,1200000,45,163848,1620595150,16470718,553443843,54441,
dlansy,langemax,10000,1000,31457280,1200000,63,49,23130,3346,41307,11,
dlansy,laset,10000,1000,31457280,2301000,100,307,58009,9251,103931,52,
dlansy,lansy,10000,1000,31457280,2301000,10,41074,180255698,6830590,66642140,10099,
dlansy,lange,10000,1000,31457280,2301000,45,144675,1620595095,26585342,563810787,45830,
dlansy,langemax,10000,1000,31457280,2301000,63,43,23130,6488,44297,10,
dlansy,laset,10000,1100,31457280,1200000,100,340,58008,9823,97328,52,
dlansy,lansy,10000,1100,31457280,1200000,10,40946,196455819,3401019,68664047,10101,
dlansy,lange,10000,1100,31457280,1200000,45,163867,1604337086,16464462,547772717,41308,
dlansy,langemax,10000,1100,31457280,1200000,63,62,23130,3663,41692,11,
dlansy,laset,10000,1100,31457280,2301000,100,336,58007,14036,107564,54,
dlansy,lansy,10000,1100,31457280,2301000,10,40449,196455813,6015303,71273669,10077,
dlansy,lange,10000,1100,31457280,2301000,45,145757,1604337031,26833793,558336707,41264,
dlansy,langemax,10000,1100,31457280,2301000,63,54,23130,6697,47298,10,
dlansy,laset,12000,500,31457280,1200000,576,327,319334,9906,416479,58,
dlansy,lansy,12000,500,31457280,1200000,24,49303,108311327,3883366,39781769,12176,
dlansy,lange,12000,500,31457280,1200000,276,343243,2485860084,32528047,856960120,142979,
dlansy,langemax,12000,500,31457280,1200000,322,71,118198,12607,211212,25,
dlansy,laset,12000,500,31457280,2301000,576,338,319333,14565,420723,52,
dlansy,lansy,12000,500,31457280,2301000,24,50355,108311322,8493142,44364499,12135,
dlansy,lange,12000,500,31457280,2301000,276,318730,2485859992,63022463,888157076,142936,
dlansy,langemax,12000,500,31457280,2301000,322,57,118197,17045,220797,23,
dlansy,laset,12000,600,31457280,1200000,400,341,222707,6993,300461,50,
dlansy,lansy,12000,600,31457280,1200000,20,50762,129910086,4337196,47366108,12086,
dlansy,lange,12000,600,31457280,1200000,190,300582,2463927793,29307902,845661602,116891,
dlansy,langemax,12000,600,31457280,1200000,228,93,83696,5946,149215,23,
dlansy,laset,12000,600,31457280,2301000,400,379,222709,14296,320288,62,
dlansy,lansy,12000,600,31457280,2301000,20,50148,129910080,8445133,51467012,12136,
dlansy,lange,12000,600,31457280,2301000,190,275775,2463927709,53166491,870166299,117300,
dlansy,langemax,12000,600,31457280,2301000,228,70,83695,23636,173271,23,
dlansy,laset,12000,700,31457280,1200000,324,353,180983,14217,268044,62,
dlansy,lansy,12000,700,31457280,1200000,18,49709,150429198,3968506,53887578,12146,
dlansy,lange,12000,700,31457280,1200000,153,284374,2443175756,27672683,837815421,109380,
dlansy,langemax,12000,700,31457280,1200000,187,92,68646,6265,125728,19,
dlansy,laset,12000,700,31457280,2301000,324,329,180985,18737,268301,59,
dlansy,lansy,12000,700,31457280,2301000,18,51117,150429194,8027757,57909951,12113,
dlansy,lange,12000,700,31457280,2301000,153,257490,2443175668,50101965,860484628,99356,
dlansy,langemax,12000,700,31457280,2301000,187,63,68646,16705,135896,20,
dlansy,laset,12000,800,31457280,1200000,225,331,126635,11311,184107,52,
dlansy,lansy,12000,800,31457280,1200000,15,47046,173107824,3897003,61366993,12232,
dlansy,lange,12000,800,31457280,1200000,105,264390,2420316157,26083886,827975231,90812,
dlansy,langemax,12000,800,31457280,1200000,133,63,48825,5284,87126,18,
dlansy,laset,12000,800,31457280,2301000,225,377,126634,18814,198409,49,
dlansy,lansy,12000,800,31457280,2301000,15,47363,173107819,7811459,65228105,12092,
dlansy,lange,12000,800,31457280,2301000,105,235034,2420316070,46042944,848049359,85828,
dlansy,langemax,12000,800,31457280,2301000,133,68,48825,12590,96647,15,
dlansy,laset,12000,900,31457280,1200000,196,345,110713,8339,167479,50,
dlansy,lansy,12000,900,31457280,1200000,14,49900,191467340,4044586,67620453,12091,
dlansy,lange,12000,900,31457280,1200000,91,254689,2401823877,25334108,821066377,75606,
dlansy,langemax,12000,900,31457280,1200000,117,92,42952,6604,78044,15,
dlansy,laset,12000,900,31457280,2301000,196,350,110712,17615,199982,49,
dlansy,lansy,12000,900,31457280,2301000,14,50576,191467336,7891149,71454690,12110,
dlansy,lange,12000,900,31457280,2301000,91,223606,2401823788,44344175,840677972,75704,
dlansy,langemax,12000,900,31457280,2301000,117,85,42952,14142,91461,14,
dlansy,laset,12000,1000,31457280,1200000,144,385,82164,9014,126401,49,
dlansy,lansy,12000,1000,31457280,1200000,12,49602,216306751,4355028,76159738,12146,
dlansy,lange,12000,1000,31457280,1200000,66,240549,2376872589,23988019,811975157,90200,
dlansy,langemax,12000,1000,31457280,1200000,88,66,32307,4258,57441,16,
dlansy,laset,12000,1000,31457280,2301000,144,363,82165,16847,144723,63,
dlansy,lansy,12000,1000,31457280,2301000,12,50862,216306745,8670177,80444126,12094,
dlansy,lange,12000,1000,31457280,2301000,66,212099,2376872503,42292371,831072974,133013,
dlansy,langemax,12000,1000,31457280,2301000,88,65,32307,10316,65355,13,
dlansy,laset,12000,1100,31457280,1200000,121,370,69539,11184,116036,51,
dlansy,lansy,12000,1100,31457280,1200000,11,50596,236105875,4214143,82638460,12102,
dlansy,lange,12000,1100,31457280,1200000,55,236360,2356985881,23902062,804872328,87257,
dlansy,langemax,12000,1100,31457280,1200000,75,81,27535,4346,49360,11,
dlansy,laset,12000,1100,31457280,2301000,121,368,69537,17312,127080,46,
dlansy,lansy,12000,1100,31457280,2301000,11,50977,236105866,8528698,86931968,12116,
dlansy,lange,12000,1100,31457280,2301000,55,206822,2356985792,44373160,825225998,60491,
dlansy,langemax,12000,1100,31457280,2301000,75,72,27535,10893,57307,11,
dlansy,laset,14000,500,31457280,1200000,784,358,433524,9420,553243,63,
dlansy,lansy,14000,500,31457280,1200000,28,57060,126363261,4493089,46375590,14115,
dlansy,lange,14000,500,31457280,1200000,378,472580,3404546283,44827600,1173475898,195621,
dlansy,langemax,14000,500,31457280,1200000,432,88,158571,8507,281591,30,
dlansy,laset,14000,500,31457280,2301000,784,329,433523,17419,573591,48,
dlansy,lansy,14000,500,31457280,2301000,28,60836,126363256,11596546,53434329,14125,
dlansy,lange,14000,500,31457280,2301000,378,439302,3404546133,103015347,1232400338,194923,
dlansy,langemax,14000,500,31457280,2301000,432,86,158571,28448,310276,28,
dlansy,laset,14000,600,31457280,1200000,576,357,319332,8867,416632,60,
dlansy,lansy,14000,600,31457280,1200000,24,57562,150121441,4893679,54636773,14325,
dlansy,lange,14000,600,31457280,1200000,276,425006,3380337489,41071554,1161405267,161116,
dlansy,langemax,14000,600,31457280,1200000,322,96,118197,11388,216116,25,
dlansy,laset,14000,600,31457280,2301000,576,358,319332,19870,429709,53,
dlansy,lansy,14000,600,31457280,2301000,24,62095,150121437,12931715,62594231,14159,
dlansy,lange,14000,600,31457280,2301000,276,388391,3380337340,92676703,1212888777,161201,
dlansy,langemax,14000,600,31457280,2301000,322,91,118197,25717,235359,25,
dlansy,laset,14000,700,31457280,1200000,400,363,222709,14815,302587,52,
dlansy,lansy,14000,700,31457280,1200000,20,59006,176760134,4729501,63361502,14078,
dlansy,lange,14000,700,31457280,1200000,190,382077,3353371640,38002680,1149126632,145302,
dlansy,langemax,14000,700,31457280,1200000,228,104,83695,10353,153511,19,
dlansy,laset,14000,700,31457280,2301000,400,357,222709,26096,356441,56,
dlansy,lansy,14000,700,31457280,2301000,20,62518,176760124,11974563,70552275,14316,
dlansy,lange,14000,700,31457280,2301000,190,342944,3353371498,82277972,1194037461,136141,
