algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCM,PAPI_TOT_INS,PAPI_RES_STL,PAPI_TOT_CYC,PAPI_BR_MSP,
dlansy,laset,10000,500,31457280,1200000,400,337,222707,9113,298851,65,
dlansy,lansy,10000,500,31457280,1200000,20,39453,90259987,3122573,33046066,10079,
dlansy,lange,10000,500,31457280,1200000,190,238539,1711279364,22655559,590047512,98263,
dlansy,langemax,10000,500,31457280,1200000,228,57,83695,4369,148899,22,
dlansy,laset,10000,500,31457280,2301000,400,357,222708,11189,302267,55,
dlansy,lansy,10000,500,31457280,2301000,20,39224,90259986,5852480,35774646,10142,
dlansy,lange,10000,500,31457280,2301000,190,220484,1711279306,39020396,606845125,98296,
dlansy,langemax,10000,500,31457280,2301000,228,53,83695,9997,154584,20,
dlansy,laset,10000,600,31457280,1200000,289,348,161769,4230,248205,64,
dlansy,lansy,10000,600,31457280,1200000,17,41553,106818758,3563526,38944895,10133,
dlansy,lange,10000,600,31457280,1200000,136,207580,1694490943,20010738,581927420,81047,
dlansy,langemax,10000,600,31457280,1200000,168,76,61672,5258,108502,20,
dlansy,laset,10000,600,31457280,2301000,289,336,161769,9821,226547,55,
dlansy,lansy,10000,600,31457280,2301000,17,40650,106818751,6647376,42034531,10121,
dlansy,lange,10000,600,31457280,2301000,136,191533,1694490891,34292547,596343986,81014,
dlansy,langemax,10000,600,31457280,2301000,168,51,61672,9447,115139,18,
dlansy,laset,10000,700,31457280,1200000,225,357,126633,9289,183434,53,
dlansy,lansy,10000,700,31457280,1200000,15,41139,124457984,3306378,44596428,10096,
dlansy,lange,10000,700,31457280,1200000,105,195270,1676688625,19214638,574879030,68166,
dlansy,langemax,10000,700,31457280,1200000,133,56,48825,4824,87704,17,
dlansy,laset,10000,700,31457280,2301000,225,335,126635,15161,192759,58,
dlansy,lansy,10000,700,31457280,2301000,15,41098,124457981,6237210,47531384,10100,
dlansy,lange,10000,700,31457280,2301000,105,177042,1676688567,31992903,588008942,68361,
dlansy,langemax,10000,700,31457280,2301000,133,59,48825,8195,91943,17,
dlansy,laset,10000,800,31457280,1200000,169,344,95890,8936,149380,49,
dlansy,lansy,10000,800,31457280,1200000,13,40155,141377399,3359812,50275726,10091,
dlansy,lange,10000,800,31457280,1200000,78,181529,1659646840,17848728,567850299,59021,
