algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCM,PAPI_TOT_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_VEC_DP
qr,geqrt,8192,256,37486592,1000000,32,252042,562053731,347396876,138713692,47382931,5946202,601932,8591,249829991
qr,ormqr,8192,256,37486592,1000000,496,6988651,3609359643,1683782977,676754277,110782644,122641868,67001621,3241392,3189637120
qr,tsmqr,8192,256,37486592,1000000,10416,244663651,110252343590,39376038747,10428532951,1125624044,942119715,1701450099,107708253,111608960736
qr,tsqrt,8192,256,37486592,1000000,496,6704348,10397816917,6616838754,2506994880,1281467361,45319148,92638566,450428,6014392832
qr,geqrt,8192,256,37486592,4000000,32,242810,562029398,350498950,141913157,48216685,4191474,899173,13930,249829991
qr,ormqr,8192,256,37486592,4000000,496,6986958,3609352889,1778137034,779758967,109750240,121319298,65360142,3818450,3189637120
qr,tsmqr,8192,256,37486592,4000000,10416,245410044,110252254503,41902986665,13014713334,1101164452,904977377,1677415714,111052127,111608960736
qr,tsqrt,8192,256,37486592,4000000,496,6660745,10397779487,6785902416,2702280330,1274524530,44595824,90874392,478101,6014392832
qr,geqrt,8192,512,37486592,1000000,16,1042569,1584603447,1594178955,934808789,184543243,6209966,211187262,3136988,908367031
qr,ormqr,8192,512,37486592,1000000,120,5355455,6104053233,2681696855,1054268093,113505798,129153360,154986074,6958125,6116474880
qr,tsmqr,8192,512,37486592,1000000,1240,149721114,98601082196,33547981118,8016362285,1012248526,792649166,1329453256,48380367,105379934320
qr,tsqrt,8192,512,37486592,1000000,120,9796478,15823673503,18151219221,11168253399,2898964204,42397262,3189680455,3386989,11235068160
qr,geqrt,8192,512,37486592,4000000,16,1003148,1584603066,1829277055,1168850890,189385266,8828982,203593493,3206126,908367031
qr,ormqr,8192,512,37486592,4000000,120,4623688,6104052984,2913390722,1280332434,110796296,127646772,153244631,7742050,6116474880
qr,tsmqr,8192,512,37486592,4000000,1240,149812748,98601079316,34904389935,9364888999,970204857,766482067,1308232978,56466462,105379934320
qr,tsqrt,8192,512,37486592,4000000,120,9798749,15823667391,22641931623,15575831153,2965759451,42354610,3168196888,3615559,11235068160
qr,geqrt,8192,1024,37486592,1000000,8,2856030,5037018764,6645444762,4357030602,768192459,14683356,1128355999,12553829,3450180063
qr,ormqr,8192,1024,37486592,1000000,28,14988323,10659496425,4031739146,1266194528,116330399,110826858,182531910,6064973,11357782016
qr,tsmqr,8192,1024,37486592,1000000,140,133809412,86126810426,26981015113,5070678294,498274405,394537902,854558388,21843478,94654301560
qr,tsqrt,8192,1024,37486592,1000000,28,15973580,25606558485,34877029462,22838386436,5375915033,30649324,6398626779,6887639,20587828352
qr,geqrt,8192,1024,37486592,4000000,8,2834812,5037023382,8059098359,5735714594,799599015,12036456,1108600127,18190634,3450180063
qr,ormqr,8192,1024,37486592,4000000,28,15733920,10659496256,4418926030,1650185690,125078769,124626928,179642005,6458459,11357782016
qr,tsmqr,8192,1024,37486592,4000000,140,130021323,86126801758,28220553437,6277480062,443967593,329361786,840198652,24670760,94654301560
qr,tsqrt,8192,1024,37486592,4000000,28,15800447,25606553063,43783599724,31329630012,5742544750,28263640,6376398025,6219458,20587828352
qr,geqrt,8192,2048,37486592,1000000,4,290822786,17578066071,27140904107,18721833194,3310741004,147202766,4447827690,72191978,13432754291
