algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCM,PAPI_TOT_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_VEC_DP
qr,geqrt,8192,256,37486592,1000000,32,245358,562053590,349456513,140301190,48408563,3965036,612349,9423,249829991
qr,ormqr,8192,256,37486592,1000000,496,7003465,3609359847,1658279053,654961295,107601228,118296232,65249584,3399769,3189637120
qr,tsmqr,8192,256,37486592,1000000,10416,244372901,110252341049,39328242861,10404913976,1132534111,937068789,1693705202,108010947,111608960736
qr,tsqrt,8192,256,37486592,1000000,496,6699002,10397804924,6606684135,2509800095,1279621639,45033698,90308575,441303,6014392832
qr,geqrt,8192,256,37486592,4000000,32,239959,562053262,351234758,142287418,47532656,5784630,612653,8997,249829991
qr,ormqr,8192,256,37486592,4000000,496,7094460,3609357153,1779504613,780312771,109756000,122000004,66041039,3263835,3189637120
qr,tsmqr,8192,256,37486592,4000000,10416,246528187,110252278364,42294626330,13368083881,1118378344,890998269,1692484018,109400955,111608960736
qr,tsqrt,8192,256,37486592,4000000,496,6718993,10397791535,6779222468,2695503943,1272202496,44644662,91743515,479757,6014392832
qr,geqrt,8192,512,37486592,1000000,16,991450,1584590898,1597143296,937924673,185795155,6471608,210815369,2581253,908367031
qr,ormqr,8192,512,37486592,1000000,120,4720888,6104053528,2677340081,1048534438,113561575,128931050,154880925,7155869,6116474880
qr,tsmqr,8192,512,37486592,1000000,1240,149858768,98601084427,32980285377,7489453488,970754597,794238992,1314839580,48648229,105379934320
qr,tsqrt,8192,512,37486592,1000000,120,9917208,15823676011,18148189672,11170038450,2899368968,42064740,3183244005,3703777,11235068160
qr,geqrt,8192,512,37486592,4000000,16,1009186,1584602659,1829960945,1169269233,188077996,9428498,204987394,3401489,908367031
qr,ormqr,8192,512,37486592,4000000,120,5988020,6104052929,2940800311,1307021777,110601033,127888546,150465587,7893277,6116474880
qr,tsmqr,8192,512,37486592,4000000,1240,150311545,98601075066,34983382379,9419833966,906943249,678595974,1299049291,56641091,105379934320
qr,tsqrt,8192,512,37486592,4000000,120,9697344,15823667440,22594665101,15529278202,2974478093,41657810,3166004806,3559046,11235068160
qr,geqrt,8192,1024,37486592,1000000,8,2941152,5037018734,6641492938,4354222232,765495297,16225268,1126431504,15143629,3450180063
qr,ormqr,8192,1024,37486592,1000000,28,16394976,10659497074,4037179476,1272124180,126872008,125781852,186622963,6164850,11357782016
qr,tsmqr,8192,1024,37486592,1000000,140,132735800,86126809929,26989044475,5075568181,499275208,391826932,879157724,21695810,94654301560
qr,tsqrt,8192,1024,37486592,1000000,28,16723476,25606559548,34874515471,22880816987,5362242893,31003539,6403417901,7496857,20587828352
qr,geqrt,8192,1024,37486592,4000000,8,3626320,5037023843,8070298361,5752155093,799280109,15508208,1105012330,20528205,3450180063
qr,ormqr,8192,1024,37486592,4000000,28,15332377,10659496424,4409607707,1640022066,124767477,124381966,196109994,6695178,11357782016
qr,tsmqr,8192,1024,37486592,4000000,140,127501555,86126802061,28179872647,6234761390,489477313,374194212,930488854,25791596,94654301560
qr,tsqrt,8192,1024,37486592,4000000,28,16641891,25606553633,43828635263,31399335757,5749807536,29365736,6373346769,7568122,20587828352
qr,geqrt,8192,2048,37486592,1000000,4,276085790,17578066061,27051756749,18622917780,3325727599,158534326,4451255809,69064763,13432754291
qr,ormqr,8192,2048,37486592,1000000,6,66837542,17701528451,6303440024,1778698324,160340751,117143532,234546184,5227994,19426050048
qr,tsmqr,8192,2048,37486592,1000000,14,176110483,67862357106,20743894498,3576898014,324301665,210651718,636514346,8452853,75555537036
qr,tsqrt,8192,2048,37486592,1000000,6,1908864323,40585975913,62508740727,43211023780,9802596560,133205486,10977054207,13153821,34961602368
qr,geqrt,8192,2048,37486592,4000000,4,288030785,17578064633,35438051759,27066504279,3247037937,125722776,4410487767,93665175,13432754291
qr,ormqr,8192,2048,37486592,4000000,6,64321681,17701527189,7044265058,2526402878,161045231,115936684,264422486,7607109,19426050048
qr,tsmqr,8192,2048,37486592,4000000,14,170874871,67862352809,21757870199,4553077678,316313466,205175720,736163064,9590773,75555537036
qr,tsqrt,8192,2048,37486592,4000000,6,1924589844,40585966812,94777102669,75543357864,9000216010,102058368,10954066402,9257325,34961602368
qr,geqrt,10240,256,37486592,1000000,40,319672,702428296,434855951,174028899,60512575,4820208,712148,10311,312273471
qr,ormqr,10240,256,37486592,1000000,780,11087996,5676005836,2641841824,1063880074,174191432,193660728,103780897,4782880,5015961600
qr,tsmqr,10240,256,37486592,1000000,20540,519791003,217413983831,77631786722,20616358737,2254855034,1869834265,3301765581,212693944,220089098840
qr,tsqrt,10240,256,37486592,1000000,780,11405754,16351406984,10261891386,3839554030,2011707388,71162137,105929400,705104,9458117760
