algorithm,task,matrix_size,tile_size,frequency,papi_l3_tcm,papi_tot_ins,papi_res_stl,papi_tot_cyc,papi_br_msp,weight,l3_cache_size
lu,getrfpiv,8192,512,2801000,27530803,2815876409,870972812,1656119404,348113,16,23068672
lu,trsmswp,8192,512,2801000,45110475,5001872619,4044507142,5843180878,1120913,120,23068672
lu,gemm,8192,512,2801000,121883479,38216902353,3323801115,13061241422,666436,1240,23068672
lu,geswp,8192,512,2801000,9619033,200657076,1429029321,1510891211,1136,15,23068672
lu,getrfpiv,8192,512,1200000,27940238,2815876565,490467117,1272217072,363309,16,23068672
lu,trsmswp,8192,512,1200000,45115016,5001873260,1721707235,3513861123,1130811,120,23068672
lu,gemm,8192,512,1200000,125512002,38216903716,2520956725,12252728922,693317,1240,23068672
lu,geswp,8192,512,1200000,9583726,200656727,816217000,892339645,1490,15,23068672
lu,getrfpiv,8192,1024,2801000,31303682,5055341686,1066780870,2539653168,404745,8,23068672
lu,trsmswp,8192,1024,2801000,45878007,6412468353,4426172786,6543132392,1103108,28,23068672
lu,gemm,8192,1024,2801000,86595036,33935223160,2406490706,11026904839,1941828,140,23068672
lu,geswp,8192,1024,2801000,16270654,185188844,1984241690,2063991855,28756,7,23068672
lu,getrfpiv,8192,1024,1200000,31975513,5055341891,641575184,2069962010,412556,8,23068672
lu,trsmswp,8192,1024,1200000,45800770,6412468601,1849583541,3970366532,1096005,28,23068672
lu,gemm,8192,1024,1200000,94929525,33935223764,1873120433,10483492255,1966367,140,23068672
lu,geswp,8192,1024,1200000,16310308,185188926,886090323,963005233,28842,7,23068672
lu,getrfpiv,8192,2048,2801000,55531200,9884703285,1679267391,4405208052,591284,4,23068672
lu,trsmswp,8192,2048,2801000,61130273,8387738318,4420541793,6966599524,957178,6,23068672
lu,gemm,8192,2048,2801000,91827649,26941397600,1761733046,8589048667,267550,14,23068672
lu,geswp,8192,2048,2801000,33366887,157837172,2926562062,2997747027,12355,3,23068672
lu,getrfpiv,8192,2048,1200000,55583709,9884703759,1000033184,3700476085,586241,4,23068672
lu,trsmswp,8192,2048,1200000,60722449,8387738771,1830165977,4378853109,934525,6,23068672
lu,gemm,8192,2048,1200000,93218785,26941398746,1380164958,8186724707,264339,14,23068672
lu,geswp,8192,2048,1200000,31646756,157837187,908259727,976390015,12377,3,23068672
lu,getrfpiv,12288,512,2801000,68685339,6125335853,2024719509,3713818539,670556,24,23068672
lu,trsmswp,12288,512,2801000,115244619,11504278453,9928949610,14066334115,2585589,276,23068672
lu,gemm,12288,512,2801000,446389572,133266031742,11669892533,45624926212,2338328,4324,23068672
lu,geswp,12288,512,2801000,27959097,461796685,3602034167,3794781897,833,23,23068672
lu,getrfpiv,12288,512,1200000,69948448,6125336229,1100921976,2780733129,645123,24,23068672
lu,trsmswp,12288,512,1200000,115513856,11504281558,4111293127,8226871776,2729943,276,23068672
lu,gemm,12288,512,1200000,456530987,133266039671,8796874081,42732141590,2382357,4324,23068672
