algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_VEC_DP,
lu,getrfpiv,8192,512,23068672,1200000,16,28684994,
lu,gemm,8192,512,23068672,1200000,1240,124982261,
lu,trsmswp,8192,512,23068672,1200000,120,45470271,
lu,geswp,8192,512,23068672,1200000,15,9460349,
lu,getrfpiv,8192,512,23068672,2801000,16,28325233,
lu,gemm,8192,512,23068672,2801000,1240,122774644,
lu,trsmswp,8192,512,23068672,2801000,120,45196616,
lu,geswp,8192,512,23068672,2801000,15,9579250,
lu,getrfpiv,8192,1024,23068672,1200000,8,42854581,
lu,gemm,8192,1024,23068672,1200000,140,93151307,
lu,trsmswp,8192,1024,23068672,1200000,28,45691399,
lu,geswp,8192,1024,23068672,1200000,7,15264168,
lu,getrfpiv,8192,1024,23068672,2801000,8,42376125,
lu,gemm,8192,1024,23068672,2801000,140,91208877,
lu,trsmswp,8192,1024,23068672,2801000,28,46072342,
lu,geswp,8192,1024,23068672,2801000,7,16199911,
lu,getrfpiv,8192,2048,23068672,1200000,4,55597734,
lu,gemm,8192,2048,23068672,1200000,14,90626384,
lu,trsmswp,8192,2048,23068672,1200000,6,62747405,
lu,geswp,8192,2048,23068672,1200000,3,34007645,
lu,getrfpiv,8192,2048,23068672,2801000,4,55722143,
lu,gemm,8192,2048,23068672,2801000,14,90141152,
lu,trsmswp,8192,2048,23068672,2801000,6,63082380,
lu,geswp,8192,2048,23068672,2801000,3,35259240,
lu,getrfpiv,12288,512,23068672,1200000,24,71191562,
lu,gemm,12288,512,23068672,1200000,4324,455178030,
lu,trsmswp,12288,512,23068672,1200000,276,115905150,
lu,geswp,12288,512,23068672,1200000,23,28355680,
lu,getrfpiv,12288,512,23068672,2801000,24,70933655,
lu,gemm,12288,512,23068672,2801000,4324,447828951,
lu,trsmswp,12288,512,23068672,2801000,276,115206483,
lu,geswp,12288,512,23068672,2801000,23,27380994,
lu,getrfpiv,12288,1024,23068672,1200000,12,98809874,
lu,gemm,12288,1024,23068672,1200000,506,350463025,
lu,trsmswp,12288,1024,23068672,1200000,66,118943632,
lu,geswp,12288,1024,23068672,1200000,11,49317579,
lu,getrfpiv,12288,1024,23068672,2801000,12,97987136,
lu,gemm,12288,1024,23068672,2801000,506,338959017,
lu,trsmswp,12288,1024,23068672,2801000,66,119072256,
lu,geswp,12288,1024,23068672,2801000,11,48596062,
lu,getrfpiv,12288,2048,23068672,1200000,6,125397636,
lu,gemm,12288,2048,23068672,1200000,55,360572669,
lu,trsmswp,12288,2048,23068672,1200000,15,162349872,
lu,geswp,12288,2048,23068672,1200000,5,90864083,
lu,getrfpiv,12288,2048,23068672,2801000,6,124988104,
lu,gemm,12288,2048,23068672,2801000,55,357847486,
lu,trsmswp,12288,2048,23068672,2801000,15,162398895,
lu,geswp,12288,2048,23068672,2801000,5,94222314,
lu,getrfpiv,16384,512,23068672,1200000,32,149551851,
lu,gemm,16384,512,23068672,1200000,10416,1121262626,
lu,trsmswp,16384,512,23068672,1200000,496,221322494,
lu,geswp,16384,512,23068672,1200000,31,62446115,
lu,getrfpiv,16384,512,23068672,2801000,32,147468917,
lu,gemm,16384,512,23068672,2801000,10416,1083631373,
lu,trsmswp,16384,512,23068672,2801000,496,220189214,
