algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCM,PAPI_TOT_INS,PAPI_RES_STL,PAPI_TOT_CYC,PAPI_BR_MSP,
dlantr,laset,10000,500,31457280,1200000,400,323,222709,6461,291498,53,
dlantr,lantr,10000,500,31457280,1200000,20,64534,20189202,4561033,9151067,9903,
dlantr,lange,10000,500,31457280,1200000,190,234609,1711280781,22186202,589854170,98610,
dlantr,langemax,10000,500,31457280,1200000,228,49,83738,4566,149088,69,
dlantr,laset,10000,500,31457280,2301000,400,339,222709,13143,308150,53,
dlantr,lantr,10000,500,31457280,2301000,20,82372,20189200,7412930,12008364,9837,
dlantr,lange,10000,500,31457280,2301000,190,219518,1711280716,45567754,613010485,98215,
dlantr,langemax,10000,500,31457280,2301000,228,56,83737,15450,164448,67,
dlantr,laset,10000,600,31457280,1200000,289,345,161770,6809,225557,54,
dlantr,lantr,10000,600,31457280,1200000,17,68834,23867823,5270222,10664508,9833,
dlantr,lange,10000,600,31457280,1200000,136,209033,1694492090,20054925,581972410,80933,
dlantr,langemax,10000,600,31457280,1200000,168,67,61702,4009,114572,51,
dlantr,laset,10000,600,31457280,2301000,289,358,161770,13028,238463,57,
dlantr,lantr,10000,600,31457280,2301000,17,85536,23867821,8126316,13525196,9828,
dlantr,lange,10000,600,31457280,2301000,136,193321,1694492027,39985777,602120576,80664,
dlantr,langemax,10000,600,31457280,2301000,168,68,61702,13618,125313,48,
dlantr,laset,10000,700,31457280,1200000,225,351,126633,10074,181081,62,
dlantr,lantr,10000,700,31457280,1200000,15,69475,27786902,5910851,12165410,9875,
dlantr,lange,10000,700,31457280,1200000,105,195701,1676690480,19050528,574869326,68516,
dlantr,langemax,10000,700,31457280,1200000,133,55,48847,3447,86933,37,
dlantr,laset,10000,700,31457280,2301000,225,355,126635,18263,201118,53,
dlantr,lantr,10000,700,31457280,2301000,15,88472,27786904,8618248,14877628,9882,
dlantr,lange,10000,700,31457280,2301000,105,174677,1676690414,36391699,593013533,68385,
dlantr,langemax,10000,700,31457280,2301000,133,59,48847,11966,99024,37,
dlantr,laset,10000,800,31457280,1200000,169,337,95889,6492,174299,51,
dlantr,lantr,10000,800,31457280,1200000,13,73556,31545985,6600857,13677915,9866,
dlantr,lange,10000,800,31457280,1200000,78,182456,1659647561,18110362,567654248,58910,
