algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCM,PAPI_TOT_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_VEC_DP
invert,getrf,8192,256,37486592,1000000,32,1343830,193339908,84260592,29797061,7005926,1417282,3078492,293498,61246368
invert,gemm,8192,256,37486592,1000000,10416,335974800,41358233928,14683473760,3924846447,437078311,421218137,609974319,5127646,43858567872
invert,trsm,8192,256,37486592,1000000,992,16855201,6186039493,2907173310,1155833336,394044969,35994085,38181299,1508997,2608150528
invert,getri,8192,256,37486592,1000000,32,1268610,325767375,155749544,60181080,20272678,3165458,3129114,121091,112741888
invert,getrf,8192,256,37486592,4000000,32,1339573,193339993,98783363,44503560,6978952,1376372,3072233,299651,61246368
invert,gemm,8192,256,37486592,4000000,10416,322097136,41358167436,15796788416,5033057760,430844888,419971054,595456775,6731650,43858567872
invert,trsm,8192,256,37486592,4000000,992,16469056,6186043963,2998467175,1252130085,392636461,35565425,36943968,1839396,2608150528
invert,getri,8192,256,37486592,4000000,32,1210177,325764656,166998000,71749668,20332467,3156674,3101266,119734,112741888
invert,getrf,8192,512,37486592,1000000,16,3216844,477354750,238210333,108687410,19967313,2956074,11719914,1069697,212683728
invert,gemm,8192,512,37486592,1000000,1240,201809750,38217786437,12825494327,2964431362,321773416,242672230,509030491,2057398,41770029920
invert,trsm,8192,512,37486592,1000000,240,18818248,8145601505,3749365273,1478036019,492456401,38608766,55480507,1471145,4541153280
invert,getri,8192,512,37486592,1000000,16,2892086,753859908,404362147,186336483,42908620,8431040,20501673,1313966,396255744
invert,getrf,8192,512,37486592,4000000,16,3186803,477354423,298117926,167809391,19873595,2921802,11722145,1075364,212683728
invert,gemm,8192,512,37486592,4000000,1240,194248684,38217755003,13528847638,3655787113,316129468,243052382,493742959,2845806,41770029920
invert,trsm,8192,512,37486592,4000000,240,18565306,8145598668,3878292359,1602247248,490570244,35358724,52755102,2952905,4541153280
invert,getri,8192,512,37486592,4000000,16,2887603,753859816,474342733,256551266,42559408,8081672,19944137,1420346,396255744
invert,getrf,8192,1024,37486592,1000000,8,8226584,1310923518,624846013,274770588,53515028,7150072,27079072,2040942,783711208
invert,gemm,8192,1024,37486592,1000000,140,136772136,33935582333,10717370009,2076797725,152546000,128885690,385031401,1671178,37691064880
invert,trsm,8192,1024,37486592,1000000,56,26361031,11118939564,4711572345,1685568777,516709206,41843594,81226694,1360262,8005781504
invert,getri,8192,1024,37486592,1000000,8,6475798,2073480278,1054656015,482445438,89649050,26343208,66339820,3090152,1493695744
invert,getrf,8192,1024,37486592,4000000,8,8576286,1310923437,783732220,432866444,53528329,7026608,27089831,2060637,783711208
invert,gemm,8192,1024,37486592,4000000,140,129083310,33935587386,11066692407,2415552726,155748493,128618228,379821936,1832880,37691064880
invert,trsm,8192,1024,37486592,4000000,56,25527297,11118937602,4818329473,1794810978,518471974,38871712,79880690,2286320,8005781504
invert,getri,8192,1024,37486592,4000000,8,6723883,2073480130,1238136124,666013526,90018954,25720726,64234502,3367912,1493695744
invert,getrf,8192,2048,37486592,1000000,4,24488452,3916131185,2005683126,956220479,147290619,17789256,65062800,2947522,3003394036
invert,gemm,8192,2048,37486592,1000000,14,109286516,26941608519,8381834265,1543454305,121133654,74434388,271181772,682333,30152851512
invert,trsm,8192,2048,37486592,1000000,12,38526264,15325097493,5839180970,1775172380,482787470,45907484,112706852,1069569,13321052160
invert,getri,8192,2048,37486592,1000000,4,24175787,6672240730,3372721145,1566639673,232393589,94352262,172772238,5034004,5838893568
invert,getrf,8192,2048,37486592,4000000,4,24565744,3916130800,2392614547,1345217375,147265638,17393176,65183283,2976309,3003394036
invert,gemm,8192,2048,37486592,4000000,14,105640639,26941607052,8596481928,1749110606,127164155,74170520,271145922,573756,30152851512
invert,trsm,8192,2048,37486592,4000000,12,37050663,15325095994,5955970067,1896317862,482606684,43275194,111783794,1788579,13321052160
invert,getri,8192,2048,37486592,4000000,4,24410921,6672240064,3840970566,2038770425,231739455,92840758,166861911,5680375,5838893568
invert,getrf,10240,256,37486592,1000000,40,1774248,241648043,106609309,38595335,8767152,1753246,3883791,377246,76557960
invert,gemm,10240,256,37486592,1000000,20540,639669348,81556924294,28673840626,7452982002,851697553,836768936,1168821955,10931552,86487613680
invert,trsm,10240,256,37486592,1000000,1560,25845220,9728021489,4589165093,1835436269,619583729,57804717,62825703,2620177,4101527040
