algorithm,task,matrix_size,tile_size,frequency,papi_l3_tcm,papi_tot_ins,papi_res_stl,papi_tot_cyc,papi_br_msp,weight,l3_cache_size
cholesky,syrk,16384,1024,2801000,58490719,15646237922,1407227350,5409835476,1355366,120,23068672
cholesky,gemm,16384,1024,2801000,382016136,136853929404,8700876842,43477613323,7929055,560,23068672
cholesky,potrf,16384,1024,1200000,4096140,1480233029,137312085,635183257,335648,16,23068672
cholesky,trsm,16384,1024,1200000,40397561,26787143214,3007965255,11781670105,4585504,120,23068672
cholesky,syrk,16384,1024,1200000,61426979,15646241875,947325783,4947426057,1366110,120,23068672
cholesky,gemm,16384,1024,1200000,388301085,136853935557,6787256547,41549690592,7857637,560,23068672
cholesky,potrf,16384,2048,2801000,9398529,4401532446,526145187,1899255945,681470,8,23068672
cholesky,trsm,16384,2048,2801000,84582417,38506883172,3922892702,15530770408,4306073,28,23068672
cholesky,syrk,16384,2048,2801000,93379055,27988712976,2070772581,9176258450,788978,28,23068672
cholesky,gemm,16384,2048,2801000,357297251,108211681634,6201279478,33588490078,1117632,56,23068672
cholesky,potrf,16384,2048,1200000,9499978,4401532651,454017122,1822777253,681465,8,23068672
cholesky,trsm,16384,2048,1200000,86226017,38506885623,3465827107,15069741231,4313414,28,23068672
cholesky,syrk,16384,2048,1200000,96161261,27988714530,1444830911,8538309428,786651,28,23068672
cholesky,gemm,16384,2048,1200000,363020096,108211686322,4850251058,32181993953,1117652,56,23068672
cholesky,potrf,20480,512,2801000,2288798,673110199,75704923,318468697,221091,40,23068672
cholesky,trsm,20480,512,2801000,47319438,31344284458,4564530885,15637623031,7251536,780,23068672
cholesky,syrk,20480,512,2801000,87252003,13790850277,1773666724,5352584440,1134852,780,23068672
cholesky,gemm,20480,512,2801000,1087854466,309428165616,24132168012,103243047146,6100647,9880,23068672
cholesky,potrf,20480,512,1200000,2223682,673110464,54365769,296027319,236780,40,23068672
cholesky,trsm,20480,512,1200000,47490052,31344288666,4009522082,15155583982,7268644,780,23068672
cholesky,syrk,20480,512,1200000,89383173,13790841494,1120497244,4697588847,1149855,780,23068672
cholesky,gemm,20480,512,1200000,1093633105,309428181446,18306613736,97396281319,6204962,9880,23068672
cholesky,potrf,20480,1024,2801000,5015430,1850287248,214356791,837150306,437014,20,23068672
cholesky,trsm,20480,1024,2801000,61711234,42412973793,5231713188,19118504462,7423868,190,23068672
cholesky,syrk,20480,1024,2801000,95539471,24773210476,2235823044,8572757206,2149710,190,23068672
cholesky,gemm,20480,1024,2801000,767587569,278595499360,17651476962,88439399073,16102016,1140,23068672
cholesky,potrf,20480,1024,1200000,4951262,1850286816,171419428,793618284,421978,20,23068672
cholesky,trsm,20480,1024,1200000,68511867,42412976475,4781690095,18669498525,7482509,190,23068672
cholesky,syrk,20480,1024,1200000,97646153,24773215920,1498365310,7831214130,2103869,190,23068672
cholesky,gemm,20480,1024,1200000,840130912,278595511767,13779271275,84539362823,15975229,1140,23068672
cholesky,potrf,20480,2048,2801000,12051190,5501911150,660823322,2377735226,855873,10,23068672
cholesky,trsm,20480,2048,2801000,137027657,61886062654,6313698817,24967424126,6963729,45,23068672
cholesky,syrk,20480,2048,2801000,150018343,44981860727,3307475964,14732974966,1296987,45,23068672
cholesky,gemm,20480,2048,2801000,762183634,231882174493,13203499353,71893743312,2422885,120,23068672
cholesky,potrf,20480,2048,1200000,12450347,5501911745,560791856,2275835523,855316,10,23068672
cholesky,trsm,20480,2048,1200000,145441452,61886066114,5575886742,24222609839,6914764,45,23068672
cholesky,syrk,20480,2048,1200000,156458316,44981864183,2317110125,13717821937,1264612,45,23068672
cholesky,gemm,20480,2048,1200000,795789761,231882183705,10351319812,68921837949,2397973,120,23068672
cholesky,potrf,24576,512,2801000,2771062,807729774,91003580,382399725,265928,48,23068672
cholesky,trsm,24576,512,2801000,65901495,45328650602,6434536728,22537842871,10476420,1128,23068672
cholesky,syrk,24576,512,2801000,123703064,19943678674,2547742548,7725202315,1630795,1128,23068672
cholesky,gemm,24576,512,2801000,1919083918,541687019592,42250665323,180741243460,10813031,17296,23068672
cholesky,potrf,24576,512,1200000,2867499,807729770,63452443,354253780,271200,48,23068672
cholesky,trsm,24576,512,1200000,69164590,45328663273,5789045434,21912471065,10540303,1128,23068672
cholesky,syrk,24576,512,1200000,128588373,19943691099,1614937803,6786710564,1618130,1128,23068672
cholesky,gemm,24576,512,1200000,1951368839,541687222873,32056092704,170505273403,10810163,17296,23068672
cholesky,potrf,24576,1024,2801000,6112142,2220341726,257517323,1004721366,521636,24,23068672
cholesky,trsm,24576,1024,2801000,91132665,61610424780,7595024509,27771684084,10735059,276,23068672
cholesky,syrk,24576,1024,2801000,139356989,35986351036,3245588887,12450714912,3128313,276,23068672
cholesky,gemm,24576,1024,2801000,1365459508,494629203192,31309465424,156995056587,28560495,2024,23068672
cholesky,potrf,24576,1024,1200000,6129038,2220341806,205219797,951950187,504312,24,23068672
cholesky,trsm,24576,1024,1200000,100030251,61610428793,6910690627,27096563769,10529497,276,23068672
cholesky,syrk,24576,1024,1200000,143674695,35986342849,2177669610,11377563180,3085109,276,23068672
cholesky,gemm,24576,1024,1200000,1501028726,494629222891,24442852725,150057885353,28376746,2024,23068672
cholesky,potrf,24576,2048,2801000,14416672,6602289623,794930321,2854185453,1025734,12,23068672
cholesky,trsm,24576,2048,2801000,202191989,90766224595,9369647687,36667304647,10264653,66,23068672
cholesky,syrk,24576,2048,2801000,217869198,65973394931,4840274228,21593411360,1875215,66,23068672
cholesky,gemm,24576,2048,2801000,1392181626,425117318806,24118200521,131695533243,4408577,220,23068672
cholesky,potrf,24576,2048,1200000,14805451,6602290226,671498614,2729320109,1022105,12,23068672
cholesky,trsm,24576,2048,1200000,208564751,90766230131,8167825995,35517270362,10165374,66,23068672
cholesky,syrk,24576,2048,1200000,229339739,65973400999,3383323256,20103761364,1854329,66,23068672
cholesky,gemm,24576,2048,1200000,1422499860,425117336816,18885173889,126247010447,4407084,220,23068672
cholesky,potrf,28672,512,2801000,3253765,942348506,109729310,448096868,314720,56,23068672
cholesky,trsm,28672,512,2801000,89991461,61884870604,8802037238,30774957011,14371269,1540,23068672
cholesky,syrk,28672,512,2801000,172542076,27228080876,3495186677,10564971845,2244958,1540,23068672
cholesky,gemm,28672,512,2801000,3071557402,868152683345,67653234871,289629070673,17526234,27720,23068672
cholesky,potrf,28672,512,1200000,3347575,942348550,73984899,413184069,310110,56,23068672
cholesky,trsm,28672,512,1200000,96403272,61884878316,7905535954,29916158613,14329815,1540,23068672
cholesky,syrk,28672,512,1200000,176983576,27228035615,2204074733,9268107987,2198868,1540,23068672
cholesky,gemm,28672,512,1200000,3146407300,868152719165,51426127478,273093415995,17527007,27720,23068672
cholesky,potrf,28672,1024,2801000,6977423,2590394996,300065049,1171940389,610499,28,23068672
cholesky,trsm,28672,1024,2801000,131161957,84379494240,10430363692,38063072021,14548613,378,23068672
cholesky,syrk,28672,1024,2801000,189719948,49285650935,4424761269,17032425779,4262819,378,23068672
cholesky,gemm,28672,1024,2801000,2283204173,800595485849,50613307762,254049679403,46709429,3276,23068672
cholesky,potrf,28672,1024,1200000,7179717,2590395351,243250076,1112426746,591546,28,23068672
cholesky,trsm,28672,1024,1200000,139111224,84379498851,9449860884,37106379891,14465944,378,23068672
cholesky,syrk,28672,1024,1200000,199113465,49285650749,2986594346,15587123681,4243235,378,23068672
cholesky,gemm,28672,1024,1200000,2451207235,800595522209,39565505675,242937579849,46567336,3276,23068672
cholesky,potrf,28672,2048,2801000,17275181,7702668111,929417275,3331987820,1200208,14,23068672
cholesky,trsm,28672,2048,2801000,282025480,125147371140,12742722093,50483151539,13983555,91,23068672
cholesky,syrk,28672,2048,2801000,304194746,90963322120,6673895631,29766322929,2536707,91,23068672
cholesky,gemm,28672,2048,2801000,2315832260,703375924357,39747560859,217731260242,7296916,364,23068672
cholesky,potrf,28672,2048,1200000,17243842,7702668432,784635116,3185979064,1254131,14,23068672
cholesky,trsm,28672,2048,1200000,283392760,125147377231,11355017309,49014308809,14545332,91,23068672
cholesky,syrk,28672,2048,1200000,311423651,90963325869,4659174404,27708393080,2569974,91,23068672
cholesky,gemm,28672,2048,1200000,2331074780,703375954458,31207666687,208720789190,7268686,364,23068672
