algorithm,task,matrix_size,tile_size,frequency,papi_l3_tcm,papi_tot_ins,papi_res_stl,papi_tot_cyc,papi_br_msp,weight,l3_cache_size
cholesky,potrf,8192,512,2801000,816571,269253815,29562778,126831802,88064,16,23068672
cholesky,trsm,8192,512,2801000,7085939,4822197993,688468906,2401077513,1112501,120,23068672
cholesky,syrk,8192,512,2801000,12107106,2121667822,265367173,816102892,173307,120,23068672
cholesky,gemm,8192,512,2801000,56133474,17538437549,1341693662,5827744669,353935,560,23068672
cholesky,potrf,8192,512,1200000,858489,269254081,21078680,118063963,90079,16,23068672
cholesky,trsm,8192,512,1200000,7243874,4822198028,619851626,2334132972,1122481,120,23068672
cholesky,syrk,8192,512,1200000,12352515,2121668513,170472178,720766576,172743,120,23068672
cholesky,gemm,8192,512,1200000,56489047,17538439905,1032945276,5516418261,353183,560,23068672
cholesky,potrf,8192,1024,2801000,1798294,740124935,86262461,334754936,169467,8,23068672
cholesky,trsm,8192,1024,2801000,8515704,6250333284,785969615,2836561131,1074888,28,23068672
cholesky,syrk,8192,1024,2801000,12559417,3650789673,351600577,1289646783,321950,28,23068672
cholesky,gemm,8192,1024,2801000,34555155,13685393607,952729510,4444461919,788206,56,23068672
cholesky,potrf,8192,1024,1200000,1845575,740124662,68519451,317623674,167778,8,23068672
cholesky,trsm,8192,1024,1200000,9119335,6250333602,712044369,2754729087,1085694,28,23068672
cholesky,syrk,8192,1024,1200000,13298084,3650788595,221089124,1154361906,319494,28,23068672
cholesky,gemm,8192,1024,1200000,37486768,13685394221,680498667,4156784364,787712,56,23068672
cholesky,potrf,8192,2048,2801000,4219050,2200774959,300089476,993566063,345479,4,23068672
cholesky,trsm,8192,2048,2801000,15745816,8251475169,1028110623,3538067303,926437,6,23068672
cholesky,syrk,8192,2048,2801000,19836609,5997581713,679748978,2234083514,167349,6,23068672
cholesky,gemm,8192,2048,2801000,24053290,7729406547,735914561,2730887343,79328,4,23068672
cholesky,potrf,8192,2048,1200000,4243930,2200774998,223262350,909941899,337514,4,23068672
cholesky,trsm,8192,2048,1200000,16537905,8251475586,740176964,3226443842,919432,6,23068672
cholesky,syrk,8192,2048,1200000,19972224,5997581942,310886681,1831026257,167729,6,23068672
cholesky,gemm,8192,2048,1200000,25325881,7729406851,348086232,2300006883,79642,4,23068672
cholesky,potrf,12288,512,2801000,1290851,403872882,44869995,191027545,150064,24,23068672
cholesky,trsm,12288,512,2801000,16589989,11091054216,1577925344,5519274573,2677597,276,23068672
cholesky,syrk,12288,512,2801000,29449763,4879836932,616465578,1883946585,405238,276,23068672
cholesky,gemm,12288,512,2801000,217661142,63388924046,4919871025,21132578421,1288059,2024,23068672
cholesky,potrf,12288,512,1200000,1367516,403873158,31717552,177153342,135123,24,23068672
cholesky,trsm,12288,512,1200000,16879710,11091056461,1419407589,5362874293,2560476,276,23068672
cholesky,syrk,12288,512,1200000,30450423,4879838343,394798385,1660647910,412404,276,23068672
cholesky,gemm,12288,512,1200000,221640547,63388931805,3743340312,19944839052,1279700,2024,23068672
cholesky,potrf,12288,1024,2801000,2747218,1110178885,126957421,500880453,254239,12,23068672
cholesky,trsm,12288,1024,2801000,21678912,14732927884,1856769582,6662310399,2559202,66,23068672
cholesky,syrk,12288,1024,2801000,32120035,8605431730,785675374,2987954359,753162,66,23068672
cholesky,gemm,12288,1024,2801000,148117866,53764044072,3468342139,17132807307,3102605,220,23068672
cholesky,potrf,12288,1024,1200000,3003681,1110178444,102710204,476261261,251736,12,23068672
cholesky,trsm,12288,1024,1200000,22067192,14732928921,1650155609,6478277266,2529949,66,23068672
cholesky,syrk,12288,1024,1200000,33136358,8605433015,520758475,2720662918,749860,66,23068672
cholesky,gemm,12288,1024,1200000,149662662,53764046444,2673142194,16326466861,3090140,220,23068672
cholesky,potrf,12288,2048,2801000,7026695,3301153862,397365975,1427615789,520575,6,23068672
cholesky,trsm,12288,2048,2801000,44436487,20628687663,2106553929,8323889045,2308122,15,23068672
cholesky,syrk,12288,2048,2801000,52217910,14993953761,1142481764,4953934039,427832,15,23068672
cholesky,gemm,12288,2048,2801000,129842990,38647029711,2276114990,12064906179,402254,20,23068672
cholesky,potrf,12288,2048,1200000,6983625,3301154014,336507619,1365663776,507420,6,23068672
cholesky,trsm,12288,2048,1200000,44764296,20628688789,1889954109,8086837087,2313020,15,23068672
cholesky,syrk,12288,2048,1200000,51821037,14993954589,778076318,4578742231,419563,15,23068672
cholesky,gemm,12288,2048,1200000,131220415,38647031123,1739266482,11500571506,397840,20,23068672
cholesky,potrf,16384,512,2801000,1788649,538491312,59910532,254245423,177569,32,23068672
cholesky,trsm,16384,512,2801000,29659249,19931748186,2850175346,9922321020,4639768,496,23068672
cholesky,syrk,16384,512,2801000,54990269,8769553476,1123145400,3400267974,721027,496,23068672
cholesky,gemm,16384,512,2801000,546775919,155340449676,12130805754,51853261552,3176076,4960,23068672
cholesky,potrf,16384,512,1200000,1811993,538491510,42091264,236036249,180285,32,23068672
cholesky,trsm,16384,512,1200000,30041542,19931753028,2547744401,9637127292,4643319,496,23068672
cholesky,syrk,16384,512,1200000,55566081,8769563277,708141277,2983791517,736347,496,23068672
cholesky,gemm,16384,512,1200000,546202974,155340451370,9187469071,48855134055,3123853,4960,23068672
cholesky,potrf,16384,1024,2801000,3772680,1480233343,169560677,667767941,336236,16,23068672
cholesky,trsm,16384,1024,2801000,40203909,26787141524,3314112101,12082654501,4561850,120,23068672
