algorithm,matrix_size,tile_size,case,PKG1,PKG2,DRAM1,DRAM2,time,arithm_intensity_task1,arithm_intensity_task2,arithm_intensity_task3,arithm_intensity_task4,bmr_task1,bmr_task2,bmr_task3,bmr_task4,ilp_task1,ilp_task2,ilp_task3,ilp_task4,l3_cache_ratio_task1,l3_cache_ratio_task2,l3_cache_ratio_task3,l3_cache_ratio_task4,mem_boundness_task1,mem_boundness_task2,mem_boundness_task3,mem_boundness_task4
cholesky,16384,1024,5,231145954.0,208795384.66666663,44058527.333333336,19639830.0,1.9753,0.002392,0.001434,0.003776,0.002832,0.002609,0.002474,0.00684,0.007555,2.597479,2.524666,2.905679,3.15539,0.168616,1.79974,2.593576,16.916638,0.293426,0.314482,0.255636,0.197838
cholesky,16384,1024,6,232153316.0,209072829.0,44110313.333333336,19731022.666666668,1.9868466666666664,0.002392,0.001434,0.003776,0.002832,0.002609,0.002474,0.00684,0.007555,2.597479,2.524666,2.905679,3.15539,0.168616,1.79974,2.593576,16.916638,0.293426,0.314482,0.255636,0.197838
cholesky,16384,1024,7,191594337.66666663,179513965.0,38864223.333333336,26566170.33333333,2.06832,0.002392,0.001434,0.003776,0.002832,0.002609,0.002474,0.00684,0.007555,2.597479,2.524666,2.905679,3.15539,0.168616,1.79974,2.593576,16.916638,0.293426,0.314482,0.255636,0.197838
cholesky,16384,1024,8,195402779.3333333,174619263.33333334,46438615.66666666,20143990.33333333,2.08408,0.002392,0.001434,0.003776,0.002832,0.002609,0.002474,0.00684,0.007555,2.597479,2.524666,2.905679,3.15539,0.168616,1.79974,2.593576,16.916638,0.293426,0.314482,0.255636,0.197838
cholesky,16384,1024,9,232541640.66666663,210264151.0,43481493.0,19899710.33333333,1.93515,0.002392,0.001434,0.003776,0.002832,0.002609,0.002474,0.00684,0.007555,2.597479,2.524666,2.905679,3.15539,0.168616,1.79974,2.593576,16.916638,0.293426,0.314482,0.255636,0.197838
cholesky,16384,1024,10,237534629.3333333,212070013.3333333,44063184.0,19353444.33333333,1.9667,0.002392,0.001434,0.003776,0.002832,0.002609,0.002474,0.00684,0.007555,2.597479,2.524666,2.905679,3.15539,0.168616,1.79974,2.593576,16.916638,0.293426,0.314482,0.255636,0.197838
cholesky,16384,1024,11,199235594.3333333,176223242.66666666,46254832.66666666,20357272.33333333,2.0497433333333333,0.002392,0.001434,0.003776,0.002832,0.002609,0.002474,0.00684,0.007555,2.597479,2.524666,2.905679,3.15539,0.168616,1.79974,2.593576,16.916638,0.293426,0.314482,0.255636,0.197838
cholesky,16384,1024,12,198589050.3333333,177189162.33333334,46135130.66666666,20963004.0,2.05371,0.002392,0.001434,0.003776,0.002832,0.002609,0.002474,0.00684,0.007555,2.597479,2.524666,2.905679,3.15539,0.168616,1.79974,2.593576,16.916638,0.293426,0.314482,0.255636,0.197838
cholesky,16384,1024,13,226814848.66666663,201275017.66666663,43970491.333333336,19929423.0,1.9711966666666667,0.002392,0.001434,0.003776,0.002832,0.002609,0.002474,0.00684,0.007555,2.597479,2.524666,2.905679,3.15539,0.168616,1.79974,2.593576,16.916638,0.293426,0.314482,0.255636,0.197838
cholesky,16384,1024,14,221732952.66666663,208306189.0,37457174.333333336,25262141.33333333,1.9788366666666668,0.002392,0.001434,0.003776,0.002832,0.002609,0.002474,0.00684,0.007555,2.597479,2.524666,2.905679,3.15539,0.168616,1.79974,2.593576,16.916638,0.293426,0.314482,0.255636,0.197838
cholesky,16384,1024,15,192506872.0,171047027.0,46334377.333333336,20537995.666666668,2.07503,0.002392,0.001434,0.003776,0.002832,0.002609,0.002474,0.00684,0.007555,2.597479,2.524666,2.905679,3.15539,0.168616,1.79974,2.593576,16.916638,0.293426,0.314482,0.255636,0.197838
cholesky,16384,1024,16,193467664.3333333,172225979.0,46474795.66666666,20813559.0,2.0849933333333333,0.002392,0.001434,0.003776,0.002832,0.002609,0.002474,0.00684,0.007555,2.597479,2.524666,2.905679,3.15539,0.168616,1.79974,2.593576,16.916638,0.293426,0.314482,0.255636,0.197838
cholesky,16384,2048,1,237230939.66666663,220991682.3333333,40804957.0,18802899.666666668,1.84099,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,2,248906507.66666663,228376653.0,42995688.0,19213724.666666668,1.97248,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,3,210931243.0,190416809.66666663,43818812.66666666,19566909.666666668,1.9838466666666663,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,4,212804529.3333333,196646245.3333333,38369844.66666666,25305955.0,2.0633966666666668,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,5,241968293.3333333,224864577.3333333,43340427.333333336,19671348.33333333,2.0235233333333333,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,6,246487914.3333333,226402334.0,44308305.66666666,20295786.666666668,2.102843333333333,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,7,204912581.66666663,191451068.3333333,38274383.333333336,25264272.666666668,2.0841333333333334,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,8,211540128.0,192681229.0,45717476.333333336,20858888.0,2.174186666666667,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,9,226811045.0,212965926.0,40819471.66666666,19054329.33333333,1.8510066666666667,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,10,235679999.66666663,219614835.0,42459621.66666666,19640722.33333333,1.95438,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,11,196885848.3333333,190230653.0,31079553.0,30560729.666666668,2.0034466666666666,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,12,203305286.3333333,183972368.3333333,43857031.333333336,20061441.33333333,2.0246066666666667,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,13,229011783.66666663,212771143.0,43030566.66666666,20104404.33333333,2.01775,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,14,240845818.66666663,218407257.3333333,45414781.0,19807104.666666668,2.157623333333333,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,15,201806815.66666663,187191578.3333333,45795118.66666666,20098855.666666668,2.15753,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
cholesky,16384,2048,16,204424667.66666663,185810844.3333333,45839080.66666666,21483643.0,2.191283333333333,0.002016,0.002184,0.003297,0.003285,0.002256,0.002345,0.002739,0.001437,2.574248,2.709722,3.062284,3.232686,0.410081,3.832741,4.026216,15.462754,0.307771,0.281096,0.222237,0.182276
