algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCR,PAPI_L3_TCW,
qr,geqrt,18432,256,37486592,1000000,72,1231112,17352,
qr,ormqr,18432,256,37486592,1000000,2556,337013828,17810653,
qr,tsmqr,18432,256,37486592,1000000,121836,19865683920,1259698894,
qr,tsqrt,18432,256,37486592,1000000,2556,122352108,1252781,
qr,geqrt,18432,256,37486592,4000000,72,1192842,20570,
qr,ormqr,18432,256,37486592,4000000,2556,329625704,18651149,
qr,tsmqr,18432,256,37486592,4000000,121836,19608672999,1285262280,
qr,tsqrt,18432,256,37486592,4000000,2556,120472841,1450218,
qr,geqrt,18432,512,37486592,1000000,36,475994688,6540111,
qr,ormqr,18432,512,37486592,1000000,630,806311725,36832756,
qr,tsmqr,18432,512,37486592,1000000,14910,15985270804,576024039,
qr,tsqrt,18432,512,37486592,1000000,630,16902828727,18377827,
qr,geqrt,18432,512,37486592,4000000,36,460812688,7540869,
qr,ormqr,18432,512,37486592,4000000,630,795267183,39976332,
qr,tsmqr,18432,512,37486592,4000000,14910,15519079947,656057348,
qr,tsqrt,18432,512,37486592,4000000,630,16782963200,19172170,
qr,geqrt,18432,1024,37486592,1000000,18,2538703605,29971001,
qr,ormqr,18432,1024,37486592,1000000,153,999080904,33145381,
qr,tsmqr,18432,1024,37486592,1000000,1785,10765023877,275344077,
qr,tsqrt,18432,1024,37486592,1000000,153,34995615965,43699717,
qr,geqrt,18432,1024,37486592,4000000,18,2491396719,45656380,
qr,ormqr,18432,1024,37486592,4000000,153,994974802,34847778,
qr,tsmqr,18432,1024,37486592,4000000,1785,10699104214,327353486,
qr,tsqrt,18432,1024,37486592,4000000,153,34837403381,32640661,
qr,geqrt,18432,2048,37486592,1000000,9,9989726433,178273982,
qr,ormqr,18432,2048,37486592,1000000,36,1306375862,28865586,
qr,tsmqr,18432,2048,37486592,1000000,204,8568085983,121719623,
qr,tsqrt,18432,2048,37486592,1000000,36,65799864473,105324303,
qr,geqrt,18432,2048,37486592,4000000,9,9913691014,216195201,
qr,ormqr,18432,2048,37486592,4000000,36,1313179280,51090336,
qr,tsmqr,18432,2048,37486592,4000000,204,8472545730,134216084,
qr,tsqrt,18432,2048,37486592,4000000,36,65685264750,60970159,
qr,geqrt,20480,256,37486592,1000000,80,1344643,18636,
qr,ormqr,20480,256,37486592,1000000,3160,417382874,22146918,
qr,tsmqr,20480,256,37486592,1000000,167480,27403961656,1730285380,
qr,tsqrt,20480,256,37486592,1000000,3160,143299457,1507095,
qr,geqrt,20480,256,37486592,4000000,80,1346387,21608,
qr,ormqr,20480,256,37486592,4000000,3160,412614070,23049019,
qr,tsmqr,20480,256,37486592,4000000,167480,27513033728,1790939341,
qr,tsqrt,20480,256,37486592,4000000,3160,144909530,1808984,
qr,geqrt,20480,512,37486592,1000000,40,533411956,4467814,
qr,ormqr,20480,512,37486592,1000000,780,1002674795,46403127,
qr,tsmqr,20480,512,37486592,1000000,20540,21755963470,802179241,
qr,tsqrt,20480,512,37486592,1000000,780,20914831728,23927304,
qr,geqrt,20480,512,37486592,4000000,40,512735887,8019486,
qr,ormqr,20480,512,37486592,4000000,780,978688333,49849422,
qr,tsmqr,20480,512,37486592,4000000,20540,21526254677,888020085,
qr,tsqrt,20480,512,37486592,4000000,780,20802734854,23241715,
qr,geqrt,20480,1024,37486592,1000000,20,2827244857,27346769,
qr,ormqr,20480,1024,37486592,1000000,190,1232232404,41078798,
qr,tsmqr,20480,1024,37486592,1000000,2470,14760126549,384508894,
qr,tsqrt,20480,1024,37486592,1000000,190,43472494761,49674666,
qr,geqrt,20480,1024,37486592,4000000,20,2772386381,46057715,
qr,ormqr,20480,1024,37486592,4000000,190,1211890349,42555090,
qr,tsmqr,20480,1024,37486592,4000000,2470,14703362520,438229808,
qr,tsqrt,20480,1024,37486592,4000000,190,43251064378,38045150,
qr,geqrt,20480,2048,37486592,1000000,10,11099610927,198902444,
qr,ormqr,20480,2048,37486592,1000000,45,1650897305,35878731,
qr,tsmqr,20480,2048,37486592,1000000,285,11873984993,170119765,
qr,tsqrt,20480,2048,37486592,1000000,45,82276320550,101018249,
qr,geqrt,20480,2048,37486592,4000000,10,11015396962,237297600,
qr,ormqr,20480,2048,37486592,4000000,45,1664808493,71234219,
qr,tsmqr,20480,2048,37486592,4000000,285,12021213518,190295676,
qr,tsqrt,20480,2048,37486592,4000000,45,82121644686,76312425,
