algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCM,PAPI_TOT_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_VEC_DP
lu,getrfpiv,8192,256,37486592,1000000,32,17640038,1656157827,845266075,398513462,54304254,36357558,50873417,5121625,1164420087
lu,gemm,8192,256,37486592,1000000,10416,126570876,41358311867,13787646757,3058705929,330963204,337030134,498377251,1027747,43858567872
lu,trsmswp,8192,256,37486592,1000000,496,34803584,4082715657,2344619771,1188448746,260430596,142933070,50563789,1281909,1502887936
lu,geswp,8192,256,37486592,1000000,31,5572634,212231744,637745404,555157501,65915181,129186036,26915446,257791,0
lu,getrfpiv,8192,256,37486592,4000000,32,17571884,1656157175,1068973310,621237491,53701671,35979570,50389269,5053861,1164420087
lu,gemm,8192,256,37486592,4000000,10416,126014557,41358301956,14329867372,3594085168,307398619,335177891,495148369,1285677,43858567872
lu,trsmswp,8192,256,37486592,4000000,496,34711313,4082689163,2739675178,1571049293,257784841,137872708,50453443,1216673,1502887936
lu,geswp,8192,256,37486592,4000000,31,5659862,212231005,736568050,650899705,65588783,127991394,26826727,221557,0
lu,getrfpiv,8192,512,37486592,1000000,16,26466053,2774956600,1236032681,498888923,69881575,43334308,62031079,5603154,2290836471
lu,gemm,8192,512,37486592,1000000,1240,120556613,38217730366,12535841377,2685981084,300091178,243932797,421450818,1986147,41770029920
lu,trsmswp,8192,512,37486592,1000000,120,44148220,5005958380,2951970762,1553678860,314429930,144840334,86757651,1037634,2463006720
lu,geswp,8192,512,37486592,1000000,15,8503770,200780635,834273404,761165870,80297633,124739106,62591055,372981,0
lu,getrfpiv,8192,512,37486592,4000000,16,26259011,2774957063,1508537280,771237960,69257050,42703094,61043920,5590707,2290836471
lu,gemm,8192,512,37486592,4000000,1240,116760837,38217740935,12926578810,3079121672,296966205,243398350,414880350,2391284,41770029920
lu,trsmswp,8192,512,37486592,4000000,120,43655364,5005956455,3568760623,2161748298,306830835,139481382,86406118,1363798,2463006720
lu,geswp,8192,512,37486592,4000000,15,8362099,200780926,1008243104,929903092,69163311,124180056,62669856,288754,0
lu,getrfpiv,8192,1024,37486592,1000000,8,39200698,5071626188,2007091071,688725452,97494022,52713706,86874958,5266957,4604662775
lu,gemm,8192,1024,37486592,1000000,140,73209731,33935586529,10520180951,1888958641,152218143,128106815,293847237,1788643,37691064880
lu,trsmswp,8192,1024,37486592,1000000,28,40790944,6415516485,3394473159,1646564534,320888354,81277126,93715694,956307,4182556672
lu,geswp,8192,1024,37486592,1000000,7,11076961,185246827,853483210,779038077,68698649,53781858,58407448,432185,0
lu,getrfpiv,8192,1024,37486592,4000000,8,38923512,5071625436,2318256081,997169312,96881838,51814820,85213439,5291435,4604662775
lu,gemm,8192,1024,37486592,4000000,140,70568870,33935580137,10733419008,2103433988,152132490,127278976,290236082,2215773,37691064880
lu,trsmswp,8192,1024,37486592,4000000,28,40749095,6415515802,3966887838,2210762023,321679425,123480810,92778158,1496654,4182556672
lu,geswp,8192,1024,37486592,4000000,7,11235208,185246602,1044330298,966809366,66948415,81980166,58416518,494795,0
lu,getrfpiv,8192,2048,37486592,1000000,4,51222569,9836269954,3603275753,1035511965,154496120,57105492,114552742,10964857,9507684343
lu,gemm,8192,2048,37486592,1000000,14,63444776,26941608388,8248013370,1415292134,117966455,77958154,212803907,380754,30152851512
lu,trsmswp,8192,2048,37486592,1000000,6,52640529,8390010903,3889405938,1658606655,310486059,63275287,99380990,783100,6814531584
lu,geswp,8192,2048,37486592,1000000,3,22372295,157861854,817759388,752657209,74043016,45687345,50114445,977143,0
lu,getrfpiv,8192,2048,37486592,4000000,4,50318476,9836269227,4027139223,1435927309,154686397,56793470,111940867,11150175,9507684343
lu,gemm,8192,2048,37486592,4000000,14,60827249,26941606831,8413128371,1576444711,118331709,77990602,211698756,515761,30152851512
lu,trsmswp,8192,2048,37486592,4000000,6,49312564,8390009996,4500993538,2264161190,312189940,107263594,98560679,2883947,6814531584
lu,geswp,8192,2048,37486592,4000000,3,21401288,157861901,1173729406,1104598918,76124631,82384508,50072085,2489844,0
lu,getrfpiv,10240,256,37486592,1000000,40,27362731,2548821063,1278866790,593239305,83389726,56355379,78016185,7834616,1811388149
lu,gemm,10240,256,37486592,1000000,20540,274925438,81557071298,27296229320,6131181704,641535560,664829197,976706605,1907117,86487613680
lu,trsmswp,10240,256,37486592,1000000,780,56836536,6420284564,3682766788,1864664677,408973564,224216062,80402550,2119918,2363412480
lu,geswp,10240,256,37486592,1000000,39,9008019,334237145,1007020534,876728553,104006597,203582222,44736699,463911,0
lu,getrfpiv,10240,256,37486592,4000000,40,27452125,2548821788,1637175343,950554802,82320627,56362144,77413576,7335133,1811388149
lu,gemm,10240,256,37486592,4000000,20540,272625846,81557041198,28428181412,7244877705,609579023,660540871,976552478,2466772,86487613680
lu,trsmswp,10240,256,37486592,4000000,780,57206443,6420306763,4332465398,2496995653,406725675,214924265,80333814,1928179,2363412480
lu,geswp,10240,256,37486592,4000000,39,9091281,334236728,1170791881,1035478047,103684214,201263320,44613317,408811,0
lu,getrfpiv,10240,512,37486592,1000000,20,40851570,4248869401,1864012653,739003300,105327589,67185624,93432383,8600688,3556263669
lu,gemm,10240,512,37486592,1000000,2470,256967295,76127302430,24985712308,5360193364,597927593,485957114,838379815,3782487,83203204760
lu,trsmswp,10240,512,37486592,1000000,190,75741662,7926008757,4699711800,2492544391,496726534,228041904,137428662,1711016,3899760640
lu,geswp,10240,512,37486592,1000000,19,14269559,318370928,1326024542,1209950777,127832776,197813754,99387994,644568,0
lu,getrfpiv,10240,512,37486592,4000000,20,40508916,4248868706,2286406726,1159212161,104438918,66483344,92019054,8542196,3556263669
lu,gemm,10240,512,37486592,4000000,2470,248914351,76127157137,25801247784,6185610697,587654763,485786150,825363715,4729719,83203204760
lu,trsmswp,10240,512,37486592,4000000,190,74879946,7926015677,5723911307,3500020133,486374220,220324976,136977873,2176118,3899760640
lu,geswp,10240,512,37486592,4000000,19,14376821,318370319,1619770305,1494951142,110273642,196889812,99536394,487229,0
lu,getrfpiv,10240,1024,37486592,1000000,10,58834578,7713696247,2993805553,992438885,141573188,81896870,128516897,7884120,7120454389
lu,gemm,10240,1024,37486592,1000000,285,158162504,69083149915,21419022794,3849082390,310824703,260494199,597024466,3611821,76728239220
lu,trsmswp,10240,1024,37486592,1000000,45,71282130,10310581353,5486773253,2662729003,515963936,131232652,150605212,1524588,6721966080
lu,geswp,10240,1024,37486592,1000000,9,21104804,298152115,1391460381,1270943301,109804140,79182704,94127295,681266,0
