algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCM,PAPI_TOT_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_VEC_DP
lu,getrfpiv,8192,256,37486592,1000000,32,17874398,1656158060,845549786,398567450,54352817,36226384,50628163,5169800,1164420087
lu,gemm,8192,256,37486592,1000000,10416,125070799,41358304221,13832904299,3098554452,329178333,337358665,498539382,1005897,43858567872
lu,trsmswp,8192,256,37486592,1000000,496,34784589,4082712976,2340675011,1178141496,258004498,143590228,50626411,1300448,1502887936
lu,geswp,8192,256,37486592,1000000,31,5595850,212231309,636918722,554306471,65786124,129371215,26929238,255976,0
lu,getrfpiv,8192,256,37486592,4000000,32,17890562,1656156712,1070576191,622832418,53723323,36051782,50213686,5030726,1164420087
lu,gemm,8192,256,37486592,4000000,10416,125253579,41358253996,14327655900,3591730724,309532123,335153548,494483736,1314849,43858567872
lu,trsmswp,8192,256,37486592,4000000,496,34736876,4082702081,2723486471,1555908283,258156399,137522505,50485123,1209594,1502887936
lu,geswp,8192,256,37486592,4000000,31,5662313,212231438,736394946,650726492,65601824,128002548,26828171,222573,0
lu,getrfpiv,8192,512,37486592,1000000,16,26322358,2774957353,1235488938,499168664,69965313,43272856,61901524,5643412,2290836471
lu,gemm,8192,512,37486592,1000000,1240,121128922,38217730985,12548016637,2700509177,300348360,243922116,421459742,1957521,41770029920
lu,trsmswp,8192,512,37486592,1000000,120,44197414,5005957949,2952429251,1559226812,315194296,144722420,86748376,1043066,2463006720
lu,geswp,8192,512,37486592,1000000,15,8562662,200780909,837033580,763876501,80322855,124741758,62590575,373005,0
lu,getrfpiv,8192,512,37486592,4000000,16,26024934,2774956522,1506935241,769183341,69188574,43238966,61011416,5531398,2290836471
lu,gemm,8192,512,37486592,4000000,1240,117595169,38217737759,12931600836,3084193303,297300633,243546866,414912698,2396977,41770029920
lu,trsmswp,8192,512,37486592,4000000,120,43982895,5005957776,3577777045,2162630358,306709487,139507504,86436598,1351946,2463006720
lu,geswp,8192,512,37486592,4000000,15,8396242,200780768,1008654874,930300962,69179566,124186830,62671585,287643,0
lu,getrfpiv,8192,1024,37486592,1000000,8,38972160,5071625990,2007562833,688551598,97526677,52650878,86719877,5215467,4604662775
lu,gemm,8192,1024,37486592,1000000,140,73182787,33935578934,10522539870,1892307822,151943016,127935468,293460111,1813022,37691064880
lu,trsmswp,8192,1024,37486592,1000000,28,41035175,6415516948,3404873128,1652982867,319963154,81115414,93649934,949174,4182556672
lu,geswp,8192,1024,37486592,1000000,7,11014140,185246646,853119844,778764354,68598998,52986022,58408861,433441,0
lu,getrfpiv,8192,1024,37486592,4000000,8,38308332,5071625575,2315656237,994598644,96872889,52107831,85333752,5304670,4604662775
