algorithm,task,matrix_size,tile_size,l3_cache_size,frequency,weight,PAPI_L3_TCM,PAPI_TOT_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_VEC_DP
cholesky,potrf,8192,256,37486592,1000000,32,217124,112081821,34115127,3427214,491653,616428,317228,9070,41390080
cholesky,trsm,8192,256,37486592,1000000,496,3945919,3887102334,1601329785,528111298,190116934,16932948,15710213,380305,1503014912
cholesky,syrk,8192,256,37486592,1000000,496,5566656,1247370396,437079048,105357508,10861074,16681145,11816791,233146,1176878048
cholesky,gemm,8192,256,37486592,1000000,4960,57221761,20307804691,6691325958,1383166661,135480652,161886427,225409112,372217,20885032320
cholesky,potrf,8192,256,37486592,4000000,32,219663,112079453,35222221,4666414,531088,614651,320525,8417,41390080
cholesky,trsm,8192,256,37486592,4000000,496,3940331,3887093596,1633539860,571301593,189187296,16990623,15198320,431875,1503014912
cholesky,syrk,8192,256,37486592,4000000,496,5627045,1247365898,469428439,137727487,10646650,16511123,11827008,246692,1176878048
cholesky,gemm,8192,256,37486592,4000000,4960,57053587,20307787894,6868843996,1559413458,128421706,160577876,224509455,513338,20885032320
cholesky,potrf,8192,512,37486592,1000000,16,824714,267298107,97246845,23627847,6277711,1802933,2264590,38686,127662080
cholesky,trsm,8192,512,37486592,1000000,120,7254831,4826041412,2013281920,686730856,241166053,18798045,23723563,413942,2463068160
cholesky,syrk,8192,512,37486592,1000000,120,11452034,2121779356,727604334,171038141,23323257,17888592,26803264,363580,2149478640
cholesky,gemm,8192,512,37486592,1000000,560,48149665,17538811136,5654823386,1116225517,145868702,96312661,185764153,281796,18863884480
cholesky,potrf,8192,512,37486592,4000000,16,789767,267298324,100116938,27244175,6194770,1731908,2234452,56082,127662080
cholesky,trsm,8192,512,37486592,4000000,120,6919433,4826043717,2048422367,733035320,238861462,16179941,22488155,1482524,2463068160
cholesky,syrk,8192,512,37486592,4000000,120,11214087,2121781139,767069420,211191777,22749960,17104462,26437394,589454,2149478640
cholesky,gemm,8192,512,37486592,4000000,560,47861372,17538801829,5750955889,1214745837,144577778,96190883,185294875,481569,18863884480
cholesky,potrf,8192,1024,37486592,1000000,8,1789191,736203348,275662847,73709750,21909133,3140867,5485461,86657,435470336
cholesky,trsm,8192,1024,37486592,1000000,28,8846152,6253275332,2465456515,770968528,251110977,19381064,34565072,392502,4182585344
cholesky,syrk,8192,1024,37486592,1000000,28,12806380,3650874698,1156875157,220059522,22118591,17481696,36271549,326603,3888310328
cholesky,gemm,8192,1024,37486592,1000000,56,34512332,13685535097,4178342932,694920028,60398638,42787209,116088611,247198,15076425952
cholesky,potrf,8192,1024,37486592,4000000,8,1740282,736204877,279950265,80814801,21829427,2977010,5374709,151071,435470336
cholesky,trsm,8192,1024,37486592,4000000,28,8326034,6253273877,2475211233,799925596,250139139,17607059,33748482,1147094,4182585344
cholesky,syrk,8192,1024,37486592,4000000,28,12174196,3650874453,1200261898,263977616,21418670,15823912,35392563,940234,3888310328
cholesky,gemm,8192,1024,37486592,4000000,56,32233238,13685532423,4254524211,772139911,58917667,42272679,115673975,471700,15076425952
cholesky,potrf,8192,2048,37486592,1000000,4,3745015,2193115684,826814013,238995451,70661138,7308816,14340318,139737,1586867584
cholesky,trsm,8192,2048,37486592,1000000,6,13478263,8253707348,2974832361,806730397,231249449,19997964,48497226,274449,6814543872
cholesky,syrk,8192,2048,37486592,1000000,6,15282549,5997669145,1844098959,317528246,28177490,18148698,53862641,303123,6563500044
cholesky,gemm,8192,2048,37486592,1000000,4,18020144,7729465486,2327328704,368364630,29756698,16505724,61178938,55825,8615100432
cholesky,potrf,8192,2048,37486592,4000000,4,3722781,2193114328,842411495,255637205,70272835,6902970,13933133,290462,1586867584
cholesky,trsm,8192,2048,37486592,4000000,6,13284725,8253706740,3023220773,855267961,230868091,18952526,48507390,820718,6814543872
cholesky,syrk,8192,2048,37486592,4000000,6,15155028,5997669091,1900332520,373643503,27502119,17060422,53058684,746507,6563500044
cholesky,gemm,8192,2048,37486592,4000000,4,17779896,7729464742,2366893948,407304639,29360484,16473291,60067360,107972,8615100432
cholesky,potrf,10240,256,37486592,1000000,40,289160,140094174,42460235,4295550,622295,767115,400811,10693,51737600
cholesky,trsm,10240,256,37486592,1000000,780,6530836,6112767242,2507827303,835024246,300374518,28124286,24548148,621352,2363612160
cholesky,syrk,10240,256,37486592,1000000,780,9725539,1961577707,688301286,167051233,17279947,26191287,18601595,358499,1850735640
cholesky,gemm,10240,256,37486592,1000000,9880,121168014,40451790043,13323229411,2749379525,269720711,321980744,447356590,788153,41601636960
cholesky,potrf,10240,256,37486592,4000000,40,292056,140096802,44448465,6018859,608216,758594,403387,10947,51737600
cholesky,trsm,10240,256,37486592,4000000,780,6518261,6112779507,2612737445,925517692,297400765,26380230,24072990,659951,2363612160
cholesky,syrk,10240,256,37486592,4000000,780,9707125,1961589918,743076630,221922141,17083130,25961691,18707122,377443,1850735640
cholesky,gemm,10240,256,37486592,4000000,9880,120019981,40451818458,13714442783,3142891110,255384917,319933017,446749334,1027079,41601636960
cholesky,potrf,10240,512,37486592,1000000,20,1054511,334118013,119711171,28644289,7771241,2281148,2810897,49411,159577600
cholesky,trsm,10240,512,37486592,1000000,190,11769328,7641238707,3169169363,1086522452,378565190,29800959,37541224,677400,3899857920
cholesky,syrk,10240,512,37486592,1000000,190,19441219,3359490620,1151832882,270987532,37183401,28215056,42724858,579982,3403341180
cholesky,gemm,10240,512,37486592,1000000,1140,106367073,35704005919,11491631954,2251587991,297871128,195982805,378253193,635352,38401479120
